Stunde im Jahr [h]	Var1.Raumlufttemperatur [C]	Var2.Raumlufttemperatur [C]	Var3.Raumlufttemperatur [C]
7012	14.0268	8.94944	11.7463
7013	14.0215	8.88034	11.7218
7014	14.016	8.78462	11.6899
7015	14.0104	8.68785	11.6576
7016	14.0047	8.67009	11.6466
7017	13.9988	8.80544	11.6777
7018	13.9927	9.08127	11.7477
7019	13.9865	9.2732	11.7951
7020	13.9801	9.42926	11.8325
7021	13.9736	9.52797	11.8542
7022	13.9669	9.53605	11.8508
7023	13.9602	9.49586	11.834
7024	13.9535	9.40419	11.8029
7025	13.9468	9.26034	11.7574
7026	13.9403	9.08971	11.7044
7027	13.934	8.9707	11.6654
7028	13.9278	8.8427	11.6242
7029	13.9218	8.75764	11.5947
7030	13.9159	8.64252	11.5572
7031	13.9102	8.5611	11.5288
7032	13.9045	8.49488	11.5047
7033	13.8987	8.41948	11.4781
7034	13.893	8.3363	11.4493
7035	13.8872	8.30768	11.4353
7036	13.8813	8.24089	11.411
7037	13.8752	8.19761	11.3928
7038	13.8689	8.1777	11.381
7039	13.8625	8.14444	11.3654
7040	13.8559	8.15241	11.361
7041	13.8491	8.22757	11.3749
7042	13.8422	8.4306	11.424
7043	13.835	8.59034	11.4615
7044	13.8277	8.76045	11.5018
7045	13.8203	8.89267	11.5318
7046	13.8128	9.08932	11.5794
7047	13.8053	9.14918	11.5898
7048	13.7978	9.16185	11.587
7049	13.7905	9.12628	11.5709
7050	13.7832	9.05652	11.5454
7051	13.7762	9.04929	11.537
7052	13.7695	9.04218	11.529
7053	13.763	9.02392	11.5181
7054	13.7569	9.00394	11.5069
7055	13.751	8.98455	11.4961
7056	13.7453	8.9745	11.488
7057	13.74	8.95691	11.478
7058	13.7348	8.94641	11.4702
7059	13.7298	8.9181	11.4575
7060	13.725	8.89488	11.4464
7061	13.7203	8.85562	11.431
7062	13.7157	8.85009	11.4248
7063	13.7113	8.81223	11.4099
7064	13.7069	8.79226	11.3999
7065	13.7026	8.84503	11.4099
7066	13.6983	9.03594	11.4579
7067	13.694	9.3009	11.5267
7068	13.6898	9.41584	11.5549
7069	13.6856	9.5628	11.5915
7070	13.6814	9.6591	11.6145
7071	13.6773	9.59549	11.5937
7072	13.6734	9.49561	11.5626
7073	13.6695	9.41342	11.5363
7074	13.6659	9.25717	11.4897
7075	13.6625	9.15407	11.4576
7076	13.6593	9.05479	11.4267
7077	13.6563	9.02142	11.414
7078	13.6534	8.97017	11.3966
7079	13.6508	8.92218	11.3802
7080	13.6482	8.84417	11.3557
7081	13.6456	8.75428	11.3278
7082	13.6431	8.72397	11.3161
7083	13.6405	8.73537	11.316
7084	13.6378	8.77136	11.3226
7085	13.6351	8.78068	11.322
7086	13.6322	8.76259	11.3138
7087	13.6292	8.70378	11.2943
7088	13.626	8.69554	11.2883
7089	13.6227	8.81939	11.3186
7090	13.6194	9.13043	11.4004
7091	13.6158	9.36484	11.4618
7092	13.6122	9.43013	11.4769
7093	13.6085	9.62846	11.528
7094	13.6048	9.70029	11.5448
7095	13.6011	9.68553	11.5377
7096	13.5975	9.62656	11.5183
7097	13.594	9.54518	11.4927
7098	13.5907	9.41625	11.4541
7099	13.5877	9.38612	11.4424
7100	13.5849	9.36012	11.4323
7101	13.5823	9.2941	11.4113
7102	13.5799	9.24366	11.3947
7103	13.5777	9.23679	11.3901
7104	13.5757	9.24646	11.3903
7105	13.5737	9.24433	11.3874
7106	13.5718	9.18384	11.3685
7107	13.57	9.156	11.3585
7108	13.5681	9.04627	11.3261
7109	13.5663	8.95345	11.298
7110	13.5644	8.91131	11.2837
7111	13.5625	8.84735	11.2636
7112	13.5605	8.79619	11.2468
7113	13.5584	8.86417	11.2626
7114	13.5562	9.05389	11.3119
7115	13.5539	9.39542	11.4032
7116	13.5515	9.74072	11.4961
7117	13.5489	9.98632	11.5619
7118	13.5462	10.1428	11.6031
7119	13.5435	10.0706	11.5816
7120	13.5408	10.0029	11.5606
7121	13.5382	9.87962	11.5244
7122	13.5358	9.7802	11.4946
7123	13.5336	9.65705	11.4584
7124	13.5316	9.58053	11.435
7125	13.5299	9.55917	11.427
7126	13.5285	9.51481	11.413
7127	13.5273	9.44905	11.3932
7128	13.5262	9.42578	11.385
7129	13.5252	9.36205	11.366
7130	13.5244	9.31823	11.3523
7131	13.5235	9.26548	11.3363
7132	13.5226	9.30941	11.3466
7133	13.5216	9.35752	11.3584
7134	13.5206	9.35269	11.3556
7135	13.5195	9.30272	11.3403
7136	13.5183	9.30169	11.3382
7137	13.517	9.39971	11.3632
7138	13.5155	9.52823	11.3968
7139	13.514	9.83338	11.4788
7140	13.5124	10.1663	11.5691
7141	13.5107	10.379	11.6267
7142	13.5089	10.3362	11.6142
7143	13.5071	10.2812	11.5976
7144	13.5055	10.2402	11.5848
7145	13.5039	10.1273	11.5524
7146	13.5026	9.98317	11.5113
7147	13.5014	9.89349	11.4851
7148	13.5005	9.83168	11.4667
7149	13.4998	9.7816	11.4517
7150	13.4993	9.84558	11.4681
7151	13.499	9.82676	11.4623
7152	13.4988	9.74168	11.4382
7153	13.4986	9.65231	11.4128
7154	13.4985	9.65299	11.412
7155	13.4983	9.68463	11.4199
7156	13.4981	9.6644	11.4136
7157	13.4978	9.68571	11.4185
7158	13.4975	9.7219	11.4276
7159	13.497	9.70803	11.423
7160	13.4965	9.66768	11.4109
7161	13.4958	9.79838	11.4455
7162	13.495	10.026	11.507
7163	13.4942	10.2096	11.5568
7164	13.4932	10.4797	11.6303
7165	13.4923	10.5205	11.6414
7166	13.4912	10.5249	11.6419
7167	13.4902	10.4613	11.6238
7168	13.4893	10.4498	11.6197
7169	13.4885	10.3986	11.6049
7170	13.4879	10.3461	11.5897
7171	13.4874	10.1407	11.5327
7172	13.4871	10.0262	11.5002
7173	13.487	10.0737	11.5123
7174	13.487	10.0865	11.5155
7175	13.4872	10.0738	11.5117
7176	13.4874	10.0836	11.5141
7177	13.4876	10.0422	11.5025
7178	13.4879	10.0502	11.5044
7179	13.4881	10.054	11.5051
7180	13.4882	10.0111	11.4931
7181	13.4883	10.0222	11.4956
7182	13.4883	9.95224	11.4761
7183	13.4882	9.98458	11.4842
7184	13.488	10.0174	11.4927
7185	13.4878	10.0647	11.5051
7186	13.4874	10.1901	11.5389
7187	13.487	10.2522	11.5556
7188	13.4864	10.3151	11.5723
7189	13.4859	10.2707	11.5597
7190	13.4852	10.2289	11.5474
7191	13.4846	10.3504	11.5798
7192	13.4839	10.3851	11.5889
7193	13.4832	10.3246	11.5717
7194	13.4825	10.2794	11.5584
7195	13.4819	10.2467	11.5487
7196	13.4814	10.217	11.5397
7197	13.4809	10.2163	11.5388
7198	13.4804	10.2091	11.5361
7199	13.4799	10.1779	11.5269
7200	13.4795	10.1166	11.5093
7201	13.4791	10.1081	11.5061
7202	13.4786	10.0828	11.4985
7203	13.4782	9.97298	11.4677
7204	13.4777	9.85828	11.4351
7205	13.4771	9.8901	11.4426
7206	13.4765	9.91234	11.4478
7207	13.4758	9.84984	11.4298
7208	13.4751	9.64227	11.3717
7209	13.4742	9.69282	11.3837
7210	13.4732	9.98847	11.4634
7211	13.472	10.285	11.5441
7212	13.4707	10.5396	11.6134
7213	13.4693	10.5906	11.627
7214	13.4678	10.586	11.6248
7215	13.4662	10.5517	11.6142
7216	13.4645	10.4796	11.5932
7217	13.4629	10.3855	11.566
7218	13.4614	10.246	11.5262
7219	13.4601	10.2312	11.5205
7220	13.4588	10.1703	11.5026
7221	13.4578	10.1292	11.49
7222	13.4568	10.0971	11.48
7223	13.4559	9.99484	11.4509
7224	13.455	9.86802	11.4149
7225	13.4542	9.72675	11.3748
7226	13.4534	9.59073	11.3359
7227	13.4525	9.45951	11.2983
7228	13.4515	9.40645	11.282
7229	13.4504	9.35415	11.2659
7230	13.4491	9.27624	11.2427
7231	13.4476	9.27359	11.2399
7232	13.4459	9.28777	11.2417
7233	13.444	9.354	11.2576
7234	13.4417	9.55225	11.3097
7235	13.4392	9.66356	11.3383
7236	13.4365	9.85365	11.3881
7237	13.4335	9.96279	11.416
7238	13.4303	9.92906	11.4044
7239	13.427	9.8875	11.3902
7240	13.4236	9.79277	11.3613
7241	13.4201	9.66123	11.3221
7242	13.4167	9.59386	11.3003
7243	13.4133	9.56601	11.2894
7244	13.41	9.53497	11.2778
7245	13.4067	9.52217	11.2713
7246	13.4035	9.50069	11.2624
7247	13.4003	9.4488	11.2452
7248	13.3972	9.41132	11.2319
7249	13.3941	9.37637	11.2193
7250	13.3909	9.34186	11.2067
7251	13.3877	9.31637	11.1966
7252	13.3844	9.28372	11.1845
7253	13.3811	9.26941	11.1774
7254	13.3777	9.25845	11.1712
7255	13.3742	9.24855	11.1652
7256	13.3707	9.25193	11.1628
7257	13.3671	9.29725	11.1719
7258	13.3634	9.35401	11.1841
7259	13.3596	9.5819	11.2433
7260	13.3557	9.67657	11.2665
7261	13.3518	9.65705	11.2582
7262	13.3479	9.6239	11.2458
7263	13.3439	9.63282	11.2448
7264	13.34	9.56911	11.2241
7265	13.3361	9.49854	11.2013
7266	13.3323	9.39002	11.1681
7267	13.3286	9.19448	11.111
7268	13.3251	9.14078	11.0924
7269	13.3216	9.10736	11.0798
7270	13.3181	9.14115	11.0856
7271	13.3147	9.13578	11.081
7272	13.3113	9.09601	11.0669
7273	13.3079	9.0881	11.0613
7274	13.3044	9.04835	11.0471
7275	13.3008	9.03576	11.0402
7276	13.2972	9.07565	11.0477
7277	13.2934	9.08414	11.0466
7278	13.2896	9.07536	11.0408
7279	13.2857	9.04429	11.0287
7280	13.2817	9.01651	11.0173
7281	13.2777	9.08868	11.0333
7282	13.2736	9.17165	11.0525
7283	13.2694	9.29112	11.0817
7284	13.2652	9.47372	11.1284
7285	13.261	9.58315	11.1554
7286	13.2568	9.59374	11.1551
7287	13.2526	9.61903	11.1587
7288	13.2484	9.51111	11.1258
7289	13.2444	9.30102	11.0647
7290	13.2404	9.25958	11.0493
7291	13.2367	9.21667	11.0341
7292	13.2331	9.15008	11.0124
7293	13.2296	8.95653	10.956
7294	13.2262	8.84007	10.9204
7295	13.2229	8.76101	10.8952
7296	13.2197	8.73135	10.8836
7297	13.2165	8.65517	10.8594
7298	13.2132	8.63753	10.851
7299	13.2098	8.59748	10.8366
7300	13.2064	8.51026	10.8091
7301	13.2028	8.52094	10.8082
7302	13.199	8.49742	10.7981
7303	13.195	8.44131	10.7788
7304	13.1909	8.45602	10.7787
7305	13.1866	8.56635	10.8048
7306	13.1821	8.72732	10.8449
7307	13.1775	8.94586	10.901
7308	13.1727	9.25794	10.9828
7309	13.1677	9.43666	11.0286
7310	13.1627	9.40059	11.0152
7311	13.1577	9.2893	10.9807
7312	13.1527	9.17651	10.9455
7313	13.1478	9.08393	10.9158
7314	13.143	9.03183	10.8972
7315	13.1385	8.97913	10.8787
7316	13.1342	8.97524	10.8736
7317	13.1301	8.97885	10.8709
7318	13.1261	8.96419	10.8633
7319	13.1223	8.95741	10.858
7320	13.1187	8.9618	10.8559
7321	13.1151	8.95824	10.8516
7322	13.1116	8.95255	10.8468
7323	13.1081	8.93524	10.8389
7324	13.1047	8.89716	10.8253
7325	13.1013	8.87218	10.8152
7326	13.0979	8.8108	10.7951
7327	13.0945	8.76263	10.7786
7328	13.0912	8.72896	10.766
7329	13.0878	8.72933	10.7628
7330	13.0844	8.768	10.7701
7331	13.081	8.83943	10.7865
7332	13.0775	8.85672	10.7882
7333	13.074	8.85329	10.7842
7334	13.0705	8.82725	10.7738
7335	13.0669	8.79168	10.7607
7336	13.0633	8.68909	10.7292
7337	13.0597	8.62691	10.7086
7338	13.0561	8.36008	10.6319
7339	13.0525	8.17627	10.5773
7340	13.0488	8.05887	10.5409
7341	13.0451	7.96986	10.5124
7342	13.0414	7.89352	10.4873
7343	13.0375	7.81312	10.461
7344	13.0336	7.79148	10.4507
7345	13.0294	7.77531	10.442
7346	13.025	7.69158	10.4146
7347	13.0204	7.62699	10.3921
7348	13.0156	7.58617	10.3759
7349	13.0104	7.55006	10.3608
7350	13.0051	7.53433	10.3512
7351	12.9994	7.52383	10.3429
7352	12.9936	7.53576	10.3405
7353	12.9875	7.57451	10.3454
7354	12.9811	7.65769	10.3624
7355	12.9746	7.86296	10.4129
7356	12.9679	7.98807	10.4418
7357	12.9611	8.03691	10.4496
7358	12.9542	8.03071	10.4421
7359	12.9472	7.95538	10.4154
7360	12.9401	7.86925	10.3856
7361	12.9332	7.81196	10.3636
7362	12.9263	7.77707	10.3478
7363	12.9195	7.72662	10.3278
7364	12.9129	7.69282	10.3124
7365	12.9063	7.66214	10.298
7366	12.8999	7.62346	10.2815
7367	12.8935	7.47891	10.236
7368	12.8872	7.39575	10.2071
7369	12.881	7.34538	10.1872
7370	12.8748	7.31815	10.1738
7371	12.8686	7.28481	10.1587
7372	12.8624	7.25097	10.1435
7373	12.8561	7.22729	10.131
7374	12.8498	7.20547	10.119
7375	12.8434	7.18541	10.1075
7376	12.8369	7.18508	10.1013
7377	12.8304	7.17856	10.0934
7378	12.8238	7.1717	10.0853
7379	12.817	7.1775	10.0807
7380	12.8102	7.21675	10.0852
7381	12.8034	7.27118	10.0939
7382	12.7965	7.30901	10.0981
7383	12.7895	7.34412	10.1015
7384	12.7826	7.36097	10.1
7385	12.7756	7.24885	10.0631
7386	12.7686	7.03853	9.99895
7387	12.7617	6.89713	9.95329
7388	12.7548	6.86284	9.93706
7389	12.748	6.79823	9.91279
7390	12.7412	6.76069	9.89589
7391	12.7344	6.65096	9.85929
7392	12.7276	6.56149	9.82801
7393	12.7208	6.53158	9.81303
7394	12.714	6.45205	9.78455
7395	12.707	6.3716	9.75562
7396	12.7	6.2835	9.72447
7397	12.6928	6.22522	9.70134
7398	12.6855	6.20118	9.68754
7399	12.6781	6.17351	9.67273
7400	12.6705	6.16173	9.66214
7401	12.6628	6.24954	9.67876
7402	12.6548	6.44341	9.72462
7403	12.6468	6.73355	9.79715
7404	12.6386	6.84579	9.82132
7405	12.6303	6.93063	9.8376
7406	12.6219	6.77928	9.78912
7407	12.6135	6.64224	9.74384
7408	12.6051	6.48914	9.69411
7409	12.5968	6.34423	9.6465
7410	12.5887	6.26587	9.61714
7411	12.5807	6.15782	9.57988
7412	12.5729	6.04469	9.5412
7413	12.5652	5.96113	9.51064
7414	12.5575	5.89352	9.48455
7415	12.55	5.84569	9.46393
7416	12.5424	5.77334	9.43664
7417	12.5348	5.72239	9.4151
7418	12.5271	5.6276	9.38154
7419	12.5193	5.55236	9.35312
7420	12.5114	5.46356	9.32091
7421	12.5034	5.41183	9.29867
7422	12.4952	5.37588	9.28073
7423	12.4869	5.33504	9.26137
7424	12.4784	5.33859	9.25402
7425	12.4697	5.42391	9.26907
7426	12.4609	5.57686	9.30278
7427	12.452	5.89602	9.38221
7428	12.4428	6.12957	9.43873
7429	12.4336	6.21345	9.45417
7430	12.4243	6.18257	9.43783
7431	12.415	6.09834	9.40655
7432	12.4057	5.94608	9.35645
7433	12.3965	5.81231	9.31119
7434	12.3876	5.71947	9.27721
7435	12.3788	5.62319	9.24247
7436	12.3703	5.54392	9.21248
7437	12.3619	5.45791	9.1808
7438	12.3537	5.37901	9.15115
7439	12.3457	5.29094	9.11907
7440	12.3378	5.20336	9.08713
7441	12.3299	5.15239	9.06523
7442	12.3221	5.06896	9.03452
7443	12.3142	4.99867	9.00727
7444	12.3063	4.92858	8.98005
7445	12.2982	4.83277	8.94569
7446	12.2901	4.80321	8.9293
7447	12.2819	4.80354	8.92116
7448	12.2735	4.78669	8.9083
7449	12.265	4.88038	8.92558
7450	12.2563	5.04645	8.9629
7451	12.2475	5.35599	9.03974
7452	12.2386	5.53423	9.08112
7453	12.2295	5.54012	9.07504
7454	12.2204	5.51042	9.05876
7455	12.2112	5.49358	9.04585
7456	12.2022	5.44424	9.02408
7457	12.1932	5.34362	8.9882
7458	12.1844	5.31311	8.97143
7459	12.1757	5.29134	8.95735
7460	12.1673	5.22334	8.93075
7461	12.1591	5.19769	8.91577
7462	12.1511	5.19768	8.90802
7463	12.1432	5.30501	8.92986
7464	12.1355	5.47404	8.96906
7465	12.1279	5.66276	9.01402
7466	12.1204	5.81513	9.04931
7467	12.1131	5.91726	9.07095
7468	12.1058	5.92286	9.06618
7469	12.0987	5.9114	9.05659
7470	12.0917	5.8884	9.04388
7471	12.085	5.87321	9.0334
7472	12.0784	5.8683	9.02589
7473	12.0722	5.85634	9.01664
7474	12.0661	5.86445	9.01305
7475	12.0604	5.89879	9.01688
7476	12.0548	5.96894	9.03078
7477	12.0495	6.0572	9.04994
7478	12.0444	6.15545	9.07211
7479	12.0395	6.19475	9.07836
7480	12.0348	6.19286	9.07336
7481	12.0302	6.16382	9.06094
7482	12.0258	6.12115	9.04481
7483	12.0216	6.0947	9.03318
7484	12.0176	6.062	9.01997
7485	12.0137	6.04884	9.0122
7486	12.01	6.05465	9.0098
7487	12.0065	6.00646	8.99275
7488	12.0031	5.98808	8.98381
7489	11.9997	5.97631	8.97682
7490	11.9965	5.97415	8.97253
7491	11.9933	5.96446	8.96625
7492	11.9902	5.96107	8.96171
7493	11.987	5.92812	8.94911
7494	11.9839	5.88382	8.93332
7495	11.9808	5.89744	8.93333
7496	11.9777	5.91992	8.93592
7497	11.9746	5.92264	8.93313
7498	11.9714	5.91366	8.92708
7499	11.9682	5.9259	8.92678
7500	11.9649	5.98074	8.93819
7501	11.9617	6.02496	8.94681
7502	11.9584	6.08461	8.95965
7503	11.9551	6.10747	8.96247
7504	11.9517	6.09829	8.95646
7505	11.9484	5.88377	8.89411
7506	11.945	5.77328	8.85959
7507	11.9417	5.72555	8.84243
7508	11.9384	5.7309	8.83994
7509	11.9351	5.68214	8.82279
7510	11.9317	5.5836	8.79186
7511	11.9284	5.49283	8.76287
7512	11.925	5.48687	8.75704
7513	11.9216	5.41743	8.73397
7514	11.918	5.37153	8.7171
7515	11.9144	5.41935	8.72585
7516	11.9106	5.4668	8.73468
7517	11.9067	5.55111	8.75356
7518	11.9026	5.60388	8.76385
7519	11.8984	5.65092	8.77244
7520	11.894	5.68621	8.77775
7521	11.8895	5.69133	8.77469
7522	11.8849	5.71283	8.77597
7523	11.8803	5.75933	8.78411
7524	11.8756	5.82901	8.79865
7525	11.8709	5.88274	8.80892
7526	11.8663	5.92804	8.81689
7527	11.8616	6.01191	8.83548
7528	11.857	5.95573	8.8159
7529	11.8526	5.90503	8.79748
7530	11.8481	5.8781	8.78562
7531	11.8438	5.87468	8.78029
7532	11.8396	5.88492	8.77883
7533	11.8356	5.8975	8.77815
7534	11.8316	5.90998	8.77754
7535	11.8277	5.91204	8.77416
7536	11.8239	5.90165	8.76742
7537	11.8202	5.87759	8.75696
7538	11.8166	5.83232	8.74069
7539	11.813	5.80204	8.72848
7540	11.8095	5.76557	8.71463
7541	11.806	5.74715	8.70572
7542	11.8025	5.73032	8.6973
7543	11.7991	5.69547	8.68396
7544	11.7956	5.68716	8.67783
7545	11.7922	5.68447	8.6733
7546	11.7887	5.69162	8.67147
7547	11.7852	5.68924	8.66704
7548	11.7817	5.66584	8.65682
7549	11.7781	5.64942	8.64841
7550	11.7744	5.65169	8.64509
7551	11.7708	5.74544	8.66685
7552	11.767	5.69386	8.64907
7553	11.7633	5.58706	8.61576
7554	11.7595	5.50975	8.59029
7555	11.7556	5.53691	8.59342
7556	11.7517	5.45836	8.56784
7557	11.7478	5.44749	8.56047
7558	11.7439	5.42826	8.55096
7559	11.7399	5.36986	8.53067
7560	11.7358	5.22636	8.48691
7561	11.7317	5.10233	8.44814
7562	11.7275	5.06028	8.43173
7563	11.7233	5.02124	8.41625
7564	11.7189	4.98197	8.40064
7565	11.7144	4.95131	8.3873
7566	11.7097	4.905	8.3696
7567	11.705	4.89402	8.36141
7568	11.7	4.86882	8.3493
7569	11.6949	4.83334	8.33422
7570	11.6897	4.83698	8.32969
7571	11.6842	4.86381	8.33149
7572	11.6786	4.96156	8.3527
7573	11.6729	4.90784	8.33255
7574	11.667	5.00952	8.35449
7575	11.661	4.91518	8.32311
7576	11.6548	4.81996	8.29087
7577	11.6486	4.69965	8.25165
7578	11.6424	4.61581	8.2222
7579	11.6361	4.58976	8.20858
7580	11.6298	4.60003	8.20502
7581	11.6234	4.57422	8.19167
7582	11.617	4.51187	8.1682
7583	11.6105	4.44479	8.14328
7584	11.604	4.39879	8.12402
7585	11.5973	4.38671	8.11404
7586	11.5907	4.38667	8.10738
7587	11.5839	4.34156	8.08835
7588	11.577	4.32761	8.07768
7589	11.57	4.30994	8.066
7590	11.563	4.29099	8.05389
7591	11.5558	4.27278	8.04191
7592	11.5486	4.26624	8.03307
7593	11.5413	4.28348	8.03072
7594	11.5339	4.3261	8.03535
7595	11.5265	4.38393	8.04419
7596	11.519	4.44844	8.05491
7597	11.5115	4.54731	8.0751
7598	11.5039	4.54528	8.06779
7599	11.4964	4.54462	8.06061
7600	11.4888	4.52777	8.04903
7601	11.4813	4.40297	8.00784
7602	11.4739	4.34519	7.98469
7603	11.4666	4.39402	7.99093
7604	11.4593	4.38292	7.98111
7605	11.4522	4.38962	7.9761
7606	11.4451	4.39062	7.96966
7607	11.4381	4.38117	7.96041
7608	11.4312	4.37653	7.95251
7609	11.4244	4.32962	7.93309
7610	11.4176	4.36489	7.93608
7611	11.4108	4.41819	7.94427
7612	11.4041	4.50589	7.96201
7613	11.3975	4.62156	7.98759
7614	11.3909	4.74908	8.0166
7615	11.3844	4.94648	8.06492
7616	11.3779	5.09854	8.10117
7617	11.3715	5.23571	8.1334
7618	11.3652	5.38908	8.1702
7619	11.3591	5.48815	8.19237
7620	11.3532	5.59397	8.21643
7621	11.3475	5.76371	8.25826
7622	11.3421	5.81408	8.26785
7623	11.337	5.81532	8.26394
7624	11.3323	5.83236	8.26449
7625	11.3279	5.75707	8.24005
7626	11.324	5.73519	8.23022
7627	11.3204	5.74418	8.22922
7628	11.3172	5.76652	8.23224
7629	11.3145	5.78129	8.2335
7630	11.312	5.7957	8.2349
7631	11.3098	5.81976	8.23917
7632	11.3079	5.83728	8.24187
7633	11.3062	5.87229	8.24953
7634	11.3047	5.89089	8.25291
7635	11.3034	5.90723	8.25575
7636	11.3023	5.93361	8.26146
7637	11.3012	5.96415	8.26843
7638	11.3003	6.02112	8.28277
7639	11.2995	6.02399	8.28246
7640	11.2988	6.02688	8.28208
7641	11.2981	6.03419	8.28298
7642	11.2975	6.09266	8.29794
7643	11.297	6.17068	8.31847
7644	11.2966	6.23826	8.33632
7645	11.2962	6.12183	8.30383
7646	11.2959	6.08274	8.29202
7647	11.2957	6.20095	8.32349
7648	11.2955	6.2313	8.33139
7649	11.2954	6.17852	8.31639
7650	11.2953	6.04024	8.27778
7651	11.2952	5.99182	8.2635
7652	11.2952	5.91977	8.24292
7653	11.2953	5.984	8.25958
7654	11.2953	5.98498	8.25931
7655	11.2953	5.98913	8.25976
7656	11.2952	5.94764	8.24771
7657	11.2952	5.9301	8.24203
7658	11.295	5.95557	8.24814
7659	11.2948	5.95993	8.24853
7660	11.2944	5.86234	8.22089
7661	11.294	5.91094	8.23291
7662	11.2935	5.9191	8.23416
7663	11.2929	5.94605	8.2404
7664	11.2922	5.95567	8.24191
7665	11.2914	5.92949	8.23351
7666	11.2904	5.88015	8.21858
7667	11.2895	6.00363	8.25083
7668	11.2884	6.1147	8.28012
7669	11.2872	6.15949	8.29126
7670	11.286	6.15657	8.28917
7671	11.2847	6.17683	8.29326
7672	11.2834	6.20112	8.29849
7673	11.2821	6.08519	8.26532
7674	11.2807	5.95299	8.22725
7675	11.2794	5.95415	8.22558
7676	11.278	5.9277	8.21666
7677	11.2767	5.89083	8.20483
7678	11.2754	5.81553	8.18244
7679	11.274	5.77841	8.17034
7680	11.2727	5.8199	8.17984
7681	11.2712	5.77222	8.16508
7682	11.2697	5.80456	8.17197
7683	11.2682	5.80861	8.17128
7684	11.2665	5.7475	8.1526
7685	11.2647	5.70082	8.1376
7686	11.2628	5.73531	8.14476
7687	11.2608	5.76013	8.14942
7688	11.2586	5.73237	8.1396
7689	11.2564	5.70745	8.13033
7690	11.2541	5.84001	8.16412
7691	11.2517	5.94729	8.19139
7692	11.2492	5.98351	8.19916
7693	11.2466	5.92816	8.18167
7694	11.244	5.85487	8.15895
7695	11.2413	5.88525	8.16448
7696	11.2386	5.8869	8.16239
7697	11.2359	5.79896	8.13568
7698	11.2332	5.78988	8.13031
7699	11.2305	5.72314	8.10934
7700	11.2278	5.62243	8.07888
7701	11.2251	5.63422	8.07909
7702	11.2224	5.64453	8.07917
7703	11.2196	5.63449	8.07367
7704	11.2169	5.6423	8.073
7705	11.2141	5.65045	8.07247
7706	11.2112	5.49072	8.0259
7707	11.2083	5.47183	8.01734
7708	11.2052	5.51047	8.02481
7709	11.2022	5.56018	8.03543
7710	11.199	5.52761	8.02353
7711	11.1957	5.54916	8.02619
7712	11.1924	5.55739	8.02529
7713	11.189	5.51028	8.00914
7714	11.1855	5.56645	8.02106
7715	11.1819	5.67794	8.04837
7716	11.1783	5.73974	8.06224
7717	11.1746	5.79775	8.07498
7718	11.1709	5.78138	8.06734
7719	11.1671	5.80643	8.07085
7720	11.1634	5.76984	8.05759
7721	11.1597	5.72293	8.04133
7722	11.156	5.70373	8.03262
7723	11.1524	5.67874	8.02242
7724	11.1488	5.6511	8.0115
7725	11.1453	5.61426	7.99808
7726	11.1418	5.5961	7.98978
7727	11.1384	5.5904	7.98496
7728	11.135	5.57507	7.97756
7729	11.1317	5.54002	7.96475
7730	11.1283	5.5321	7.9593
7731	11.125	5.5384	7.95781
7732	11.1216	5.53983	7.95501
7733	11.1182	5.57386	7.96114
7734	11.1148	5.52789	7.94543
7735	11.1113	5.51764	7.93926
7736	11.1078	5.52411	7.93773
7737	11.1043	5.53008	7.93607
7738	11.1007	5.6296	7.96002
7739	11.0971	5.66148	7.96572
7740	11.0935	5.73648	7.98308
7741	11.0899	5.76163	7.98694
7742	11.0862	5.776	7.98773
7743	11.0825	5.77028	7.983
7744	11.0789	5.7685	7.97931
7745	11.0753	5.73961	7.96822
7746	11.0718	5.72786	7.96178
7747	11.0683	5.62643	7.93084
7748	11.0649	5.6112	7.92327
7749	11.0615	5.66228	7.9341
7750	11.0582	5.72336	7.9479
7751	11.055	5.77529	7.95932
7752	11.0517	5.80682	7.9652
7753	11.0486	5.83635	7.97053
7754	11.0454	5.87705	7.97895
7755	11.0422	5.93171	7.99125
7756	11.0391	6.00946	8.00997
7757	11.036	6.09301	8.03041
7758	11.033	6.18711	8.05385
7759	11.03	6.26296	8.07242
7760	11.0272	6.31506	8.08455
7761	11.0244	6.34687	8.09116
7762	11.0217	6.415	8.10776
7763	11.0191	6.48191	8.12424
7764	11.0168	6.56882	8.14633
7765	11.0145	6.65911	8.16958
7766	11.0125	6.7294	8.18754
7767	11.0106	6.77859	8.19985
7768	11.009	6.84199	8.21616
7769	11.0075	6.86792	8.22243
7770	11.0062	6.87701	8.22415
7771	11.0052	6.88282	8.22508
7772	11.0044	6.88077	8.22399
7773	11.0038	6.91033	8.2317
7774	11.0034	6.86437	8.21895
7775	11.0032	6.92178	8.23444
7776	11.0032	6.95797	8.24455
7777	11.0034	6.85118	8.21558
7778	11.0037	6.88429	8.22461
7779	11.0041	6.87501	8.22249
7780	11.0046	6.73183	8.18366
7781	11.0052	6.53732	8.1304
7782	11.0059	6.51109	8.12301
7783	11.0066	6.49356	8.1184
7784	11.0073	6.47515	8.11358
7785	11.008	6.47381	8.11341
7786	11.0086	6.56361	8.13822
7787	11.0091	6.64204	8.16013
7788	11.0096	6.7304	8.18472
7789	11.0098	6.71597	8.18116
7790	11.0099	6.72714	8.18426
7791	11.0099	6.66102	8.16616
7792	11.0098	6.5359	8.13157
7793	11.0096	6.3651	8.08417
