Stunde im Jahr [h]	Var1.Raumlufttemperatur [C]	Var2.Raumlufttemperatur [C]	Var3.Raumlufttemperatur [C]
1562	4.2494	3.56255	3.74165
1563	4.249	3.56753	3.74275
1564	4.24851	3.57472	3.74443
1565	4.24791	3.5831	3.74636
1566	4.2472	3.60489	3.75188
1567	4.24638	3.68066	3.7721
1568	4.24547	3.92041	3.83725
1569	4.24448	4.25321	3.92862
1570	4.24342	4.36309	3.95953
1571	4.2423	4.42973	3.97763
1572	4.24115	4.49504	3.99555
1573	4.24001	4.5576	4.01266
1574	4.23895	4.59653	4.02339
1575	4.23803	4.58619	4.02066
1576	4.23731	4.62113	4.03021
1577	4.23685	4.73214	4.06101
1578	4.23669	4.71386	4.05705
1579	4.23682	4.68434	4.04956
1580	4.23727	4.60988	4.0302
1581	4.238	4.44516	3.98607
1582	4.23902	4.37517	3.96752
1583	4.2403	4.40884	3.97794
1584	4.24182	4.41502	3.98135
1585	4.24354	4.3519	3.96575
1586	4.24542	4.45022	3.99409
1587	4.2474	4.45243	3.99717
1588	4.24943	4.37964	3.9791
1589	4.25147	4.381	3.98115
1590	4.2535	4.37808	3.98237
1591	4.2555	4.37325	3.98288
1592	4.25746	4.38824	3.98882
1593	4.25938	4.40957	3.99654
1594	4.26125	4.46031	4.01227
1595	4.26306	4.51755	4.02987
1596	4.26482	4.65523	4.06952
1597	4.26652	4.36434	3.99262
1598	4.26818	4.12222	3.92668
1599	4.26978	4.07252	3.91396
1600	4.27137	4.05224	3.90973
1601	4.27293	4.00874	3.89909
1602	4.27448	3.89463	3.86911
1603	4.27599	3.7875	3.84065
1604	4.27743	3.71267	3.821
1605	4.27874	3.66015	3.80742
1606	4.27991	3.58727	3.78823
1607	4.28089	3.46447	3.75513
1608	4.28167	3.38176	3.73256
1609	4.28222	3.3353	3.71991
1610	4.28252	3.28343	3.70567
1611	4.28256	3.22135	3.68839
1612	4.28234	3.17401	3.67489
1613	4.28183	3.10328	3.65485
1614	4.28104	3.06466	3.64319
1615	4.27995	3.02706	3.63178
1616	4.27858	3.04565	3.63538
1617	4.27693	3.18975	3.67332
1618	4.27501	3.42731	3.73718
1619	4.27283	3.56012	3.7727
1620	4.27039	3.68801	3.80627
1621	4.26773	3.76379	3.82571
1622	4.26489	3.83979	3.84483
1623	4.2619	3.81444	3.83631
1624	4.25886	3.78962	3.82742
1625	4.25583	3.57463	3.76673
1626	4.25289	3.45731	3.7317
1627	4.25009	3.29997	3.68647
1628	4.24748	3.20126	3.65681
1629	4.24505	3.18025	3.64885
1630	4.24281	3.13448	3.63448
1631	4.24071	3.09782	3.62249
1632	4.23869	3.11957	3.62666
1633	4.23671	3.01119	3.59555
1634	4.2347	3.03247	3.5991
1635	4.23262	3.00057	3.58892
1636	4.23045	3.00568	3.58822
1637	4.22817	3.06296	3.60206
1638	4.22578	3.04559	3.5956
1639	4.22326	3.04993	3.59461
1640	4.22063	3.04816	3.59208
1641	4.21789	3.1297	3.61208
1642	4.21506	3.32066	3.66235
1643	4.21215	3.45167	3.69671
1644	4.20918	3.52084	3.71384
1645	4.20618	3.65875	3.74967
1646	4.20316	3.58931	3.72929
1647	4.20016	3.70132	3.75733
1648	4.19723	3.75911	3.77189
1649	4.19441	3.66853	3.74542
1650	4.19175	3.4891	3.69432
1651	4.18928	3.26087	3.62964
1652	4.18702	3.12378	3.58964
1653	4.18499	3.0777	3.575
1654	4.18319	3.00435	3.55332
1655	4.18158	2.88954	3.52022
1656	4.18011	2.82193	3.49996
1657	4.17873	2.73296	3.47413
1658	4.17735	2.72649	3.4706
1659	4.17592	2.64219	3.44625
1660	4.17439	2.56089	3.42211
1661	4.17271	2.51062	3.40647
1662	4.17087	2.46081	3.39088
1663	4.16884	2.47975	3.39385
1664	4.1666	2.53911	3.40804
1665	4.16415	2.69587	3.44875
1666	4.16148	3.0109	3.53306
1667	4.1586	3.23744	3.59389
1668	4.15552	3.36621	3.62748
1669	4.15225	3.43614	3.64476
1670	4.14885	3.42751	3.64031
1671	4.14537	3.5031	3.65846
1672	4.14191	3.50202	3.65622
1673	4.13855	3.38426	3.62169
1674	4.13538	3.23127	3.57723
1675	4.13244	3.03734	3.52161
1676	4.12978	2.90486	3.4826
1677	4.12741	2.84017	3.46255
1678	4.12531	2.7652	3.44005
1679	4.12344	2.66626	3.41105
1680	4.12175	2.55593	3.37895
1681	4.12017	2.48066	3.35642
1682	4.11863	2.406	3.33419
1683	4.11705	2.37755	3.32447
1684	4.1154	2.34811	3.31466
1685	4.11362	2.30667	3.3014
1686	4.11168	2.25741	3.28584
1687	4.10956	2.255	3.28289
1688	4.10723	2.27106	3.28503
1689	4.10468	2.39867	3.31748
1690	4.10193	2.56467	3.36088
1691	4.09897	2.67203	3.38825
1692	4.09582	2.78135	3.41586
1693	4.09249	2.80055	3.41892
1694	4.08903	2.83627	3.42596
1695	4.08547	2.82623	3.42068
1696	4.08188	2.76956	3.40233
1697	4.07831	2.74218	3.39183
1698	4.07482	2.70538	3.37897
1699	4.07145	2.60091	3.34759
1700	4.06823	2.53391	3.32619
1701	4.06516	2.51638	3.3186
1702	4.06224	2.53379	3.32079
1703	4.05945	2.52885	3.31711
1704	4.05676	2.51933	3.31214
1705	4.05415	2.506	3.30622
1706	4.05158	2.44878	3.28831
1707	4.04903	2.44713	3.28536
1708	4.04649	2.41563	3.2746
1709	4.04395	2.33546	3.25029
1710	4.04139	2.22651	3.21795
1711	4.03882	2.11989	3.18605
1712	4.03623	2.13316	3.18678
1713	4.03362	2.33498	3.23948
1714	4.03097	2.56917	3.30181
1715	4.02827	2.84873	3.37662
1716	4.0255	3.01276	3.42032
1717	4.02265	3.10853	3.44485
1718	4.01972	3.20863	3.47047
1719	4.01675	3.22531	3.4734
1720	4.01382	3.12882	3.44505
1721	4.01098	3.02864	3.4153
1722	4.00834	2.91792	3.38281
1723	4.00594	2.8117	3.35152
1724	4.00382	2.82254	3.35234
1725	4.00201	2.86643	3.36292
1726	4.00048	2.91824	3.37588
1727	3.99919	3.00818	3.39953
1728	3.99809	3.06123	3.41349
1729	3.99713	3.13392	3.43273
1730	3.99626	3.1815	3.44541
1731	3.99547	3.19222	3.44794
1732	3.99474	3.16741	3.44072
1733	3.99408	3.13552	3.43147
1734	3.9935	3.10208	3.42182
1735	3.99302	3.05543	3.40862
1736	3.99264	2.88103	3.36049
1737	3.99238	2.93816	3.37495
1738	3.99222	3.00967	3.39467
1739	3.99215	3.11692	3.42391
1740	3.99215	3.22998	3.45518
1741	3.99219	3.28088	3.46953
1742	3.99223	3.35888	3.4911
1743	3.99227	3.32489	3.48233
1744	3.99231	3.34349	3.4873
1745	3.99235	3.36043	3.49227
1746	3.99243	3.30625	3.47769
1747	3.99257	3.23847	3.45913
1748	3.99278	3.17646	3.44218
1749	3.99309	3.09464	3.41986
1750	3.99349	3.00651	3.39574
1751	3.99398	2.90494	3.36796
1752	3.99454	2.78363	3.33471
1753	3.99514	2.71434	3.31552
1754	3.99576	2.76021	3.32798
1755	3.99636	2.80335	3.34018
1756	3.99689	2.77968	3.33399
1757	3.99731	2.77876	3.3337
1758	3.9976	2.74096	3.32343
1759	3.99773	2.76129	3.32865
1760	3.99769	2.79543	3.33784
1761	3.99749	2.94209	3.37763
1762	3.99713	2.93062	3.37479
1763	3.99662	2.90653	3.3675
1764	3.996	2.91556	3.36939
1765	3.99526	2.949	3.37792
1766	3.99444	2.99101	3.38881
1767	3.99357	3.07877	3.4122
1768	3.99268	3.11383	3.42147
1769	3.99177	3.08027	3.41172
1770	3.99087	3.04484	3.40124
1771	3.98999	3.01994	3.39366
1772	3.98915	3.00492	3.38881
1773	3.98836	2.97198	3.37915
1774	3.98763	2.82844	3.33921
1775	3.98698	2.78927	3.32724
1776	3.98638	2.79235	3.32744
1777	3.98583	2.79934	3.32872
1778	3.98532	2.79792	3.32778
1779	3.98482	2.79515	3.32645
1780	3.9843	2.79331	3.32538
1781	3.98374	2.80222	3.3272
1782	3.98312	2.82155	3.3319
1783	3.98245	2.82838	3.33317
1784	3.9817	2.89347	3.35022
1785	3.9809	3.00079	3.37909
1786	3.98004	3.11579	3.41018
1787	3.97913	3.22082	3.43861
1788	3.97818	3.28754	3.45658
1789	3.97721	3.35839	3.47555
1790	3.97625	3.43997	3.49755
1791	3.97531	3.50311	3.51461
1792	3.97445	3.54368	3.5255
1793	3.9737	3.58229	3.53588
1794	3.97308	3.63907	3.55134
1795	3.97263	3.6797	3.56262
1796	3.97237	3.70576	3.56997
1797	3.97231	3.71108	3.5718
1798	3.97246	3.72127	3.57501
1799	3.97283	3.72306	3.57614
1800	3.97341	3.72189	3.57654
1801	3.97419	3.71132	3.57453
1802	3.97518	3.70827	3.57466
1803	3.97634	3.70516	3.57495
1804	3.97768	3.68453	3.57055
1805	3.97915	3.69006	3.5733
1806	3.98075	3.71014	3.58026
1807	3.98246	3.72354	3.58549
1808	3.98424	3.74621	3.59329
1809	3.98609	3.78017	3.60429
1810	3.98798	3.80673	3.61335
1811	3.9899	3.83191	3.62203
1812	3.99185	3.85971	3.63146
1813	3.9938	3.91578	3.64864
1814	3.99577	3.95941	3.66258
1815	3.99776	4.00604	3.6773
1816	3.99976	4.00734	3.67973
1817	4.00178	4.01857	3.68465
1818	4.00383	4.02966	3.68969
1819	4.00593	4.00331	3.68448
1820	4.00807	3.99737	3.6847
1821	4.01026	3.9855	3.68348
1822	4.0125	3.9646	3.67973
1823	4.0148	3.9775	3.68522
1824	4.01715	3.96076	3.68282
1825	4.01954	3.96596	3.68623
1826	4.02195	3.97579	3.69109
1827	4.02437	3.97026	3.69176
1828	4.02679	3.89834	3.67423
1829	4.02919	3.87224	3.66886
1830	4.03158	3.87564	3.67181
1831	4.03393	3.88689	3.67689
1832	4.03625	3.95147	3.69652
1833	4.03852	4.06491	3.72975
1834	4.04074	4.16666	3.75997
1835	4.04289	4.24015	3.78241
1836	4.04498	4.34533	3.81339
1837	4.047	4.52213	3.86413
1838	4.04898	4.5282	3.86866
1839	4.05092	4.37838	3.82971
1840	4.05288	4.39268	3.83504
1841	4.05488	4.4066	3.84118
1842	4.05697	4.23939	3.7976
1843	4.05916	4.15267	3.77526
1844	4.06148	4.09278	3.76087
1845	4.06393	4.01376	3.7412
1846	4.06647	3.92772	3.7196
1847	4.06908	3.81031	3.68944
1848	4.07173	3.68567	3.65711
1849	4.07436	3.56897	3.62688
1850	4.07693	3.46483	3.59998
1851	4.0794	3.40353	3.58467
1852	4.08173	3.39261	3.58316
1853	4.08387	3.43702	3.59679
1854	4.08579	3.46656	3.60644
1855	4.08745	3.5318	3.62556
1856	4.08883	3.60543	3.64703
1857	4.0899	3.66944	3.66568
1858	4.09069	3.71244	3.67841
1859	4.09119	3.74309	3.68751
1860	4.09146	3.78012	3.69816
1861	4.09152	3.80257	3.70473
1862	4.09142	3.85367	3.71895
1863	4.09122	3.82876	3.71252
1864	4.09095	3.84402	3.71659
1865	4.09065	3.84937	3.71826
1866	4.09035	3.84025	3.71582
1867	4.09007	3.81993	3.71031
1868	4.08983	3.80606	3.70654
1869	4.08964	3.78446	3.70071
1870	4.0895	3.77042	3.69692
1871	4.08941	3.75714	3.69342
1872	4.08937	3.73381	3.68719
1873	4.08937	3.70663	3.67989
1874	4.0894	3.66069	3.66746
1875	4.08944	3.62977	3.65903
1876	4.08949	3.60183	3.6515
1877	4.08954	3.57271	3.64361
1878	4.08957	3.53497	3.63333
1879	4.08957	3.51527	3.6279
1880	4.08954	3.50729	3.62573
1881	4.08945	3.4856	3.61979
1882	4.08931	3.50628	3.6253
1883	4.08909	3.50136	3.62399
1884	4.08879	3.54035	3.63442
1885	4.08841	3.60777	3.65285
1886	4.08794	3.65702	3.66635
1887	4.0874	3.65708	3.66631
1888	4.08678	3.6756	3.67107
1889	4.08609	3.67879	3.67176
1890	4.08536	3.65775	3.6657
1891	4.08461	3.50966	3.62486
1892	4.08385	3.3941	3.5922
1893	4.0831	3.40868	3.59535
1894	4.08239	3.2834	3.56082
1895	4.08169	3.14597	3.52213
1896	4.08102	3.02195	3.48724
1897	4.08035	2.93639	3.46275
1898	4.07964	2.85641	3.43989
1899	4.07888	2.76676	3.41428
1900	4.07802	2.68336	3.39024
1901	4.07702	2.59161	3.36382
1902	4.07587	2.509	3.33967
1903	4.07451	2.46715	3.32648
1904	4.07292	2.56485	3.35135
1905	4.07109	2.75541	3.40206
1906	4.069	2.91374	3.44417
1907	4.06665	3.04331	3.47814
1908	4.06402	3.22385	3.52589
1909	4.06115	3.35205	3.55953
1910	4.05806	3.49135	3.59582
1911	4.05483	3.53624	3.60649
1912	4.05151	3.52126	3.6003
1913	4.04821	3.46816	3.58359
1914	4.04499	3.2965	3.53439
1915	4.04192	3.06303	3.46781
1916	4.03908	2.86056	3.40953
1917	4.03648	2.73587	3.37266
1918	4.03415	2.69426	3.35887
1919	4.03204	2.58227	3.32632
1920	4.03012	2.48545	3.29758
1921	4.02831	2.421	3.27794
1922	4.02653	2.34105	3.25414
1923	4.02471	2.25026	3.22721
1924	4.02278	2.19672	3.21031
1925	4.02069	2.15836	3.1976
1926	4.01842	2.10796	3.18145
1927	4.01593	2.13571	3.18636
1928	4.01321	2.3439	3.24073
1929	4.01025	2.67964	3.33059
1930	4.00704	2.95204	3.4036
1931	4.0036	3.177	3.4633
1932	3.99993	3.40311	3.52326
1933	3.99609	3.56672	3.56619
1934	3.99214	3.73509	3.61013
1935	3.98819	3.85227	3.64031
1936	3.98433	3.86974	3.64312
1937	3.98069	3.82496	3.62877
1938	3.97736	3.59339	3.56345
1939	3.97443	3.33075	3.48891
1940	3.97195	3.17916	3.44493
1941	3.96996	3.06207	3.41101
1942	3.96845	3.01712	3.39708
1943	3.96739	2.89254	3.36205
1944	3.96669	2.79208	3.33335
1945	3.96626	2.74051	3.31842
1946	3.96599	2.62375	3.28592
1947	3.96579	2.55017	3.26485
1948	3.96558	2.48728	3.24697
1949	3.96529	2.43211	3.23105
1950	3.96487	2.37081	3.21337
1951	3.96428	2.46376	3.23756
1952	3.96348	2.72391	3.30799
1953	3.96245	3.12304	3.41686
1954	3.96118	3.632	3.55635
1955	3.95967	3.93409	3.63993
1956	3.95794	4.18047	3.7073
1957	3.95602	4.43455	3.77692
1958	3.954	4.57065	3.81436
1959	3.95201	4.73108	3.85799
1960	3.95019	4.76386	3.86725
1961	3.9487	4.7431	3.86147
1962	3.94764	4.51808	3.80021
1963	3.94713	4.23733	3.72298
1964	3.94722	4.05792	3.67366
1965	3.94794	3.96112	3.64762
1966	3.94929	3.85688	3.62015
1967	3.9512	3.75361	3.59319
1968	3.9536	3.70305	3.58099
1969	3.95635	3.59999	3.55491
1970	3.95934	3.55524	3.54454
1971	3.96245	3.55124	3.54577
1972	3.96557	3.42033	3.51245
1973	3.96863	3.30968	3.48391
1974	3.97156	3.30947	3.48566
1975	3.97432	3.31532	3.48928
1976	3.97687	3.52579	3.54844
1977	3.97918	4.02385	3.68707
1978	3.98125	4.4466	3.80632
1979	3.98305	4.74995	3.89245
1980	3.98459	5.04623	3.97639
1981	3.98591	5.3074	4.05085
1982	3.98707	5.43734	4.08932
1983	3.9882	5.53489	4.11844
1984	3.98944	5.53267	4.12045
1985	3.99092	5.5017	4.11431
1986	3.99277	5.25993	4.05088
1987	3.9951	4.96047	3.97085
1988	3.99796	4.7579	3.91747
1989	4.00139	4.59111	3.8745
1990	4.00535	4.45258	3.83951
1991	4.0098	4.41094	3.83135
1992	4.01464	4.45272	3.84664
1993	4.01973	4.47513	3.85712
1994	4.02496	4.53236	3.87711
1995	4.03019	4.48616	3.86915
1996	4.03532	4.46049	3.86618
1997	4.04029	4.37886	3.84806
1998	4.04505	4.3468	3.84292
1999	4.0496	4.28975	3.83107
2000	4.05393	4.39376	3.86272
2001	4.05805	4.68591	3.94646
2002	4.06197	4.87997	4.00404
2003	4.06568	5.16905	4.08696
2004	4.06918	5.33416	4.13677
2005	4.07249	5.41298	4.16219
2006	4.07565	5.56489	4.20738
2007	4.07872	5.58107	4.21591
2008	4.08177	5.48361	4.19266
2009	4.08489	5.3013	4.14595
2010	4.08817	5.14588	4.10622
2011	4.09166	4.97025	4.0612
2012	4.0954	4.84992	4.03115
2013	4.0994	4.69557	3.99223
2014	4.10363	4.58869	3.96607
2015	4.10804	4.49047	3.94266
2016	4.11254	4.38522	3.91728
2017	4.11706	4.32616	3.90445
2018	4.1215	4.27489	3.89389
2019	4.1258	4.21117	3.87978
2020	4.12989	4.11759	3.8573
2021	4.13371	4.03654	3.8379
2022	4.13723	3.8494	3.78936
2023	4.14041	3.76616	3.76824
2024	4.14326	3.95415	3.82152
2025	4.14576	4.03552	3.84657
2026	4.1479	4.1565	3.88145
2027	4.14967	4.25402	3.91026
2028	4.15108	4.34671	3.93728
2029	4.15213	4.46526	3.97117
2030	4.15285	4.75968	4.05301
2031	4.15331	5.01988	4.12627
2032	4.15356	5.20649	4.17908
2033	4.15367	5.2753	4.19962
2034	4.15372	5.17825	4.17442
2035	4.1538	4.95823	4.11496
2036	4.15397	4.80478	4.07317
2037	4.15434	4.72206	4.05108
2038	4.15497	4.66179	4.03538
2039	4.1559	4.63975	4.03036
2040	4.15711	4.58555	4.01694
2041	4.15858	4.51633	3.99937
2042	4.16024	4.47133	3.98853
2043	4.16201	4.40221	3.97127
2044	4.16383	4.33958	3.95562
2045	4.16565	4.31633	3.95077
2046	4.16744	4.29925	3.94769
2047	4.16914	4.39096	3.9742
2048	4.17073	4.52639	4.01315
2049	4.1722	4.68778	4.05919
2050	4.17352	4.95434	4.13405
2051	4.17467	5.23765	4.21403
2052	4.17568	5.41454	4.26501
2053	4.17657	5.40554	4.26481
2054	4.17738	5.4467	4.27754
2055	4.17817	5.47775	4.28791
2056	4.17903	5.57701	4.3167
2057	4.18005	5.73189	4.36127
2058	4.1813	5.55413	4.31546
2059	4.18281	5.27878	4.24151
2060	4.18462	5.13079	4.2024
2061	4.18674	5.07956	4.1903
2062	4.18916	5.01521	4.17503
2063	4.19186	4.96083	4.16255
2064	4.1948	4.85628	4.13661
2065	4.19791	4.8024	4.12433
2066	4.20111	4.6913	4.09679
2067	4.20432	4.5717	4.06648
2068	4.20748	4.53093	4.05767
2069	4.21054	4.53071	4.06015
2070	4.21345	4.501	4.05456
2071	4.21619	4.5086	4.05885
2072	4.2187	4.58251	4.08133
2073	4.22097	4.65982	4.10484
2074	4.22299	4.74746	4.13096
2075	4.22475	4.9638	4.19212
2076	4.22626	5.30364	4.28752
2077	4.22754	5.62975	4.37963
2078	4.22862	5.81854	4.43417
2079	4.22955	5.95584	4.47415
2080	4.2304	5.98063	4.48338
2081	4.23124	5.97199	4.48298
2082	4.23218	5.82604	4.44514
2083	4.23332	5.59471	4.38335
2084	4.23474	5.5067	4.3605
2085	4.23651	5.39894	4.33314
2086	4.23867	5.29807	4.30752
2087	4.24118	5.16846	4.27442
2088	4.24402	5.01199	4.23398
2089	4.24709	4.86025	4.19483
2090	4.25033	4.73105	4.16189
2091	4.25363	4.65681	4.144
2092	4.25693	4.64472	4.14325
2093	4.26014	4.69098	4.15857
2094	4.2632	4.72944	4.17192
2095	4.26604	4.76795	4.18507
2096	4.26862	4.82827	4.20405
2097	4.2709	4.90106	4.22637
2098	4.27288	4.94527	4.24075
2099	4.27456	4.96785	4.24887
2100	4.27598	5.12991	4.29484
2101	4.27717	5.16339	4.30633
2102	4.27817	5.14014	4.30138
2103	4.27903	5.23958	4.32983
2104	4.2798	5.28184	4.34322
2105	4.28053	5.25212	4.33649
2106	4.28124	5.21188	4.32671
2107	4.28198	5.07478	4.29049
2108	4.28278	4.94965	4.25701
2109	4.28365	4.88551	4.24033
2110	4.28461	4.83022	4.22628
2111	4.28566	4.7593	4.20798
2112	4.28677	4.62223	4.17157
2113	4.28791	4.53937	4.14963
2114	4.28905	4.47827	4.13391
2115	4.29015	4.42758	4.12094
2116	4.29116	4.36562	4.10488
2117	4.29205	4.26644	4.07847
2118	4.29278	4.2173	4.06541
2119	4.29333	4.1984	4.06066
2120	4.29368	4.41655	4.12051
2121	4.2938	4.56214	4.16162
2122	4.29369	4.72982	4.20802
2123	4.29335	4.92457	4.2621
2124	4.29277	5.18615	4.3344
2125	4.29198	5.35313	4.38124
2126	4.29103	5.32699	4.37484
2127	4.28998	5.27349	4.36015
2128	4.28892	5.32307	4.37361
2129	4.28793	5.37274	4.38757
2130	4.28711	5.30578	4.36968
2131	4.2865	5.247	4.35367
2132	4.28617	5.22161	4.3471
2133	4.28611	5.21231	4.34516
2134	4.28633	5.22334	4.34901
2135	4.28681	5.22071	4.34941
2136	4.28752	5.23694	4.35503
2137	4.28843	5.28464	4.36951
2138	4.28949	5.30477	4.37674
2139	4.29068	5.25923	4.36599
2140	4.29197	5.17903	4.3456
2141	4.29335	5.0699	4.31721
2142	4.29478	5.03451	4.30881
2143	4.29627	4.94776	4.28674
2144	4.29781	5.00758	4.30425
2145	4.29939	5.26364	4.3762
2146	4.30097	5.42397	4.42283
2147	4.30253	5.58425	4.46893
2148	4.30404	5.75305	4.51766
2149	4.30548	5.93864	4.57101
2150	4.30687	6.05566	4.60581
2151	4.30824	6.09093	4.61798
2152	4.30964	6.20761	4.65215
2153	4.31113	6.20037	4.6531
2154	4.31277	6.08468	4.62382
2155	4.31463	5.91676	4.5801
2156	4.31675	5.70079	4.52315
2157	4.31915	5.51553	4.47443
2158	4.32186	5.40113	4.44529
2159	4.32484	5.40235	4.44809
2160	4.32806	5.38984	4.44779
2161	4.33145	5.29875	4.42598
2162	4.33492	5.24273	4.41348
2163	4.33839	5.21018	4.40761
2164	4.34178	5.13076	4.38891
2165	4.34504	5.03255	4.36471
2166	4.34812	4.95546	4.34607
2167	4.351	4.95819	4.34909
2168	4.35367	5.10726	4.39214
2169	4.3561	5.5643	4.51978
2170	4.35829	5.91298	4.61923
2171	4.36023	6.13326	4.68284
2172	4.36192	6.34471	4.74376
2173	4.36338	6.5265	4.79659
2174	4.36468	6.66546	4.83753
2175	4.3659	6.80278	4.87788
2176	4.36718	6.87931	4.90179
2177	4.36863	6.88544	4.90635
2178	4.37035	6.75772	4.87434
2179	4.37243	6.54988	4.82008
2180	4.37492	6.2924	4.75219
2181	4.37786	6.10292	4.7028
2182	4.38126	5.97208	4.66996
2183	4.38508	5.84372	4.63814
2184	4.38927	5.77257	4.6221
2185	4.39373	5.72066	4.61176
2186	4.39836	5.64803	4.59589
2187	4.40304	5.53413	4.56867
2188	4.40766	5.44265	4.54732
2189	4.41215	5.3819	4.53435
2190	4.41643	5.30017	4.51555
2191	4.42047	5.27238	4.5111
2192	4.42421	5.41437	4.55298
2193	4.42765	5.8504	4.6757
2194	4.43076	6.18865	4.77292
2195	4.43354	6.44258	4.84639
2196	4.43598	6.49299	4.86419
2197	4.43811	6.48762	4.86565
2198	4.44	6.51764	4.87656
2199	4.44175	6.60035	4.90184
2200	4.44347	6.66687	4.92291
2201	4.44528	6.65578	4.92275
2202	4.44726	6.6574	4.92591
2203	4.44946	6.41965	4.86404
2204	4.45192	6.25057	4.81975
2205	4.45464	6.15685	4.79678
2206	4.45762	6.07356	4.77685
2207	4.46084	6.00733	4.76171
2208	4.46427	5.91394	4.73938
2209	4.46783	5.80304	4.71217
2210	4.47146	5.6847	4.68287
2211	4.47509	5.64029	4.67366
2212	4.47866	5.60916	4.66831
2213	4.4821	5.67417	4.68908
2214	4.48537	5.62379	4.67876
2215	4.48843	5.56102	4.66418
2216	4.49125	5.68908	4.70157
2217	4.49381	6.14713	4.82973
2218	4.49611	6.54049	4.9416
2219	4.49815	6.82228	5.0225
2220	4.49995	6.85595	5.03542
2221	4.50154	7.03837	5.0878
2222	4.50299	7.04774	5.09391
2223	4.5044	7.04794	5.09635
2224	4.50588	6.84758	5.04444
2225	4.50755	6.50054	4.95141
2226	4.50951	6.30612	4.89966
2227	4.5118	6.01162	4.82142
2228	4.51446	5.90208	4.79298
2229	4.51745	5.83871	4.77842
2230	4.52072	5.74541	4.7557
2231	4.52416	5.71789	4.75099
2232	4.52767	5.63309	4.73101
2233	4.53112	5.60949	4.72729
2234	4.53441	5.57423	4.72068
2235	4.53748	5.56246	4.72014
2236	4.54028	5.44036	4.68945
2237	4.54276	5.41761	4.68502
2238	4.54493	5.38342	4.67788
2239	4.54678	5.30188	4.65724
2240	4.54832	5.41085	4.68825
2241	4.54955	5.39007	4.6846
2242	4.55049	5.4084	4.69048
2243	4.55115	5.5903	4.74129
2244	4.55155	5.85034	4.81393
2245	4.55169	6.07021	4.87582
2246	4.55162	6.08483	4.88145
2247	4.55136	6.18731	4.91018
2248	4.55095	5.8944	4.8315
2249	4.55047	6.05764	4.87509
2250	4.55	5.85636	4.822
2251	4.5496	5.66728	4.76954
2252	4.54933	5.58255	4.74645
2253	4.54923	5.53704	4.73428
2254	4.54929	5.44625	4.70996
2255	4.5495	5.31839	4.67536
2256	4.54982	5.21784	4.64811
2257	4.55019	5.18763	4.64019
2258	4.55055	5.1403	4.62786
2259	4.55086	5.08121	4.61209
2260	4.55107	5.05928	4.60638
2261	4.55115	5.04555	4.60297
2262	4.55105	5.04385	4.60269
2263	4.55077	5.07004	4.60995
2264	4.55027	5.17184	4.63782
2265	4.54958	5.30219	4.67373
2266	4.54868	5.33846	4.68398
2267	4.54759	5.21076	4.64893
2268	4.54633	5.16212	4.63466
2269	4.54493	5.06815	4.60841
2270	4.54343	5.02225	4.59471
2271	4.54188	5.04808	4.60082
2272	4.5403	5.23915	4.65222
2273	4.53872	5.53352	4.73265
2274	4.53713	5.72764	4.7862
2275	4.53552	5.83548	4.81581
2276	4.5339	5.91527	4.83765
2277	4.53226	5.91613	4.8379
2278	4.53066	5.92123	4.83898
2279	4.52915	5.82715	4.81314
2280	4.5278	5.7778	4.79905
2281	4.52667	5.71005	4.78046
2282	4.5258	5.41534	4.69982
2283	4.5252	5.24618	4.65246
2284	4.52488	5.20946	4.64221
2285	4.5248	5.16155	4.62935
2286	4.52493	5.08672	4.60912
2287	4.52519	5.08033	4.6076
2288	4.52552	5.04852	4.59949
2289	4.52585	5.22376	4.64766
2290	4.5261	5.33683	4.67995
2291	4.52624	5.53537	4.73495
2292	4.52624	5.67731	4.7752
2293	4.52607	5.63699	4.76529
2294	4.52577	5.41439	4.70474
2295	4.52534	5.46292	4.71739
2296	4.52485	5.30962	4.67625
2297	4.52436	5.37968	4.69457
2298	4.52392	5.39601	4.69986
2299	4.52355	5.16564	4.63711
2300	4.52325	5.06878	4.60985
2301	4.52302	4.96571	4.58177
2302	4.52283	4.88486	4.55935
2303	4.52266	4.82639	4.54324
2304	4.52249	4.7424	4.52017
2305	4.52228	4.65795	4.49679
2306	4.52199	4.52784	4.46089
2307	4.52159	4.42877	4.43307
2308	4.52105	4.37555	4.41782
2309	4.52032	4.33775	4.40676
2310	4.51941	4.28823	4.39236
2311	4.51827	4.31696	4.39905
2312	4.5169	4.52379	4.45457
2313	4.51528	4.83171	4.53833
2314	4.5134	5.10953	4.61416
2315	4.51128	5.33763	4.67628
2316	4.50891	5.45579	4.70823
2317	4.50635	5.55803	4.73535
2318	4.50367	5.47481	4.71185
2319	4.50096	5.47504	4.71009
2320	4.49833	5.65929	4.75932
2321	4.49587	5.52072	4.72121
2322	4.49368	5.55316	4.72826
2323	4.49181	5.36742	4.67737
2324	4.49027	5.1312	4.61133
2325	4.48908	4.93951	4.55778
2326	4.48822	4.78594	4.5148
2327	4.48766	4.81652	4.5223
2328	4.48736	4.94809	4.55836
2329	4.48725	5.16227	4.61743
2330	4.48726	5.3454	4.66861
2331	4.48729	5.48413	4.70765
2332	4.48728	5.48356	4.70862
2333	4.48719	5.4713	4.70576
2334	4.48703	5.41708	4.69148
2335	4.48682	5.45303	4.7014
2336	4.48663	5.75993	4.78584
