Zeit [h]	Variante 8.1 Raumlufttemperatur [C]	Variante 8.1 Wärmeleitung [W/m2]	Variante 8.1 Oberflächentemperatur [C]	Variante 8.2 Raumlufttemperatur [C]	Variante 8.2 Wärmeleitung [W/m2]	Variante 8.2 Oberflächentemperatur [C]	Variante 8.3 Raumlufttemperatur [C]	Variante 8.3 Wärmeleitung [W/m2]	Variante 8.3 Oberflächentemperatur [C]
1545	39.5429	6.45093	36.9626	36.9626	-0.000686237	36.9628	39.5068	13.3566	34.1641
1546	39.5471	6.45093	36.9668	36.9668	-0.00068398	36.967	39.6641	13.3651	34.318
1547	39.5513	6.45093	36.9709	36.9709	-0.000681731	36.9712	39.7494	13.2797	34.4375
1548	39.5555	6.45093	36.9751	36.9751	-0.000679489	36.9754	38.7513	10.8012	34.4308
1549	39.5597	6.45094	36.9793	36.9793	-0.000677255	36.9796	38.8094	10.8385	34.474
1550	39.5638	6.45094	36.9834	36.9834	-0.000675027	36.9837	39.9789	13.3703	34.6308
1551	39.5679	6.45094	36.9876	36.9876	-0.000672807	36.9878	40.0775	13.3718	34.7288
1552	39.5721	6.45094	36.9917	36.9917	-0.000670595	36.992	40.1573	13.3527	34.8163
1553	39.5762	6.45094	36.9958	36.9958	-0.00066839	36.9961	38.4153	9.21502	34.7293
1554	39.5803	6.45095	36.9999	36.9999	-0.000666192	37.0002	36.1145	4.01025	34.5104
1555	39.5844	6.45095	37.004	37.004	-0.000664001	37.0042	34.273	0.0249371	34.263
1556	39.5884	6.45095	37.0081	37.0081	-0.000661817	37.0083	34.1486	0.0174464	34.1416
1557	39.5925	6.45095	37.0121	37.0121	-0.000659641	37.0124	34.0587	0.0128469	34.0536
1558	39.5965	6.45096	37.0161	37.0161	-0.000657471	37.0164	33.9875	0.0106116	33.9833
1559	39.6006	6.45096	37.0202	37.0202	-0.000655309	37.0204	33.927	0.00929953	33.9232
1560	39.6046	6.45096	37.0242	37.0242	-0.000653154	37.0245	33.8726	0.00852461	33.8692
1561	39.6086	6.45096	37.0282	37.0282	-0.000651006	37.0285	33.8219	0.00805498	33.8187
1562	39.6126	6.45096	37.0322	37.0322	-0.000648865	37.0324	33.7734	0.00776376	33.7703
1563	39.6165	6.45097	37.0362	37.0362	-0.000646732	37.0364	33.7263	0.00758133	33.7233
1564	39.6205	6.45097	37.0401	37.0401	-0.000644605	37.0404	33.6801	0.00746667	33.6771
1565	39.6245	6.45097	37.0441	37.0441	-0.000642485	37.0443	33.6345	0.00739128	33.6316
1566	39.6284	6.45097	37.048	37.048	-0.000640372	37.0483	33.6155	0.0723969	33.5865
1567	39.6323	6.45097	37.0519	37.0519	-0.000638266	37.0522	35.3224	4.02886	33.7109
1568	39.6362	6.45098	37.0558	37.0558	-0.000636167	37.0561	37.7497	9.46388	33.9642
1569	39.6401	6.45098	37.0597	37.0597	-0.000634075	37.06	39.5869	13.356	34.2445
1570	39.644	6.45098	37.0636	37.0636	-0.00063199	37.0639	39.7443	13.3651	34.3982
1571	39.6479	6.45098	37.0675	37.0675	-0.000629912	37.0678	39.8479	13.3262	34.5174
1572	39.6518	6.45098	37.0714	37.0714	-0.00062784	37.0716	38.8296	10.7978	34.5105
1573	39.6556	6.45099	37.0752	37.0752	-0.000625775	37.0755	38.8845	10.8272	34.5536
1574	39.6594	6.45099	37.079	37.079	-0.000623717	37.0793	40.058	13.3699	34.71
1575	39.6633	6.45099	37.0829	37.0829	-0.000621666	37.0831	40.1567	13.372	34.8079
1576	39.6671	6.45099	37.0867	37.0867	-0.000619622	37.0869	40.2127	13.2943	34.895
1577	39.6709	6.451	37.0905	37.0905	-0.000617584	37.0907	38.5101	9.25593	34.8077
1578	39.6747	6.451	37.0943	37.0943	-0.000615553	37.0945	36.2018	4.03319	34.5885
1579	39.6784	6.451	37.098	37.098	-0.000613529	37.0983	34.3508	0.0244144	34.341
1580	39.6822	6.451	37.1018	37.1018	-0.000611511	37.102	34.226	0.0169006	34.2192
1581	39.6859	6.451	37.1055	37.1055	-0.0006095	37.1058	34.1361	0.0129315	34.131
1582	39.6897	6.45101	37.1093	37.1093	-0.000607496	37.1095	34.0646	0.0106177	34.0603
1583	39.6934	6.45101	37.113	37.113	-0.000605498	37.1132	34.0037	0.00931725	34
1584	39.6971	6.45101	37.1167	37.1167	-0.000603507	37.1169	33.949	0.00853628	33.9456
1585	39.7008	6.45101	37.1204	37.1204	-0.000601522	37.1206	33.8982	0.00808202	33.8949
1586	39.7045	6.45101	37.1241	37.1241	-0.000599544	37.1243	33.8496	0.00780433	33.8464
1587	39.7082	6.45102	37.1278	37.1278	-0.000597572	37.128	33.8023	0.00763804	33.7993
1588	39.7118	6.45102	37.1314	37.1314	-0.000595607	37.1317	33.7559	0.00752393	33.7529
1589	39.7155	6.45102	37.1351	37.1351	-0.000593649	37.1353	33.7101	0.00743926	33.7071
1590	39.7191	6.45102	37.1387	37.1387	-0.000591696	37.1389	33.6684	0.0168931	33.6617
1591	39.7227	6.45102	37.1423	37.1423	-0.000589751	37.1426	35.4149	4.07432	33.7852
1592	39.7264	6.45102	37.1459	37.1459	-0.000587811	37.1462	37.7739	9.33789	34.0387
1593	39.73	6.45103	37.1495	37.1495	-0.000585878	37.1498	39.6611	13.3556	34.3189
1594	39.7335	6.45103	37.1531	37.1531	-0.000583951	37.1534	39.8187	13.3653	34.4726
1595	39.7371	6.45103	37.1567	37.1567	-0.000582031	37.1569	39.9367	13.3625	34.5917
1596	39.7407	6.45103	37.1603	37.1603	-0.000580117	37.1605	38.8981	10.7845	34.5843
1597	39.7442	6.45103	37.1638	37.1638	-0.000578209	37.1641	38.9524	10.8136	34.627
1598	39.7478	6.45104	37.1674	37.1674	-0.000576308	37.1676	40.131	13.3695	34.7832
1599	39.7513	6.45104	37.1709	37.1709	-0.000574412	37.1711	40.2297	13.3722	34.8808
1600	39.7548	6.45104	37.1744	37.1744	-0.000572523	37.1747	40.3159	13.3703	34.9678
1601	39.7584	6.45104	37.1779	37.1779	-0.000570641	37.1782	38.6014	9.30269	34.8803
1602	39.7618	6.45104	37.1814	37.1814	-0.000568764	37.1817	36.271	4.02629	34.6605
1603	39.7653	6.45105	37.1849	37.1849	-0.000566894	37.1851	34.4229	0.0250281	34.4129
1604	39.7688	6.45105	37.1884	37.1884	-0.000565029	37.1886	34.298	0.0174958	34.291
1605	39.7723	6.45105	37.1919	37.1919	-0.000563171	37.1921	34.2076	0.0129281	34.2024
1606	39.7757	6.45105	37.1953	37.1953	-0.000561319	37.1955	34.1359	0.0106911	34.1316
1607	39.7792	6.45105	37.1987	37.1987	-0.000559473	37.199	34.0749	0.0093792	34.0711
1608	39.7826	6.45106	37.2022	37.2022	-0.000557633	37.2024	34.02	0.0086039	34.0166
1609	39.786	6.45106	37.2056	37.2056	-0.0005558	37.2058	33.9689	0.00813391	33.9656
1610	39.7894	6.45106	37.209	37.209	-0.000553972	37.2092	33.9199	0.00784237	33.9167
1611	39.7928	6.45106	37.2124	37.2124	-0.00055215	37.2126	33.8723	0.00765969	33.8692
1612	39.7962	6.45106	37.2158	37.2158	-0.000550334	37.216	33.8256	0.0075448	33.8226
1613	39.7996	6.45106	37.2191	37.2191	-0.000548524	37.2194	33.7796	0.00746915	33.7766
1614	39.8029	6.45107	37.2225	37.2225	-0.000546721	37.2227	33.7692	0.0952717	33.7311
1615	39.8063	6.45107	37.2259	37.2259	-0.000544923	37.2261	35.468	4.03274	33.8549
1616	39.8096	6.45107	37.2292	37.2292	-0.000543131	37.2294	37.8829	9.43717	34.108
1617	39.8129	6.45107	37.2325	37.2325	-0.000541345	37.2327	39.7312	13.357	34.3884
1618	39.8163	6.45107	37.2358	37.2358	-0.000539564	37.2361	39.8873	13.3652	34.5413
1619	39.8196	6.45107	37.2391	37.2391	-0.00053779	37.2394	40.0073	13.3681	34.6601
1620	39.8229	6.45108	37.2424	37.2424	-0.000536021	37.2427	38.9744	10.8036	34.653
1621	39.8262	6.45108	37.2457	37.2457	-0.000534259	37.2459	39.0186	10.8089	34.6951
1622	39.8294	6.45108	37.249	37.249	-0.000532502	37.2492	40.199	13.3699	34.8511
1623	39.8327	6.45108	37.2523	37.2523	-0.00053075	37.2525	40.2973	13.3722	34.9484
1624	39.8359	6.45108	37.2555	37.2555	-0.000529005	37.2557	40.3793	13.3605	35.0351
1625	39.8392	6.45109	37.2588	37.2588	-0.000527265	37.259	38.6701	9.30627	34.9476
1626	39.8424	6.45109	37.262	37.262	-0.000525531	37.2622	36.3405	4.03165	34.7278
1627	39.8456	6.45109	37.2652	37.2652	-0.000523803	37.2654	34.4902	0.0255765	34.48
1628	39.8488	6.45109	37.2684	37.2684	-0.000522081	37.2686	34.3643	0.0169462	34.3576
1629	39.852	6.45109	37.2716	37.2716	-0.000520364	37.2718	34.2739	0.0129393	34.2687
1630	39.8552	6.45109	37.2748	37.2748	-0.000518652	37.275	34.2018	0.0106277	34.1975
1631	39.8584	6.4511	37.278	37.278	-0.000516947	37.2782	34.1405	0.00935805	34.1368
1632	39.8616	6.4511	37.2811	37.2811	-0.000515247	37.2814	34.0856	0.00861595	34.0821
1633	39.8647	6.4511	37.2843	37.2843	-0.000513552	37.2845	34.0342	0.00814484	34.031
1634	39.8679	6.4511	37.2874	37.2874	-0.000511864	37.2877	33.9851	0.0078536	33.9819
1635	39.871	6.4511	37.2906	37.2906	-0.00051018	37.2908	33.9373	0.00767662	33.9342
1636	39.8742	6.4511	37.2937	37.2937	-0.000508502	37.2939	33.8905	0.00756849	33.8874
1637	39.8773	6.45111	37.2968	37.2968	-0.00050683	37.297	33.8442	0.00749666	33.8412
1638	39.8804	6.45111	37.2999	37.2999	-0.000505163	37.3001	33.8112	0.0393272	33.7954
1639	39.8835	6.45111	37.303	37.303	-0.000503502	37.3032	35.5361	4.04245	33.9191
1640	39.8866	6.45111	37.3061	37.3061	-0.000501846	37.3063	37.9135	9.35353	34.1721
1641	39.8896	6.45111	37.3092	37.3092	-0.000500196	37.3094	39.7945	13.3568	34.4518
1642	39.8927	6.45111	37.3123	37.3123	-0.000498551	37.3125	39.9508	13.3653	34.6047
1643	39.8958	6.45112	37.3153	37.3153	-0.000496912	37.3155	40.0631	13.3492	34.7234
1644	39.8988	6.45112	37.3184	37.3184	-0.000495277	37.3186	39.0356	10.7999	34.7156
1645	39.9018	6.45112	37.3214	37.3214	-0.000493649	37.3216	39.0784	10.8013	34.7579
1646	39.9049	6.45112	37.3244	37.3244	-0.000492025	37.3246	40.2619	13.3704	34.9138
1647	39.9079	6.45112	37.3274	37.3274	-0.000490407	37.3276	40.3598	13.372	35.011
1648	39.9109	6.45112	37.3304	37.3304	-0.000488795	37.3306	40.4463	13.3718	35.0975
1649	39.9139	6.45113	37.3334	37.3334	-0.000487187	37.3336	38.7471	9.34306	35.0099
1650	39.9169	6.45113	37.3364	37.3364	-0.000485585	37.3366	36.4088	4.04602	34.7904
1651	39.9198	6.45113	37.3394	37.3394	-0.000483988	37.3396	34.5521	0.0253681	34.5419
1652	39.9228	6.45113	37.3424	37.3424	-0.000482396	37.3425	34.4263	0.0172791	34.4194
1653	39.9258	6.45113	37.3453	37.3453	-0.00048081	37.3455	34.3354	0.0129367	34.3303
1654	39.9287	6.45113	37.3483	37.3483	-0.000479229	37.3484	34.2634	0.0107401	34.2591
1655	39.9316	6.45114	37.3512	37.3512	-0.000477653	37.3514	34.2019	0.0094416	34.1982
1656	39.9346	6.45114	37.3541	37.3541	-0.000476082	37.3543	34.1467	0.00866713	34.1432
1657	39.9375	6.45114	37.357	37.357	-0.000474516	37.3572	34.0951	0.00820154	34.0919
1658	39.9404	6.45114	37.3599	37.3599	-0.000472956	37.3601	34.0458	0.00791272	34.0426
1659	39.9433	6.45114	37.3628	37.3628	-0.000471401	37.363	33.9978	0.00772989	33.9947
1660	39.9462	6.45114	37.3657	37.3657	-0.00046985	37.3659	33.9507	0.00761245	33.9476
1661	39.9491	6.45114	37.3686	37.3686	-0.000468305	37.3688	33.9042	0.00753552	33.9012
1662	39.9519	6.45115	37.3715	37.3715	-0.000466765	37.3717	33.8591	0.00993445	33.8551
1663	39.9548	6.45115	37.3743	37.3743	-0.00046523	37.3745	35.596	4.04409	33.9783
1664	39.9576	6.45115	37.3772	37.3772	-0.0004637	37.3774	37.9634	9.33123	34.2309
1665	39.9605	6.45115	37.38	37.38	-0.000462175	37.3802	39.8531	13.3563	34.5105
1666	39.9633	6.45115	37.3829	37.3829	-0.000460655	37.383	40.0095	13.3653	34.6634
1667	39.9661	6.45115	37.3857	37.3857	-0.000459141	37.3859	40.1274	13.3634	34.782
1668	39.969	6.45116	37.3885	37.3885	-0.000457631	37.3887	39.0937	10.7992	34.774
1669	39.9718	6.45116	37.3913	37.3913	-0.000456126	37.3915	39.1562	10.8499	34.8162
1670	39.9746	6.45116	37.3941	37.3941	-0.000454626	37.3943	40.3177	13.3655	34.9715
1671	39.9773	6.45116	37.3969	37.3969	-0.000453131	37.3971	40.4177	13.3723	35.0688
1672	39.9801	6.45116	37.3997	37.3997	-0.00045164	37.3998	40.488	13.3323	35.1551
1673	39.9829	6.45116	37.4024	37.4024	-0.000450155	37.4026	38.7492	9.20578	35.0668
1674	39.9856	6.45116	37.4052	37.4052	-0.000448675	37.4054	36.4667	4.04992	34.8467
1675	39.9884	6.45117	37.4079	37.4079	-0.000447199	37.4081	34.6091	0.0259567	34.5987
1676	39.9911	6.45117	37.4107	37.4107	-0.000445729	37.4109	34.4827	0.0171555	34.4759
1677	39.9939	6.45117	37.4134	37.4134	-0.000444263	37.4136	34.392	0.0130098	34.3868
1678	39.9966	6.45117	37.4161	37.4161	-0.000442802	37.4163	34.3197	0.0107839	34.3154
1679	39.9993	6.45117	37.4188	37.4188	-0.000441346	37.419	34.258	0.0094734	34.2542
1680	40.002	6.45117	37.4215	37.4215	-0.000439894	37.4217	34.2025	0.00869259	34.1991
1681	40.0047	6.45117	37.4242	37.4242	-0.000438448	37.4244	34.1507	0.00821645	34.1474
1682	40.0074	6.45118	37.4269	37.4269	-0.000437006	37.4271	34.1011	0.00792343	34.0979
1683	40.0101	6.45118	37.4296	37.4296	-0.000435569	37.4298	34.0529	0.00774368	34.0498
1684	40.0127	6.45118	37.4323	37.4323	-0.000434136	37.4324	34.0057	0.00763213	34.0027
1685	40.0154	6.45118	37.4349	37.4349	-0.000432709	37.4351	33.9591	0.00755877	33.9561
1686	40.0181	6.45118	37.4376	37.4376	-0.000431286	37.4378	33.9638	0.133772	33.9102
1687	40.0207	6.45118	37.4402	37.4402	-0.000429867	37.4404	35.6563	4.05744	34.0334
1688	40.0233	6.45118	37.4429	37.4429	-0.000428454	37.443	38.0484	9.40689	34.2857
1689	40.026	6.45119	37.4455	37.4455	-0.000427045	37.4457	39.9084	13.358	34.5652
1690	40.0286	6.45119	37.4481	37.4481	-0.00042564	37.4483	40.0632	13.3635	34.7178
1691	40.0312	6.45119	37.4507	37.4507	-0.000424241	37.4509	40.1829	13.3669	34.8361
1692	40.0338	6.45119	37.4533	37.4533	-0.000422845	37.4535	39.1517	10.8092	34.828
1693	40.0364	6.45119	37.4559	37.4559	-0.000421455	37.4561	39.1924	10.8063	34.8699
1694	40.039	6.45119	37.4585	37.4585	-0.000420069	37.4587	40.3745	13.3747	35.0246
1695	40.0415	6.45119	37.4611	37.4611	-0.000418687	37.4612	40.4706	13.3724	35.1217
1696	40.0441	6.4512	37.4636	37.4636	-0.000417311	37.4638	40.5108	13.2576	35.2078
1697	40.0467	6.4512	37.4662	37.4662	-0.000415938	37.4663	38.8303	9.27695	35.1195
1698	40.0492	6.4512	37.4687	37.4687	-0.00041457	37.4689	36.5119	4.03113	34.8994
1699	40.0517	6.4512	37.4713	37.4713	-0.000413207	37.4714	34.661	0.0249664	34.651
1700	40.0543	6.4512	37.4738	37.4738	-0.000411848	37.474	34.5347	0.016759	34.528
1701	40.0568	6.4512	37.4763	37.4763	-0.000410494	37.4765	34.4438	0.0130783	34.4386
1702	40.0593	6.4512	37.4788	37.4788	-0.000409144	37.479	34.3714	0.010774	34.3671
1703	40.0618	6.45121	37.4813	37.4813	-0.000407798	37.4815	34.3095	0.009519	34.3057
1704	40.0643	6.45121	37.4838	37.4838	-0.000406457	37.484	34.2538	0.00870648	34.2504
1705	40.0668	6.45121	37.4863	37.4863	-0.000405121	37.4865	34.2019	0.00822933	34.1986
1706	40.0693	6.45121	37.4888	37.4888	-0.000403788	37.489	34.1523	0.00795211	34.1491
1707	40.0718	6.45121	37.4913	37.4913	-0.00040246	37.4915	34.104	0.00777806	34.1009
1708	40.0742	6.45121	37.4938	37.4938	-0.000401137	37.4939	34.0566	0.00766456	34.0536
1709	40.0767	6.45121	37.4962	37.4962	-0.000399818	37.4964	34.0098	0.0075888	34.0068
1710	40.0792	6.45121	37.4987	37.4987	-0.000398503	37.4988	33.9774	0.0422182	33.9605
1711	40.0816	6.45122	37.5011	37.5011	-0.000397192	37.5013	35.7473	4.1592	34.0837
1712	40.084	6.45122	37.5035	37.5035	-0.000395886	37.5037	38.0696	9.33376	34.336
1713	40.0865	6.45122	37.506	37.506	-0.000394584	37.5061	39.9585	13.3581	34.6153
1714	40.0889	6.45122	37.5084	37.5084	-0.000393287	37.5085	40.1137	13.3652	34.7676
1715	40.0913	6.45122	37.5108	37.5108	-0.000391993	37.511	40.1704	13.2125	34.8854
1716	40.0937	6.45122	37.5132	37.5132	-0.000390704	37.5134	39.1973	10.7999	34.8773
1717	40.0961	6.45122	37.5156	37.5156	-0.000389419	37.5157	39.2482	10.8229	34.9191
1718	40.0985	6.45122	37.518	37.518	-0.000388139	37.5181	40.4213	13.3677	35.0742
1719	40.1008	6.45123	37.5204	37.5204	-0.000386862	37.5205	40.52	13.3723	35.1711
1720	40.1032	6.45123	37.5227	37.5227	-0.00038559	37.5229	40.5965	13.3485	35.2571
1721	40.1056	6.45123	37.5251	37.5251	-0.000384322	37.5252	38.882	9.28337	35.1686
1722	40.1079	6.45123	37.5274	37.5274	-0.000383058	37.5276	36.5682	4.04964	34.9483
1723	40.1103	6.45123	37.5298	37.5298	-0.000381799	37.5299	34.7089	0.0233092	34.6996
1724	40.1126	6.45123	37.5321	37.5321	-0.000380543	37.5323	34.5846	0.0202244	34.5765
1725	40.115	6.45123	37.5345	37.5345	-0.000379292	37.5346	34.4921	0.0127089	34.487
1726	40.1173	6.45123	37.5368	37.5368	-0.000378044	37.5369	34.4196	0.010404	34.4154
1727	40.1196	6.45124	37.5391	37.5391	-0.000376801	37.5393	34.3578	0.00956438	34.3539
1728	40.1219	6.45124	37.5414	37.5414	-0.000375562	37.5416	34.3019	0.00874222	34.2984
1729	40.1242	6.45124	37.5437	37.5437	-0.000374327	37.5439	34.2498	0.0082813	34.2465
1730	40.1265	6.45124	37.546	37.546	-0.000373096	37.5462	34.2	0.00799582	34.1968
1731	40.1288	6.45124	37.5483	37.5483	-0.000371869	37.5484	34.1516	0.00781649	34.1484
1732	40.1311	6.45124	37.5506	37.5506	-0.000370646	37.5507	34.104	0.00769898	34.1009
1733	40.1333	6.45124	37.5528	37.5528	-0.000369427	37.553	34.0569	0.00761874	34.0539
1734	40.1356	6.45124	37.5551	37.5551	-0.000368212	37.5553	34.0437	0.0906079	34.0074
1735	40.1379	6.45125	37.5574	37.5574	-0.000367001	37.5575	35.7646	4.08507	34.1305
1736	40.1401	6.45125	37.5596	37.5596	-0.000365794	37.5598	38.1431	9.40124	34.3826
1737	40.1423	6.45125	37.5619	37.5619	-0.000364591	37.562	40.0047	13.3572	34.6618
1738	40.1446	6.45125	37.5641	37.5641	-0.000363392	37.5642	40.16	13.3651	34.814
1739	40.1468	6.45125	37.5663	37.5663	-0.000362197	37.5665	40.2677	13.3398	34.9318
1740	40.149	6.45125	37.5685	37.5685	-0.000361006	37.5687	39.2456	10.8047	34.9237
1741	40.1512	6.45125	37.5707	37.5707	-0.000359819	37.5709	39.2877	10.8067	34.9651
1742	40.1534	6.45125	37.5729	37.5729	-0.000358636	37.5731	40.466	13.3654	35.1198
1743	40.1556	6.45126	37.5751	37.5751	-0.000357456	37.5753	40.5656	13.3724	35.2167
1744	40.1578	6.45126	37.5773	37.5773	-0.000356281	37.5775	40.6488	13.3656	35.3025
1745	40.16	6.45126	37.5795	37.5795	-0.000355109	37.5797	38.9265	9.28155	35.2139
1746	40.1622	6.45126	37.5817	37.5817	-0.000353941	37.5818	36.6105	4.04226	34.9936
1747	40.1644	6.45126	37.5839	37.5839	-0.000352777	37.584	34.7552	0.0264194	34.7446
1748	40.1665	6.45126	37.586	37.586	-0.000351617	37.5862	34.6279	0.0169435	34.6211
1749	40.1687	6.45126	37.5882	37.5882	-0.000350461	37.5883	34.5368	0.0130513	34.5316
1750	40.1708	6.45126	37.5903	37.5903	-0.000349308	37.5905	34.464	0.0107996	34.4597
1751	40.173	6.45126	37.5925	37.5925	-0.00034816	37.5926	34.4015	0.00942339	34.3977
1752	40.1751	6.45127	37.5946	37.5946	-0.000347015	37.5947	34.3455	0.00866659	34.342
1753	40.1772	6.45127	37.5967	37.5967	-0.000345874	37.5969	34.2934	0.008256	34.2901
1754	40.1794	6.45127	37.5988	37.5988	-0.000344736	37.599	34.2436	0.00799352	34.2404
1755	40.1815	6.45127	37.601	37.601	-0.000343602	37.6011	34.1951	0.00781798	34.192
1756	40.1836	6.45127	37.6031	37.6031	-0.000342473	37.6032	34.1475	0.0077066	34.1444
1757	40.1857	6.45127	37.6052	37.6052	-0.000341346	37.6053	34.1004	0.00763399	34.0973
1758	40.1878	6.45127	37.6073	37.6073	-0.000340224	37.6074	34.0561	0.0137165	34.0507
1759	40.1898	6.45127	37.6093	37.6093	-0.000339105	37.6095	35.797	4.05955	34.1732
1760	40.1919	6.45127	37.6114	37.6114	-0.00033799	37.6116	38.1598	9.33608	34.4254
1761	40.194	6.45128	37.6135	37.6135	-0.000336878	37.6136	40.0472	13.3571	34.7043
1762	40.1961	6.45128	37.6156	37.6156	-0.00033577	37.6157	40.2027	13.3652	34.8567
1763	40.1981	6.45128	37.6176	37.6176	-0.000334666	37.6177	40.3209	13.3659	34.9745
1764	40.2002	6.45128	37.6197	37.6197	-0.000333566	37.6198	39.2855	10.7991	34.9659
1765	40.2022	6.45128	37.6217	37.6217	-0.000332469	37.6218	39.33	10.8069	35.0073
1766	40.2043	6.45128	37.6237	37.6237	-0.000331375	37.6239	40.5102	13.3698	35.1623
1767	40.2063	6.45128	37.6258	37.6258	-0.000330286	37.6259	40.6071	13.3715	35.2585
1768	40.2083	6.45128	37.6278	37.6278	-0.000329199	37.6279	40.6937	13.3733	35.3443
1769	40.2103	6.45128	37.6298	37.6298	-0.000328117	37.6299	38.9866	9.32687	35.2558
1770	40.2123	6.45129	37.6318	37.6318	-0.000327038	37.632	36.6451	4.02427	35.0354
1771	40.2143	6.45129	37.6338	37.6338	-0.000325962	37.634	34.7965	0.0253153	34.7863
1772	40.2163	6.45129	37.6358	37.6358	-0.00032489	37.636	34.6698	0.0171617	34.6629
1773	40.2183	6.45129	37.6378	37.6378	-0.000323822	37.6379	34.5785	0.0131833	34.5732
1774	40.2203	6.45129	37.6398	37.6398	-0.000322757	37.6399	34.5054	0.0108539	34.5011
1775	40.2223	6.45129	37.6418	37.6418	-0.000321696	37.6419	34.4431	0.00955655	34.4392
1776	40.2243	6.45129	37.6437	37.6437	-0.000320638	37.6439	34.387	0.00877304	34.3835
1777	40.2262	6.45129	37.6457	37.6457	-0.000319583	37.6458	34.3346	0.00831719	34.3313
1778	40.2282	6.45129	37.6477	37.6477	-0.000318532	37.6478	34.2846	0.00804013	34.2814
1779	40.2301	6.4513	37.6496	37.6496	-0.000317485	37.6497	34.2359	0.00787365	34.2328
1780	40.2321	6.4513	37.6516	37.6516	-0.000316441	37.6517	34.1881	0.00775759	34.185
1781	40.234	6.4513	37.6535	37.6535	-0.0003154	37.6536	34.1408	0.00767044	34.1378
1782	40.236	6.4513	37.6554	37.6554	-0.000314363	37.6556	34.1103	0.0483652	34.0909
1783	40.2379	6.4513	37.6574	37.6574	-0.000313329	37.6575	35.8318	4.04547	34.2136
1784	40.2398	6.4513	37.6593	37.6593	-0.000312299	37.6594	38.1989	9.33344	34.4655
1785	40.2417	6.4513	37.6612	37.6612	-0.000311272	37.6613	40.0865	13.3558	34.7442
1786	40.2436	6.4513	37.6631	37.6631	-0.000310248	37.6632	40.2427	13.3656	34.8965
1787	40.2455	6.4513	37.665	37.665	-0.000309228	37.6651	40.3616	13.3685	35.0142
1788	40.2474	6.4513	37.6669	37.6669	-0.000308211	37.667	39.3271	10.8028	35.006
1789	40.2493	6.45131	37.6688	37.6688	-0.000307197	37.6689	39.3808	10.8346	35.047
1790	40.2512	6.45131	37.6707	37.6707	-0.000306187	37.6708	40.5486	13.3677	35.2015
1791	40.2531	6.45131	37.6725	37.6725	-0.00030518	37.6727	40.6468	13.3724	35.2979
1792	40.2549	6.45131	37.6744	37.6744	-0.000304176	37.6745	40.729	13.3638	35.3835
1793	40.2568	6.45131	37.6763	37.6763	-0.000303176	37.6764	39.0326	9.3445	35.2948
1794	40.2587	6.45131	37.6781	37.6781	-0.000302179	37.6783	36.6767	4.00687	35.0739
1795	40.2605	6.45131	37.68	37.68	-0.000301185	37.6801	34.8346	0.0249618	34.8246
1796	40.2624	6.45131	37.6818	37.6818	-0.000300195	37.682	34.7079	0.0173169	34.7009
1797	40.2642	6.45131	37.6837	37.6837	-0.000299208	37.6838	34.6165	0.013079	34.6112
1798	40.266	6.45131	37.6855	37.6855	-0.000298224	37.6856	34.5436	0.0108798	34.5392
1799	40.2679	6.45132	37.6873	37.6873	-0.000297243	37.6875	34.4812	0.00958686	34.4773
1800	40.2697	6.45132	37.6892	37.6892	-0.000296265	37.6893	34.425	0.00880517	34.4214
1801	40.2715	6.45132	37.691	37.691	-0.000295291	37.6911	34.3724	0.00833385	34.3691
1802	40.2733	6.45132	37.6928	37.6928	-0.00029432	37.6929	34.3221	0.00804323	34.3189
1803	40.2751	6.45132	37.6946	37.6946	-0.000293352	37.6947	34.2732	0.00786223	34.2701
1804	40.2769	6.45132	37.6964	37.6964	-0.000292387	37.6965	34.2253	0.00774923	34.2222
1805	40.2787	6.45132	37.6982	37.6982	-0.000291426	37.6983	34.1779	0.00767571	34.1749
1806	40.2805	6.45132	37.7	37.7	-0.000290468	37.7001	34.1327	0.0118991	34.128
1807	40.2823	6.45132	37.7017	37.7017	-0.000289512	37.7019	35.8607	4.02638	34.2502
1808	40.284	6.45132	37.7035	37.7035	-0.00028856	37.7036	38.2453	9.35761	34.5022
1809	40.2858	6.45133	37.7053	37.7053	-0.000287611	37.7054	40.1235	13.3569	34.7808
1810	40.2876	6.45133	37.707	37.707	-0.000286666	37.7072	40.2788	13.3654	34.9327
1811	40.2893	6.45133	37.7088	37.7088	-0.000285723	37.7089	40.3778	13.3189	35.0502
1812	40.2911	6.45133	37.7106	37.7106	-0.000284783	37.7107	39.3621	10.8015	35.0415
1813	40.2928	6.45133	37.7123	37.7123	-0.000283847	37.7124	39.4448	10.9047	35.0829
1814	40.2946	6.45133	37.714	37.714	-0.000282913	37.7141	40.5875	13.3745	35.2377
1815	40.2963	6.45133	37.7158	37.7158	-0.000281983	37.7159	40.6827	13.3724	35.3337
1816	40.298	6.45133	37.7175	37.7175	-0.000281055	37.7176	40.7654	13.3654	35.4192
1817	40.2998	6.45133	37.7192	37.7192	-0.000280131	37.7193	39.0566	9.31574	35.3303
1818	40.3015	6.45133	37.7209	37.7209	-0.00027921	37.721	36.714	4.01213	35.1091
1819	40.3032	6.45133	37.7226	37.7226	-0.000278292	37.7228	34.8713	0.0276021	34.8603
1820	40.3049	6.45134	37.7244	37.7244	-0.000277377	37.7245	34.7429	0.0167538	34.7362
