Zeit [h]	Variante 8.1 Raumlufttemperatur [C]	Variante 8.1 Wärmeleitung [W/m2]	Variante 8.1 Oberflächentemperatur [C]	Variante 8.2 Raumlufttemperatur [C]	Variante 8.2 Wärmeleitung [W/m2]	Variante 8.2 Oberflächentemperatur [C]	Variante 8.3 Raumlufttemperatur [C]	Variante 8.3 Wärmeleitung [W/m2]	Variante 8.3 Oberflächentemperatur [C]	Variante 8.4.Raumlufttemperatur [C]	Variante 8.4 Wärmeleitung [W/m2]	Variante 8.4 Oberflächentemperatur [C]
1711	40.08	6.4512	37.50	37.5011	-0.0004	37.4304	35.68	3.7555	34.08	34.084	-0.0200	34.043
1712	40.08	6.4512	37.50	37.5035	-0.0004	37.4329	38.05	8.9724	34.34	34.337	-0.0408	34.244
1713	40.09	6.4512	37.51	37.5060	-0.0004	37.4353	39.94	13.0816	34.62	34.616	-0.0450	34.481
1714	40.09	6.4512	37.51	37.5084	-0.0004	37.4377	40.11	13.3596	34.77	34.768	-0.0245	34.630
1715	40.09	6.4512	37.51	37.5108	-0.0004	37.4401	40.23	13.3678	34.89	34.886	-0.0190	34.746
1716	40.09	6.4512	37.51	37.5132	-0.0004	37.4425	39.21	10.9720	34.88	34.878	0.0014	34.761
1717	40.10	6.4512	37.52	37.5156	-0.0004	37.4449	39.24	10.8013	34.92	34.919	-0.0068	34.804
1718	40.10	6.4512	37.52	37.5180	-0.0004	37.4473	40.41	13.1977	35.08	35.075	-0.0251	34.935
1719	40.10	6.4512	37.52	37.5203	-0.0004	37.4497	40.52	13.3698	35.17	35.172	-0.0156	35.031
1720	40.10	6.4512	37.52	37.5227	-0.0004	37.4520	40.61	13.3731	35.26	35.258	-0.0139	35.116
1721	40.11	6.4512	37.53	37.5251	-0.0004	37.4544	38.93	9.6259	35.17	35.169	0.0144	35.065
1722	40.11	6.4512	37.53	37.5274	-0.0004	37.4568	36.59	4.4095	34.95	34.948	0.0356	34.897
1723	40.11	6.4512	37.53	37.5298	-0.0004	37.4591	34.72	0.3006	34.70	34.699	0.0402	34.689
1724	40.11	6.4512	37.53	37.5321	-0.0004	37.4614	34.58	0.0227	34.58	34.576	0.0198	34.570
1725	40.11	6.4512	37.53	37.5344	-0.0004	37.4638	34.49	0.0147	34.49	34.487	0.0144	34.482
1726	40.12	6.4512	37.54	37.5368	-0.0004	37.4661	34.42	0.0117	34.42	34.415	0.0116	34.411
1727	40.12	6.4512	37.54	37.5391	-0.0004	37.4684	34.36	0.0100	34.35	34.354	0.0099	34.350
1728	40.12	6.4512	37.54	37.5414	-0.0004	37.4707	34.30	0.0090	34.30	34.298	0.0090	34.295
1729	40.12	6.4512	37.54	37.5437	-0.0004	37.4730	34.25	0.0084	34.25	34.246	0.0084	34.243
1730	40.13	6.4512	37.55	37.5460	-0.0004	37.4753	34.20	0.0080	34.20	34.197	0.0080	34.194
1731	40.13	6.4512	37.55	37.5483	-0.0004	37.4776	34.15	0.0078	34.15	34.148	0.0078	34.145
1732	40.13	6.4512	37.55	37.5506	-0.0004	37.4799	34.10	0.0077	34.10	34.101	0.0077	34.098
1733	40.13	6.4512	37.55	37.5528	-0.0004	37.4821	34.06	0.0076	34.05	34.054	0.0076	34.051
1734	40.14	6.4512	37.56	37.5551	-0.0004	37.4844	34.01	0.0075	34.01	34.007	0.0075	34.004
1735	40.14	6.4512	37.56	37.5573	-0.0004	37.4867	35.73	3.7555	34.13	34.131	-0.0199	34.090
1736	40.14	6.4512	37.56	37.5596	-0.0004	37.4889	38.10	8.9725	34.38	34.384	-0.0408	34.290
1737	40.14	6.4513	37.56	37.5618	-0.0004	37.4912	39.99	13.0816	34.66	34.663	-0.0450	34.528
1738	40.14	6.4513	37.56	37.5641	-0.0004	37.4934	40.16	13.3597	34.81	34.815	-0.0245	34.676
1739	40.15	6.4513	37.57	37.5663	-0.0004	37.4956	40.28	13.3678	34.93	34.932	-0.0190	34.792
1740	40.15	6.4513	37.57	37.5685	-0.0004	37.4978	39.25	10.9721	34.92	34.924	0.0014	34.807
1741	40.15	6.4513	37.57	37.5707	-0.0004	37.5000	39.29	10.8013	34.97	34.965	-0.0067	34.850
1742	40.15	6.4513	37.57	37.5729	-0.0004	37.5023	40.46	13.1977	35.12	35.121	-0.0251	34.981
1743	40.16	6.4513	37.58	37.5751	-0.0004	37.5044	40.57	13.3698	35.22	35.217	-0.0155	35.076
1744	40.16	6.4513	37.58	37.5773	-0.0004	37.5066	40.65	13.3732	35.30	35.303	-0.0138	35.162
1745	40.16	6.4513	37.58	37.5795	-0.0004	37.5088	38.97	9.6260	35.21	35.214	0.0144	35.110
1746	40.16	6.4513	37.58	37.5817	-0.0004	37.5110	36.63	4.4095	34.99	34.993	0.0357	34.942
1747	40.16	6.4513	37.58	37.5838	-0.0004	37.5132	34.77	0.3006	34.74	34.744	0.0402	34.734
1748	40.17	6.4513	37.59	37.5860	-0.0003	37.5153	34.63	0.0227	34.62	34.621	0.0198	34.615
1749	40.17	6.4513	37.59	37.5882	-0.0003	37.5175	34.54	0.0147	34.53	34.532	0.0144	34.527
1750	40.17	6.4513	37.59	37.5903	-0.0003	37.5196	34.46	0.0117	34.46	34.460	0.0116	34.456
1751	40.17	6.4513	37.59	37.5925	-0.0003	37.5218	34.40	0.0100	34.40	34.398	0.0099	34.395
1752	40.18	6.4513	37.59	37.5946	-0.0003	37.5239	34.35	0.0090	34.34	34.343	0.0090	34.339
1753	40.18	6.4513	37.60	37.5967	-0.0003	37.5260	34.29	0.0084	34.29	34.291	0.0084	34.287
1754	40.18	6.4513	37.60	37.5988	-0.0003	37.5281	34.24	0.0081	34.24	34.241	0.0080	34.237
1755	40.18	6.4513	37.60	37.6009	-0.0003	37.5303	34.20	0.0078	34.19	34.192	0.0078	34.189
1756	40.18	6.4513	37.60	37.6030	-0.0003	37.5324	34.15	0.0077	34.14	34.144	0.0077	34.141
1757	40.19	6.4513	37.61	37.6051	-0.0003	37.5345	34.10	0.0076	34.10	34.097	0.0076	34.094
1758	40.19	6.4513	37.61	37.6072	-0.0003	37.5365	34.05	0.0075	34.05	34.051	0.0075	34.048
1759	40.19	6.4513	37.61	37.6093	-0.0003	37.5386	35.77	3.7556	34.17	34.174	-0.0199	34.133
1760	40.19	6.4513	37.61	37.6114	-0.0003	37.5407	38.14	8.9725	34.43	34.427	-0.0407	34.333
1761	40.19	6.4513	37.61	37.6135	-0.0003	37.5428	40.03	13.0816	34.71	34.706	-0.0450	34.571
1762	40.20	6.4513	37.62	37.6155	-0.0003	37.5448	40.20	13.3597	34.86	34.857	-0.0245	34.719
1763	40.20	6.4513	37.62	37.6176	-0.0003	37.5469	40.32	13.3678	34.98	34.975	-0.0190	34.835
1764	40.20	6.4513	37.62	37.6196	-0.0003	37.5490	39.30	10.9721	34.97	34.966	0.0015	34.850
1765	40.20	6.4513	37.62	37.6217	-0.0003	37.5510	39.33	10.8014	35.01	35.008	-0.0067	34.892
1766	40.20	6.4513	37.62	37.6237	-0.0003	37.5530	40.50	13.1977	35.16	35.163	-0.0251	35.023
1767	40.21	6.4513	37.63	37.6258	-0.0003	37.5551	40.61	13.3699	35.26	35.259	-0.0155	35.118
1768	40.21	6.4513	37.63	37.6278	-0.0003	37.5571	40.69	13.3732	35.35	35.345	-0.0138	35.204
1769	40.21	6.4513	37.63	37.6298	-0.0003	37.5591	39.01	9.6260	35.26	35.256	0.0144	35.152
1770	40.21	6.4513	37.63	37.6318	-0.0003	37.5611	36.67	4.4095	35.03	35.035	0.0357	34.983
1771	40.21	6.4513	37.63	37.6338	-0.0003	37.5631	34.81	0.3006	34.79	34.785	0.0402	34.776
1772	40.22	6.4513	37.64	37.6358	-0.0003	37.5651	34.67	0.0228	34.66	34.663	0.0198	34.656
1773	40.22	6.4513	37.64	37.6378	-0.0003	37.5671	34.58	0.0147	34.57	34.573	0.0144	34.568
1774	40.22	6.4513	37.64	37.6398	-0.0003	37.5691	34.51	0.0117	34.50	34.501	0.0116	34.497
1775	40.22	6.4513	37.64	37.6418	-0.0003	37.5711	34.44	0.0101	34.44	34.439	0.0100	34.435
1776	40.22	6.4513	37.64	37.6437	-0.0003	37.5730	34.39	0.0091	34.38	34.383	0.0090	34.380
1777	40.23	6.4513	37.65	37.6457	-0.0003	37.5750	34.33	0.0085	34.33	34.331	0.0084	34.328
1778	40.23	6.4513	37.65	37.6477	-0.0003	37.5770	34.28	0.0081	34.28	34.281	0.0081	34.278
1779	40.23	6.4513	37.65	37.6496	-0.0003	37.5789	34.24	0.0079	34.23	34.233	0.0078	34.229
1780	40.23	6.4513	37.65	37.6516	-0.0003	37.5809	34.19	0.0077	34.18	34.185	0.0077	34.182
1781	40.23	6.4513	37.65	37.6535	-0.0003	37.5828	34.14	0.0076	34.14	34.137	0.0076	34.134
1782	40.24	6.4513	37.66	37.6554	-0.0003	37.5847	34.09	0.0076	34.09	34.091	0.0076	34.088
1783	40.24	6.4513	37.66	37.6573	-0.0003	37.5866	35.81	3.7556	34.21	34.214	-0.0199	34.173
1784	40.24	6.4513	37.66	37.6593	-0.0003	37.5886	38.18	8.9725	34.47	34.467	-0.0407	34.373
1785	40.24	6.4513	37.66	37.6612	-0.0003	37.5905	40.07	13.0817	34.75	34.745	-0.0450	34.610
1786	40.24	6.4513	37.66	37.6631	-0.0003	37.5924	40.24	13.3597	34.90	34.897	-0.0244	34.758
1787	40.25	6.4513	37.66	37.6650	-0.0003	37.5943	40.36	13.3679	35.01	35.014	-0.0190	34.874
1788	40.25	6.4513	37.67	37.6669	-0.0003	37.5962	39.34	10.9721	35.01	35.005	0.0015	34.889
1789	40.25	6.4513	37.67	37.6688	-0.0003	37.5981	39.37	10.8014	35.05	35.047	-0.0067	34.931
1790	40.25	6.4513	37.67	37.6707	-0.0003	37.6000	40.54	13.1977	35.20	35.202	-0.0251	35.062
1791	40.25	6.4513	37.67	37.6725	-0.0003	37.6018	40.65	13.3699	35.30	35.298	-0.0155	35.157
1792	40.25	6.4513	37.67	37.6744	-0.0003	37.6037	40.73	13.3732	35.38	35.384	-0.0138	35.242
1793	40.26	6.4513	37.68	37.6763	-0.0003	37.6056	39.05	9.6260	35.29	35.294	0.0144	35.191
1794	40.26	6.4513	37.68	37.6781	-0.0003	37.6074	36.71	4.4096	35.07	35.073	0.0357	35.022
1795	40.26	6.4513	37.68	37.6800	-0.0003	37.6093	34.85	0.3007	34.82	34.824	0.0402	34.814
1796	40.26	6.4513	37.68	37.6818	-0.0003	37.6111	34.71	0.0228	34.70	34.701	0.0198	34.694
1797	40.26	6.4513	37.68	37.6837	-0.0003	37.6130	34.62	0.0147	34.61	34.611	0.0145	34.606
1798	40.27	6.4513	37.69	37.6855	-0.0003	37.6148	34.54	0.0118	34.54	34.539	0.0116	34.535
1799	40.27	6.4513	37.69	37.6873	-0.0003	37.6166	34.48	0.0101	34.48	34.477	0.0100	34.473
1800	40.27	6.4513	37.69	37.6891	-0.0003	37.6184	34.42	0.0091	34.42	34.421	0.0090	34.418
1801	40.27	6.4513	37.69	37.6910	-0.0003	37.6202	34.37	0.0085	34.37	34.369	0.0084	34.366
1802	40.27	6.4513	37.69	37.6928	-0.0003	37.6221	34.32	0.0081	34.32	34.319	0.0081	34.316
1803	40.28	6.4513	37.69	37.6946	-0.0003	37.6239	34.27	0.0079	34.27	34.270	0.0079	34.267
1804	40.28	6.4513	37.70	37.6964	-0.0003	37.6257	34.23	0.0077	34.22	34.222	0.0077	34.219
1805	40.28	6.4513	37.70	37.6982	-0.0003	37.6275	34.18	0.0076	34.17	34.175	0.0076	34.172
1806	40.28	6.4513	37.70	37.6999	-0.0003	37.6292	34.13	0.0076	34.13	34.128	0.0076	34.125
1807	40.28	6.4513	37.70	37.7017	-0.0003	37.6310	35.85	3.7556	34.25	34.251	-0.0199	34.210
1808	40.28	6.4513	37.70	37.7035	-0.0003	37.6328	38.22	8.9725	34.50	34.503	-0.0407	34.410
1809	40.29	6.4513	37.71	37.7053	-0.0003	37.6346	40.11	13.0817	34.78	34.782	-0.0450	34.647
1810	40.29	6.4513	37.71	37.7070	-0.0003	37.6363	40.28	13.3597	34.93	34.933	-0.0244	34.795
1811	40.29	6.4513	37.71	37.7088	-0.0003	37.6381	40.40	13.3679	35.05	35.051	-0.0189	34.911
1812	40.29	6.4513	37.71	37.7105	-0.0003	37.6398	39.37	10.9721	35.04	35.042	0.0015	34.925
1813	40.29	6.4513	37.71	37.7123	-0.0003	37.6416	39.40	10.8014	35.08	35.083	-0.0067	34.967
1814	40.29	6.4513	37.71	37.7140	-0.0003	37.6433	40.58	13.1978	35.24	35.238	-0.0250	35.098
1815	40.30	6.4513	37.72	37.7158	-0.0003	37.6450	40.68	13.3699	35.33	35.334	-0.0155	35.193
1816	40.30	6.4513	37.72	37.7175	-0.0003	37.6468	40.77	13.3732	35.42	35.420	-0.0138	35.278
1817	40.30	6.4513	37.72	37.7192	-0.0003	37.6485	39.09	9.6260	35.33	35.330	0.0145	35.226
1818	40.30	6.4513	37.72	37.7209	-0.0003	37.6502	36.75	4.4096	35.11	35.109	0.0357	35.057
1819	40.30	6.4513	37.72	37.7226	-0.0003	37.6519	34.88	0.3007	34.86	34.859	0.0402	34.849
1820	40.30	6.4513	37.72	37.7243	-0.0003	37.6536	34.74	0.0228	34.74	34.736	0.0199	34.730
1821	40.31	6.4513	37.73	37.7260	-0.0003	37.6553	34.65	0.0147	34.65	34.646	0.0145	34.641
1822	40.31	6.4513	37.73	37.7277	-0.0003	37.6570	34.58	0.0118	34.57	34.574	0.0116	34.570
1823	40.31	6.4513	37.73	37.7294	-0.0003	37.6587	34.52	0.0101	34.51	34.512	0.0100	34.508
1824	40.31	6.4513	37.73	37.7311	-0.0003	37.6604	34.46	0.0091	34.46	34.456	0.0090	34.453
1825	40.31	6.4513	37.73	37.7328	-0.0003	37.6621	34.41	0.0085	34.40	34.404	0.0085	34.400
1826	40.31	6.4513	37.73	37.7344	-0.0003	37.6637	34.36	0.0081	34.35	34.353	0.0081	34.350
1827	40.32	6.4513	37.74	37.7361	-0.0003	37.6654	34.31	0.0079	34.30	34.304	0.0079	34.301
1828	40.32	6.4513	37.74	37.7378	-0.0003	37.6671	34.26	0.0078	34.26	34.256	0.0077	34.253
1829	40.32	6.4513	37.74	37.7394	-0.0003	37.6687	34.21	0.0077	34.21	34.209	0.0077	34.206
1830	40.32	6.4513	37.74	37.7411	-0.0003	37.6704	34.16	0.0076	34.16	34.162	0.0076	34.159
1831	40.32	6.4513	37.74	37.7427	-0.0003	37.6720	35.88	3.7556	34.29	34.285	-0.0199	34.244
1832	40.32	6.4513	37.74	37.7444	-0.0003	37.6736	38.25	8.9725	34.54	34.537	-0.0407	34.444
1833	40.33	6.4513	37.75	37.7460	-0.0003	37.6753	40.14	13.0817	34.82	34.816	-0.0449	34.681
1834	40.33	6.4513	37.75	37.7476	-0.0003	37.6769	40.31	13.3597	34.97	34.967	-0.0244	34.829
1835	40.33	6.4514	37.75	37.7493	-0.0003	37.6785	40.43	13.3679	35.08	35.085	-0.0189	34.944
1836	40.33	6.4514	37.75	37.7509	-0.0003	37.6801	39.41	10.9722	35.08	35.075	0.0015	34.959
1837	40.33	6.4514	37.75	37.7525	-0.0003	37.6818	39.44	10.8014	35.12	35.116	-0.0067	35.001
1838	40.33	6.4514	37.75	37.7541	-0.0003	37.6834	40.61	13.1978	35.27	35.272	-0.0250	35.132
1839	40.34	6.4514	37.76	37.7557	-0.0003	37.6850	40.72	13.3699	35.37	35.367	-0.0155	35.226
1840	40.34	6.4514	37.76	37.7573	-0.0003	37.6866	40.80	13.3732	35.45	35.453	-0.0138	35.311
1841	40.34	6.4514	37.76	37.7589	-0.0003	37.6882	39.12	9.6260	35.36	35.363	0.0145	35.259
1842	40.34	6.4514	37.76	37.7605	-0.0003	37.6897	36.78	4.4096	35.14	35.142	0.0357	35.090
1843	40.34	6.4514	37.76	37.7620	-0.0003	37.6913	34.92	0.3007	34.89	34.892	0.0403	34.882
1844	40.34	6.4514	37.76	37.7636	-0.0003	37.6929	34.78	0.0228	34.77	34.769	0.0199	34.762
1845	40.35	6.4514	37.77	37.7652	-0.0003	37.6945	34.68	0.0148	34.68	34.679	0.0145	34.674
1846	40.35	6.4514	37.77	37.7668	-0.0003	37.6960	34.61	0.0118	34.61	34.607	0.0117	34.602
1847	40.35	6.4514	37.77	37.7683	-0.0003	37.6976	34.55	0.0101	34.54	34.544	0.0100	34.541
1848	40.35	6.4514	37.77	37.7699	-0.0003	37.6991	34.49	0.0091	34.49	34.488	0.0091	34.485
1849	40.35	6.4514	37.77	37.7714	-0.0003	37.7007	34.44	0.0085	34.44	34.436	0.0085	34.432
1850	40.35	6.4514	37.77	37.7730	-0.0002	37.7022	34.39	0.0081	34.39	34.385	0.0081	34.382
1851	40.36	6.4514	37.77	37.7745	-0.0002	37.7038	34.34	0.0079	34.34	34.336	0.0079	34.333
1852	40.36	6.4514	37.78	37.7760	-0.0002	37.7053	34.29	0.0078	34.29	34.288	0.0078	34.285
1853	40.36	6.4514	37.78	37.7776	-0.0002	37.7068	34.24	0.0077	34.24	34.241	0.0077	34.238
1854	40.36	6.4514	37.78	37.7791	-0.0002	37.7084	34.20	0.0076	34.19	34.193	0.0076	34.190
1855	40.36	6.4514	37.78	37.7806	-0.0002	37.7099	35.91	3.7556	34.32	34.316	-0.0198	34.275
1856	40.36	6.4514	37.78	37.7821	-0.0002	37.7114	38.28	8.9725	34.57	34.569	-0.0407	34.475
1857	40.36	6.4514	37.78	37.7836	-0.0002	37.7129	40.18	13.0817	34.85	34.847	-0.0449	34.712
1858	40.37	6.4514	37.79	37.7851	-0.0002	37.7144	40.34	13.3598	35.00	34.998	-0.0244	34.860
1859	40.37	6.4514	37.79	37.7866	-0.0002	37.7159	40.46	13.3679	35.12	35.116	-0.0189	34.975
1860	40.37	6.4514	37.79	37.7881	-0.0002	37.7174	39.44	10.9722	35.11	35.106	0.0015	34.990
1861	40.37	6.4514	37.79	37.7896	-0.0002	37.7189	39.47	10.8014	35.15	35.147	-0.0066	35.032
1862	40.37	6.4514	37.79	37.7911	-0.0002	37.7204	40.64	13.1978	35.30	35.302	-0.0250	35.162
1863	40.37	6.4514	37.79	37.7926	-0.0002	37.7219	40.75	13.3699	35.40	35.398	-0.0154	35.257
1864	40.37	6.4514	37.79	37.7941	-0.0002	37.7233	40.83	13.3733	35.48	35.483	-0.0138	35.342
1865	40.38	6.4514	37.80	37.7955	-0.0002	37.7248	39.15	9.6260	35.39	35.394	0.0145	35.290
1866	40.38	6.4514	37.80	37.7970	-0.0002	37.7263	36.81	4.4096	35.17	35.172	0.0358	35.121
1867	40.38	6.4514	37.80	37.7985	-0.0002	37.7277	34.95	0.3007	34.92	34.922	0.0403	34.912
1868	40.38	6.4514	37.80	37.7999	-0.0002	37.7292	34.81	0.0228	34.80	34.799	0.0199	34.792
1869	40.38	6.4514	37.80	37.8014	-0.0002	37.7306	34.71	0.0148	34.71	34.709	0.0145	34.704
1870	40.38	6.4514	37.80	37.8028	-0.0002	37.7321	34.64	0.0118	34.64	34.637	0.0117	34.632
1871	40.38	6.4514	37.80	37.8043	-0.0002	37.7335	34.58	0.0101	34.57	34.574	0.0100	34.571
1872	40.39	6.4514	37.81	37.8057	-0.0002	37.7350	34.52	0.0091	34.52	34.518	0.0091	34.515
1873	40.39	6.4514	37.81	37.8071	-0.0002	37.7364	34.47	0.0085	34.47	34.465	0.0085	34.462
1874	40.39	6.4514	37.81	37.8086	-0.0002	37.7378	34.42	0.0082	34.41	34.415	0.0081	34.412
1875	40.39	6.4514	37.81	37.8100	-0.0002	37.7392	34.37	0.0079	34.37	34.366	0.0079	34.363
1876	40.39	6.4514	37.81	37.8114	-0.0002	37.7407	34.32	0.0078	34.32	34.318	0.0078	34.314
1877	40.39	6.4514	37.81	37.8128	-0.0002	37.7421	34.27	0.0077	34.27	34.270	0.0077	34.267
1878	40.39	6.4514	37.81	37.8142	-0.0002	37.7435	34.23	0.0076	34.22	34.223	0.0076	34.220
1879	40.40	6.4514	37.82	37.8156	-0.0002	37.7449	35.94	3.7557	34.35	34.346	-0.0198	34.304
1880	40.40	6.4514	37.82	37.8170	-0.0002	37.7463	38.31	8.9726	34.60	34.598	-0.0407	34.504
1881	40.40	6.4514	37.82	37.8184	-0.0002	37.7477	40.20	13.0817	34.88	34.876	-0.0449	34.741
1882	40.40	6.4514	37.82	37.8198	-0.0002	37.7491	40.37	13.3598	35.03	35.027	-0.0244	34.889
1883	40.40	6.4514	37.82	37.8212	-0.0002	37.7505	40.49	13.3679	35.14	35.144	-0.0189	35.004
1884	40.40	6.4514	37.82	37.8226	-0.0002	37.7518	39.46	10.9722	35.13	35.135	0.0015	35.018
1885	40.40	6.4514	37.82	37.8239	-0.0002	37.7532	39.50	10.8015	35.18	35.176	-0.0066	35.060
1886	40.41	6.4514	37.83	37.8253	-0.0002	37.7546	40.67	13.1978	35.33	35.331	-0.0250	35.191
1887	40.41	6.4514	37.83	37.8267	-0.0002	37.7559	40.78	13.3700	35.43	35.426	-0.0154	35.285
1888	40.41	6.4514	37.83	37.8280	-0.0002	37.7573	40.86	13.3733	35.51	35.512	-0.0137	35.370
1889	40.41	6.4514	37.83	37.8294	-0.0002	37.7587	39.18	9.6261	35.42	35.422	0.0145	35.318
1890	40.41	6.4514	37.83	37.8308	-0.0002	37.7600	36.84	4.4096	35.20	35.200	0.0358	35.149
1891	40.41	6.4514	37.83	37.8321	-0.0002	37.7614	34.98	0.3007	34.95	34.950	0.0403	34.940
1892	40.41	6.4514	37.83	37.8335	-0.0002	37.7627	34.83	0.0228	34.83	34.827	0.0199	34.820
1893	40.42	6.4514	37.83	37.8348	-0.0002	37.7641	34.74	0.0148	34.74	34.737	0.0145	34.732
1894	40.42	6.4514	37.84	37.8361	-0.0002	37.7654	34.67	0.0118	34.66	34.664	0.0117	34.660
1895	40.42	6.4514	37.84	37.8375	-0.0002	37.7667	34.61	0.0101	34.60	34.602	0.0101	34.598
1896	40.42	6.4514	37.84	37.8388	-0.0002	37.7681	34.55	0.0091	34.55	34.546	0.0091	34.542
1897	40.42	6.4514	37.84	37.8401	-0.0002	37.7694	34.50	0.0085	34.49	34.493	0.0085	34.489
1898	40.42	6.4514	37.84	37.8414	-0.0002	37.7707	34.45	0.0082	34.44	34.442	0.0082	34.439
1899	40.42	6.4514	37.84	37.8427	-0.0002	37.7720	34.40	0.0079	34.39	34.393	0.0079	34.390
1900	40.42	6.4514	37.84	37.8441	-0.0002	37.7733	34.35	0.0078	34.34	34.345	0.0078	34.342
1901	40.43	6.4514	37.85	37.8454	-0.0002	37.7746	34.30	0.0077	34.30	34.297	0.0077	34.294
1902	40.43	6.4514	37.85	37.8467	-0.0002	37.7759	34.25	0.0076	34.25	34.250	0.0076	34.247
1903	40.43	6.4514	37.85	37.8480	-0.0002	37.7772	35.97	3.7557	34.37	34.372	-0.0198	34.331
1904	40.43	6.4514	37.85	37.8493	-0.0002	37.7785	38.34	8.9726	34.62	34.624	-0.0406	34.531
1905	40.43	6.4514	37.85	37.8505	-0.0002	37.7798	40.23	13.0817	34.90	34.903	-0.0449	34.768
1906	40.43	6.4514	37.85	37.8518	-0.0002	37.7811	40.40	13.3598	35.05	35.054	-0.0244	34.915
1907	40.43	6.4514	37.85	37.8531	-0.0002	37.7824	40.52	13.3679	35.17	35.171	-0.0189	35.031
1908	40.43	6.4514	37.85	37.8544	-0.0002	37.7836	39.49	10.9722	35.16	35.161	0.0016	35.045
1909	40.44	6.4514	37.86	37.8557	-0.0002	37.7849	39.52	10.8015	35.20	35.202	-0.0066	35.086
1910	40.44	6.4514	37.86	37.8569	-0.0002	37.7862	40.70	13.1978	35.36	35.357	-0.0250	35.217
1911	40.44	6.4514	37.86	37.8582	-0.0002	37.7874	40.80	13.3700	35.45	35.453	-0.0154	35.311
1912	40.44	6.4514	37.86	37.8594	-0.0002	37.7887	40.89	13.3733	35.54	35.538	-0.0137	35.396
1913	40.44	6.4514	37.86	37.8607	-0.0002	37.7900	39.21	9.6261	35.45	35.448	0.0145	35.344
1914	40.44	6.4514	37.86	37.8620	-0.0002	37.7912	36.87	4.4096	35.23	35.226	0.0358	35.174
1915	40.44	6.4514	37.86	37.8632	-0.0002	37.7925	35.00	0.3007	34.98	34.976	0.0403	34.966
1916	40.45	6.4514	37.86	37.8644	-0.0002	37.7937	34.86	0.0229	34.85	34.853	0.0199	34.846
1917	40.45	6.4514	37.87	37.8657	-0.0002	37.7949	34.77	0.0148	34.76	34.762	0.0145	34.757
1918	40.45	6.4514	37.87	37.8669	-0.0002	37.7962	34.69	0.0119	34.69	34.690	0.0117	34.686
1919	40.45	6.4514	37.87	37.8681	-0.0002	37.7974	34.63	0.0102	34.63	34.627	0.0101	34.624
1920	40.45	6.4514	37.87	37.8694	-0.0002	37.7986	34.57	0.0092	34.57	34.571	0.0091	34.567
1921	40.45	6.4514	37.87	37.8706	-0.0002	37.7999	34.52	0.0085	34.52	34.518	0.0085	34.515
1922	40.45	6.4514	37.87	37.8718	-0.0002	37.8011	34.47	0.0082	34.47	34.468	0.0082	34.464
1923	40.45	6.4514	37.87	37.8730	-0.0002	37.8023	34.42	0.0080	34.42	34.418	0.0079	34.415
1924	40.45	6.4514	37.87	37.8742	-0.0002	37.8035	34.37	0.0078	34.37	34.370	0.0078	34.367
1925	40.46	6.4514	37.88	37.8754	-0.0002	37.8047	34.33	0.0077	34.32	34.322	0.0077	34.319
1926	40.46	6.4514	37.88	37.8767	-0.0002	37.8059	34.28	0.0077	34.27	34.275	0.0077	34.271
1927	40.46	6.4514	37.88	37.8778	-0.0002	37.8071	35.99	3.7557	34.40	34.397	-0.0198	34.356
1928	40.46	6.4514	37.88	37.8790	-0.0002	37.8083	38.36	8.9726	34.65	34.649	-0.0406	34.556
1929	40.46	6.4514	37.88	37.8802	-0.0002	37.8095	40.26	13.0818	34.93	34.927	-0.0449	34.792
1930	40.46	6.4514	37.88	37.8814	-0.0002	37.8107	40.42	13.3598	35.08	35.078	-0.0243	34.940
1931	40.46	6.4514	37.88	37.8826	-0.0002	37.8119	40.54	13.3680	35.20	35.195	-0.0189	35.055
1932	40.46	6.4514	37.88	37.8838	-0.0002	37.8130	39.52	10.9722	35.19	35.186	0.0016	35.069
1933	40.47	6.4514	37.88	37.8850	-0.0002	37.8142	39.55	10.8015	35.23	35.226	-0.0066	35.111
1934	40.47	6.4514	37.89	37.8861	-0.0002	37.8154	40.72	13.1978	35.38	35.381	-0.0250	35.241
1935	40.47	6.4514	37.89	37.8873	-0.0002	37.8165	40.83	13.3700	35.48	35.477	-0.0154	35.336
1936	40.47	6.4514	37.89	37.8885	-0.0002	37.8177	40.91	13.3733	35.56	35.562	-0.0137	35.420
1937	40.47	6.4514	37.89	37.8896	-0.0002	37.8189	39.23	9.6261	35.47	35.472	0.0145	35.368
1938	40.47	6.4514	37.89	37.8908	-0.0002	37.8200	36.89	4.4096	35.25	35.250	0.0358	35.198
1939	40.47	6.4514	37.89	37.8919	-0.0002	37.8212	35.03	0.3008	35.00	35.000	0.0403	34.990
1940	40.47	6.4514	37.89	37.8931	-0.0002	37.8223	34.88	0.0229	34.88	34.876	0.0199	34.870
1941	40.47	6.4514	37.89	37.8942	-0.0002	37.8235	34.79	0.0148	34.79	34.786	0.0146	34.781
1942	40.48	6.4514	37.90	37.8954	-0.0002	37.8246	34.72	0.0119	34.71	34.713	0.0117	34.709
1943	40.48	6.4514	37.90	37.8965	-0.0002	37.8257	34.65	0.0102	34.65	34.651	0.0101	34.647
1944	40.48	6.4514	37.90	37.8976	-0.0002	37.8269	34.60	0.0092	34.59	34.594	0.0091	34.591
