Zeit [h]	Variante 8.1 Raumlufttemperatur [C]	Variante 8.1 Wärmeleitung [W/m2]	Variante 8.1 Oberflächentemperatur [C]	Variante 8.2 Raumlufttemperatur [C]	Variante 8.2 Wärmeleitung [W/m2]	Variante 8.2 Oberflächentemperatur [C]	Variante 8.3 Raumlufttemperatur [C]	Variante 8.3 Wärmeleitung [W/m2]	Variante 8.3 Oberflächentemperatur [C]	Variante 8.4.Raumlufttemperatur [C]	Variante 8.4 Wärmeleitung [W/m2]	Variante 8.4 Oberflächentemperatur [C]
2929	40.568	6.457	37.985	37.987	1.62E-03	37.986	34.541	34.84	34.536	34.538	9.81E-03	34.538
2930	40.568	6.457	37.985	37.987	1.62E-03	37.986	34.49	34.79	34.485	34.487	9.58E-03	34.487
2931	40.568	6.457	37.985	37.987	1.62E-03	37.986	34.44	34.74	34.435	34.437	9.43E-03	34.437
2932	40.568	6.457	37.985	37.987	1.62E-03	37.986	34.407	34.69	34.387	34.388	8.46E-03	34.388
2933	40.568	6.457	37.985	37.987	1.62E-03	37.986	35.137	34.64	34.391	34.393	-9.82E-03	34.393
2934	40.568	6.457	37.985	37.987	1.62E-03	37.986	37.07	34.59	34.538	34.54	-0.03364	34.54
2935	40.568	6.457	37.985	37.987	1.62E-03	37.987	39.184	36.17	34.791	34.793	-0.043463333	34.793
2936	40.568	6.457	37.985	37.987	1.62E-03	37.987	40.333	38.46	35.035	35.037	-0.03167	35.037
2937	40.568	6.457	37.985	37.987	1.62E-03	37.987	40.533	40.35	35.195	35.197	-0.019786667	35.197
2938	40.568	6.457	37.985	37.987	1.62E-03	37.987	40.17	40.63	35.282	35.284	-4.95E-03	35.284
2939	40.568	6.457	37.985	37.987	1.62E-03	37.987	39.665	40.77	35.303	35.305	-3.01E-03	35.305
2940	40.568	6.457	37.985	37.987	1.62E-03	37.987	40.157	39.83	35.375	35.377	-0.017491667	35.377
2941	40.568	6.457	37.985	37.987	1.62E-03	37.987	40.822	39.81	35.502	35.504	-0.018068333	35.504
2942	40.568	6.457	37.985	37.987	1.62E-03	37.987	40.937	40.9	35.602	35.604	-1.23E-02	35.604
2943	40.568	6.457	37.985	37.987	1.62E-03	37.987	40.245	41.06	35.634	35.636	7.09E-03	35.636
2944	40.568	6.457	37.985	37.988	1.62E-03	37.987	38.344	41.15	35.519	35.52	0.0315	35.52
2945	40.568	6.457	37.985	37.988	1.62E-03	37.987	36.258	39.6	35.295	35.297	0.041691667	35.297
2946	40.568	6.457	37.985	37.988	1.62E-03	37.987	35.136	37.34	35.077	35.079	0.030133333	35.079
2947	40.568	6.457	37.985	37.988	1.62E-03	37.987	34.952	35.47	34.943	34.945	0.018953333	34.945
2948	40.568	6.457	37.985	37.988	1.62E-03	37.987	34.856	35.22	34.848	34.85	1.51E-02	34.85
2949	40.568	6.457	37.986	37.988	1.62E-03	37.987	34.778	35.11	34.771	34.773	1.29E-02	34.773
2950	40.568	6.457	37.986	37.988	1.62E-03	37.987	34.711	35.03	34.705	34.706	1.16E-02	34.706
2951	40.568	6.457	37.986	37.988	1.62E-03	37.987	34.65	34.96	34.645	34.647	1.07E-02	34.647
2952	40.568	6.457	37.986	37.988	1.62E-03	37.987	34.595	34.9	34.589	34.591	1.02E-02	34.591
2953	40.568	6.457	37.986	37.988	1.62E-03	37.987	34.542	34.84	34.537	34.538	9.81E-03	34.538
2954	40.569	6.457	37.986	37.988	1.62E-03	37.987	34.491	34.79	34.486	34.487	9.58E-03	34.487
2955	40.569	6.457	37.986	37.988	1.62E-03	37.987	34.441	34.74	34.436	34.437	9.43E-03	34.437
2956	40.569	6.457	37.986	37.988	1.62E-03	37.987	34.408	34.69	34.387	34.389	8.49E-03	34.389
2957	40.569	6.457	37.986	37.988	1.62E-03	37.987	35.137	34.64	34.391	34.393	-9.76E-03	34.393
2958	40.569	6.457	37.986	37.988	1.62E-03	37.987	37.07	34.59	34.539	34.541	-0.033605	34.541
2959	40.569	6.457	37.986	37.988	1.62E-03	37.987	39.185	36.17	34.791	34.793	-0.043478333	34.793
2960	40.569	6.457	37.986	37.988	1.62E-03	37.987	40.334	38.46	35.036	35.038	-0.03171	35.038
2961	40.569	6.457	37.986	37.988	1.62E-03	37.987	40.533	40.36	35.196	35.197	-0.019811667	35.197
2962	40.569	6.457	37.986	37.988	1.62E-03	37.988	40.171	40.63	35.282	35.284	-4.97E-03	35.284
2963	40.569	6.457	37.986	37.988	1.62E-03	37.988	39.665	40.77	35.304	35.305	-2.97E-03	35.305
2964	40.569	6.457	37.986	37.988	1.62E-03	37.988	40.158	39.83	35.375	35.377	-0.01747	35.377
2965	40.569	6.457	37.986	37.988	1.62E-03	37.988	40.823	39.81	35.503	35.505	-0.018088333	35.505
2966	40.569	6.457	37.986	37.988	1.62E-03	37.988	40.938	40.9	35.602	35.604	-1.23E-02	35.604
2967	40.569	6.457	37.986	37.988	1.62E-03	37.988	40.245	41.06	35.635	35.637	7.03E-03	35.637
2968	40.569	6.457	37.986	37.988	1.62E-03	37.988	38.344	41.15	35.519	35.521	0.031465	35.521
2969	40.569	6.457	37.986	37.988	1.62E-03	37.988	36.259	39.6	35.295	35.297	0.041706667	35.297
2970	40.569	6.457	37.986	37.988	1.62E-03	37.988	35.137	37.34	35.078	35.08	0.030173333	35.08
2971	40.569	6.457	37.986	37.988	1.62E-03	37.988	34.953	35.47	34.944	34.945	0.018961667	34.945
2972	40.569	6.457	37.986	37.989	1.62E-03	37.988	34.856	35.22	34.849	34.851	1.51E-02	34.851
2973	40.569	6.457	37.986	37.989	1.62E-03	37.988	34.778	35.11	34.772	34.773	1.29E-02	34.773
2974	40.569	6.457	37.986	37.989	1.62E-03	37.988	34.711	35.03	34.705	34.707	1.16E-02	34.707
2975	40.569	6.457	37.986	37.989	1.62E-03	37.988	34.651	34.96	34.645	34.647	1.07E-02	34.647
2976	40.569	6.457	37.986	37.989	1.62E-03	37.988	34.595	34.9	34.59	34.592	1.02E-02	34.592
2977	40.569	6.457	37.987	37.989	1.62E-03	37.988	34.542	34.84	34.537	34.539	9.81E-03	34.539
2978	40.569	6.457	37.987	37.989	1.62E-03	37.988	34.491	34.79	34.486	34.488	9.58E-03	34.488
2979	40.569	6.457	37.987	37.989	1.62E-03	37.988	34.441	34.74	34.436	34.438	9.43E-03	34.438
2980	40.569	6.457	37.987	37.989	1.62E-03	37.988	34.408	34.69	34.388	34.389	8.51E-03	34.389
2981	40.569	6.457	37.987	37.989	1.62E-03	37.988	35.138	34.64	34.392	34.394	-9.70E-03	34.394
2982	40.57	6.457	37.987	37.989	1.62E-03	37.988	37.071	34.59	34.539	34.541	-0.033573333	34.541
2983	40.57	6.457	37.987	37.989	1.62E-03	37.988	39.185	36.17	34.792	34.794	-0.04349	34.794
2984	40.57	6.457	37.987	37.989	1.62E-03	37.988	40.334	38.46	35.036	35.038	-0.031745	35.038
2985	40.57	6.457	37.987	37.989	1.62E-03	37.988	40.534	40.36	35.196	35.198	-0.019835	35.198
2986	40.57	6.457	37.987	37.989	1.62E-03	37.988	40.171	40.63	35.283	35.285	-5.00E-03	35.285
2987	40.57	6.457	37.987	37.989	1.62E-03	37.988	39.666	40.77	35.304	35.306	-2.94E-03	35.306
2988	40.57	6.457	37.987	37.989	1.62E-03	37.988	40.158	39.83	35.376	35.377	-0.01745	35.377
2989	40.57	6.457	37.987	37.989	1.62E-03	37.988	40.823	39.81	35.503	35.505	-0.018105	35.505
2990	40.57	6.457	37.987	37.989	1.62E-03	37.988	40.938	40.9	35.603	35.605	-1.24E-02	35.605
2991	40.57	6.457	37.987	37.989	1.62E-03	37.989	40.246	41.06	35.635	35.637	6.97E-03	35.637
2992	40.57	6.457	37.987	37.989	1.62E-03	37.989	38.345	41.15	35.52	35.521	0.031433333	35.521
2993	40.57	6.457	37.987	37.989	1.62E-03	37.989	36.259	39.6	35.296	35.297	0.04172	35.297
2994	40.57	6.457	37.987	37.989	1.62E-03	37.989	35.137	37.34	35.078	35.08	0.030208333	35.08
2995	40.57	6.457	37.987	37.989	1.62E-03	37.989	34.953	35.47	34.944	34.946	0.01897	34.946
2996	40.57	6.457	37.987	37.989	1.62E-03	37.989	34.857	35.22	34.849	34.851	1.51E-02	34.851
2997	40.57	6.457	37.987	37.989	1.62E-03	37.989	34.779	35.11	34.772	34.774	1.29E-02	34.774
2998	40.57	6.457	37.987	37.989	1.62E-03	37.989	34.711	35.03	34.706	34.707	1.16E-02	34.707
2999	40.57	6.457	37.987	37.989	1.62E-03	37.989	34.651	34.96	34.646	34.648	1.07E-02	34.648
3000	40.57	6.457	37.987	37.989	1.62E-03	37.989	34.596	34.9	34.59	34.592	1.02E-02	34.592
3001	40.57	6.457	37.987	37.989	1.62E-03	37.989	34.543	34.84	34.537	34.539	9.81E-03	34.539
3002	40.57	6.457	37.987	37.99	1.62E-03	37.989	34.492	34.79	34.486	34.488	9.58E-03	34.488
3003	40.57	6.457	37.987	37.99	1.62E-03	37.989	34.442	34.74	34.437	34.438	9.43E-03	34.438
3004	40.57	6.457	37.987	37.99	1.62E-03	37.989	34.408	34.69	34.388	34.39	8.29E-03	34.39
3005	40.57	6.457	37.987	37.99	1.62E-03	37.989	35.138	34.64	34.392	34.394	-1.03E-02	34.394
3006	40.57	6.457	37.987	37.99	1.62E-03	37.989	37.071	34.59	34.54	34.541	-0.033883333	34.541
3007	40.57	6.457	37.987	37.99	1.62E-03	37.989	39.186	36.18	34.792	34.794	-0.04336	34.794
3008	40.57	6.457	37.988	37.99	1.62E-03	37.989	40.335	38.46	35.037	35.039	-0.031391667	35.039
3009	40.57	6.457	37.988	37.99	1.62E-03	37.989	40.534	40.36	35.196	35.198	-0.01961	35.198
3010	40.57	6.457	37.988	37.99	1.62E-03	37.989	40.171	40.63	35.283	35.285	-4.78E-03	35.285
3011	40.57	6.457	37.988	37.99	1.62E-03	37.989	39.666	40.77	35.304	35.306	-3.23E-03	35.306
3012	40.57	6.457	37.988	37.99	1.62E-03	37.989	40.159	39.83	35.376	35.378	-0.017638333	35.378
3013	40.571	6.457	37.988	37.99	1.62E-03	37.989	40.823	39.81	35.504	35.506	-0.017931667	35.506
3014	40.571	6.457	37.988	37.99	1.62E-03	37.989	40.939	40.9	35.603	35.605	-1.21E-02	35.605
3015	40.571	6.457	37.988	37.99	1.62E-03	37.989	40.246	41.06	35.636	35.637	7.55E-03	35.637
3016	40.571	6.457	37.988	37.99	1.62E-03	37.989	38.345	41.15	35.52	35.522	0.031751667	35.522
3017	40.571	6.457	37.988	37.99	1.62E-03	37.989	36.259	39.6	35.296	35.298	0.041595	35.298
3018	40.571	6.457	37.988	37.99	1.62E-03	37.989	35.138	37.34	35.079	35.08	0.029858333	35.08
3019	40.571	6.457	37.988	37.99	1.62E-03	37.989	34.954	35.47	34.945	34.946	0.018888333	34.946
3020	40.571	6.457	37.988	37.99	1.62E-03	37.989	34.857	35.22	34.85	34.851	1.51E-02	34.851
3021	40.571	6.457	37.988	37.99	1.62E-03	37.989	34.779	35.11	34.772	34.774	1.29E-02	34.774
3022	40.571	6.457	37.988	37.99	1.62E-03	37.989	34.712	35.03	34.706	34.708	1.16E-02	34.708
3023	40.571	6.457	37.988	37.99	1.62E-03	37.99	34.652	34.96	34.646	34.648	1.07E-02	34.648
3024	40.571	6.457	37.988	37.99	1.62E-03	37.99	34.596	34.9	34.591	34.593	1.02E-02	34.593
3025	40.571	6.457	37.988	37.99	1.62E-03	37.99	34.543	34.84	34.538	34.54	9.81E-03	34.54
3026	40.571	6.457	37.988	37.99	1.62E-03	37.99	34.492	34.79	34.487	34.489	9.58E-03	34.489
3027	40.571	6.457	37.988	37.99	1.62E-03	37.99	34.442	34.74	34.437	34.439	9.43E-03	34.439
3028	40.571	6.457	37.988	37.99	1.62E-03	37.99	34.409	34.69	34.388	34.39	8.31E-03	34.39
3029	40.571	6.457	37.988	37.99	1.62E-03	37.99	35.139	34.64	34.393	34.394	-1.02E-02	34.394
3030	40.571	6.457	37.988	37.99	1.62E-03	37.99	37.072	34.59	34.54	34.542	-0.033858333	34.542
3031	40.571	6.457	37.988	37.99	1.62E-03	37.99	39.186	36.18	34.793	34.795	-0.04337	34.795
3032	40.571	6.457	37.988	37.99	1.62E-03	37.99	40.335	38.46	35.037	35.039	-0.03142	35.039
3033	40.571	6.457	37.988	37.99	1.62E-03	37.99	40.535	40.36	35.197	35.199	-0.019626667	35.199
3034	40.571	6.457	37.988	37.99	1.62E-03	37.99	40.172	40.63	35.283	35.285	-4.79E-03	35.285
3035	40.571	6.457	37.988	37.99	1.62E-03	37.99	39.667	40.77	35.305	35.307	-3.21E-03	35.307
3036	40.571	6.457	37.988	37.991	1.62E-03	37.99	40.159	39.83	35.376	35.378	-0.017623333	35.378
3037	40.571	6.457	37.988	37.991	1.62E-03	37.99	40.824	39.81	35.504	35.506	-0.017946667	35.506
3038	40.571	6.457	37.988	37.991	1.62E-03	37.99	40.939	40.9	35.604	35.605	-1.21E-02	35.605
3039	40.571	6.457	37.988	37.991	1.62E-03	37.99	40.246	41.06	35.636	35.638	7.50E-03	35.638
3040	40.571	6.457	37.988	37.991	1.62E-03	37.99	38.345	41.15	35.52	35.522	0.031726667	35.522
3041	40.571	6.457	37.988	37.991	1.62E-03	37.99	36.26	39.6	35.296	35.298	0.041605	35.298
3042	40.571	6.457	37.989	37.991	1.62E-03	37.99	35.138	37.34	35.079	35.081	0.029886667	35.081
3043	40.571	6.457	37.989	37.991	1.62E-03	37.99	34.954	35.48	34.945	34.947	0.018895	34.947
3044	40.571	6.457	37.989	37.991	1.62E-03	37.99	34.857	35.22	34.85	34.852	1.51E-02	34.852
3045	40.571	6.457	37.989	37.991	1.62E-03	37.99	34.779	35.11	34.773	34.775	1.29E-02	34.775
3046	40.571	6.457	37.989	37.991	1.62E-03	37.99	34.712	35.03	34.706	34.708	1.16E-02	34.708
3047	40.571	6.457	37.989	37.991	1.62E-03	37.99	34.652	34.96	34.647	34.648	1.07E-02	34.648
3048	40.572	6.457	37.989	37.991	1.62E-03	37.99	34.596	34.9	34.591	34.593	1.02E-02	34.593
3049	40.572	6.457	37.989	37.991	1.62E-03	37.99	34.543	34.84	34.538	34.54	9.81E-03	34.54
3050	40.572	6.457	37.989	37.991	1.62E-03	37.99	34.492	34.79	34.487	34.489	9.58E-03	34.489
3051	40.572	6.457	37.989	37.991	1.62E-03	37.99	34.442	34.74	34.437	34.439	9.43E-03	34.439
3052	40.572	6.457	37.989	37.991	1.62E-03	37.99	34.409	34.69	34.389	34.391	8.32E-03	34.391
3053	40.572	6.457	37.989	37.991	1.62E-03	37.99	35.139	34.64	34.393	34.395	-1.02E-02	34.395
3054	40.572	6.457	37.989	37.991	1.62E-03	37.99	37.072	34.59	34.54	34.542	-0.033836667	34.542
3055	40.572	6.457	37.989	37.991	1.62E-03	37.99	39.186	36.18	34.793	34.795	-0.04338	34.795
3056	40.572	6.457	37.989	37.991	1.62E-03	37.99	40.335	38.47	35.038	35.039	-0.031445	35.039
3057	40.572	6.457	37.989	37.991	1.62E-03	37.99	40.535	40.36	35.197	35.199	-0.019643333	35.199
3058	40.572	6.457	37.989	37.991	1.62E-03	37.99	40.172	40.64	35.284	35.286	-4.81E-03	35.286
3059	40.572	6.457	37.989	37.991	1.62E-03	37.99	39.667	40.77	35.305	35.307	-3.19E-03	35.307
3060	40.572	6.457	37.989	37.991	1.62E-03	37.991	40.159	39.83	35.377	35.379	-0.01761	35.379
3061	40.572	6.457	37.989	37.991	1.62E-03	37.991	40.824	39.81	35.504	35.506	-0.017958333	35.506
3062	40.572	6.457	37.989	37.991	1.62E-03	37.991	40.939	40.9	35.604	35.606	-1.22E-02	35.606
3063	40.572	6.457	37.989	37.991	1.62E-03	37.991	40.247	41.06	35.636	35.638	7.46E-03	35.638
3064	40.572	6.457	37.989	37.991	1.62E-03	37.991	38.346	41.15	35.521	35.522	0.031703333	35.522
3065	40.572	6.457	37.989	37.991	1.62E-03	37.991	36.26	39.6	35.297	35.299	0.041613333	35.299
3066	40.572	6.457	37.989	37.991	1.62E-03	37.991	35.138	37.34	35.079	35.081	0.029911667	35.081
3067	40.572	6.457	37.989	37.991	1.62E-03	37.991	34.954	35.48	34.945	34.947	0.018901667	34.947
3068	40.572	6.457	37.989	37.991	1.62E-03	37.991	34.858	35.23	34.85	34.852	1.51E-02	34.852
3069	40.572	6.457	37.989	37.991	1.62E-03	37.991	34.78	35.11	34.773	34.775	1.29E-02	34.775
3070	40.572	6.457	37.989	37.991	1.62E-03	37.991	34.713	35.03	34.707	34.708	1.16E-02	34.708
3071	40.572	6.457	37.989	37.991	1.62E-03	37.991	34.652	34.96	34.647	34.649	1.07E-02	34.649
3072	40.572	6.457	37.989	37.991	1.62E-03	37.991	34.597	34.9	34.591	34.593	1.02E-02	34.593
3073	40.572	6.457	37.989	37.992	1.62E-03	37.991	34.544	34.84	34.539	34.54	9.81E-03	34.54
3074	40.572	6.457	37.989	37.992	1.62E-03	37.991	34.493	34.79	34.488	34.489	9.58E-03	34.489
3075	40.572	6.457	37.989	37.992	1.62E-03	37.991	34.443	34.74	34.438	34.439	9.43E-03	34.439
3076	40.572	6.457	37.989	37.992	1.62E-03	37.991	34.41	34.69	34.389	34.391	8.34E-03	34.391
3077	40.572	6.457	37.989	37.992	1.62E-03	37.991	35.139	34.64	34.393	34.395	-1.01E-02	34.395
3078	40.572	6.457	37.989	37.992	1.62E-03	37.991	37.072	34.59	34.541	34.543	-0.033818333	34.543
3079	40.572	6.457	37.989	37.992	1.62E-03	37.991	39.187	36.18	34.793	34.795	-0.043386667	34.795
3080	40.572	6.457	37.989	37.992	1.62E-03	37.991	40.335	38.47	35.038	35.04	-0.031465	35.04
3081	40.572	6.457	37.99	37.992	1.62E-03	37.991	40.535	40.36	35.197	35.199	-0.019655	35.199
3082	40.572	6.457	37.99	37.992	1.62E-03	37.991	40.172	40.64	35.284	35.286	-4.82E-03	35.286
3083	40.572	6.457	37.99	37.992	1.62E-03	37.991	39.667	40.77	35.305	35.307	-3.17E-03	35.307
3084	40.572	6.457	37.99	37.992	1.62E-03	37.991	40.16	39.84	35.377	35.379	-0.017598333	35.379
3085	40.572	6.457	37.99	37.992	1.62E-03	37.991	40.824	39.81	35.505	35.507	-0.017968333	35.507
3086	40.572	6.457	37.99	37.992	1.62E-03	37.991	40.94	40.9	35.604	35.606	-1.22E-02	35.606
3087	40.572	6.457	37.99	37.992	1.62E-03	37.991	40.247	41.06	35.637	35.639	7.43E-03	35.639
3088	40.573	6.457	37.99	37.992	1.62E-03	37.991	38.346	41.15	35.521	35.523	0.031685	35.523
3089	40.573	6.457	37.99	37.992	1.62E-03	37.991	36.261	39.6	35.297	35.299	0.041621667	35.299
3090	40.573	6.457	37.99	37.992	1.62E-03	37.991	35.139	37.34	35.08	35.081	0.029933333	35.081
3091	40.573	6.457	37.99	37.992	1.62E-03	37.991	34.955	35.48	34.946	34.947	0.018906667	34.947
3092	40.573	6.457	37.99	37.992	1.62E-03	37.991	34.858	35.23	34.851	34.852	1.51E-02	34.852
3093	40.573	6.457	37.99	37.992	1.62E-03	37.991	34.78	35.11	34.773	34.775	1.29E-02	34.775
3094	40.573	6.457	37.99	37.992	1.62E-03	37.991	34.713	35.03	34.707	34.709	1.16E-02	34.709
3095	40.573	6.457	37.99	37.992	1.62E-03	37.991	34.653	34.96	34.647	34.649	1.07E-02	34.649
3096	40.573	6.457	37.99	37.992	1.62E-03	37.991	34.597	34.9	34.592	34.594	1.02E-02	34.594
3097	40.573	6.457	37.99	37.992	1.62E-03	37.991	34.544	34.84	34.539	34.541	9.81E-03	34.541
3098	40.573	6.457	37.99	37.992	1.62E-03	37.991	34.493	34.79	34.488	34.49	9.58E-03	34.49
3099	40.573	6.457	37.99	37.992	1.62E-03	37.991	34.443	34.74	34.438	34.44	9.43E-03	34.44
3100	40.573	6.457	37.99	37.992	1.62E-03	37.991	34.41	34.69	34.389	34.391	8.35E-03	34.391
3101	40.573	6.457	37.99	37.992	1.62E-03	37.992	35.14	34.64	34.394	34.395	-1.01E-02	34.395
3102	40.573	6.457	37.99	37.992	1.62E-03	37.992	37.073	34.59	34.541	34.543	-0.033803333	34.543
3103	40.573	6.457	37.99	37.992	1.62E-03	37.992	39.187	36.18	34.794	34.796	-0.043393333	34.796
3104	40.573	6.457	37.99	37.992	1.62E-03	37.992	40.336	38.47	35.038	35.04	-0.031481667	35.04
3105	40.573	6.457	37.99	37.992	1.62E-03	37.992	40.536	40.36	35.198	35.2	-0.019666667	35.2
3106	40.573	6.457	37.99	37.992	1.62E-03	37.992	40.173	40.64	35.284	35.286	-4.83E-03	35.286
3107	40.573	6.457	37.99	37.992	1.62E-03	37.992	39.668	40.77	35.306	35.308	-3.16E-03	35.308
3108	40.573	6.457	37.99	37.992	1.62E-03	37.992	40.16	39.84	35.377	35.379	-0.01759	35.379
3109	40.573	6.457	37.99	37.992	1.62E-03	37.992	40.825	39.81	35.505	35.507	-0.017976667	35.507
3110	40.573	6.457	37.99	37.992	1.62E-03	37.992	40.94	40.9	35.605	35.606	-1.22E-02	35.606
3111	40.573	6.457	37.99	37.992	1.62E-03	37.992	40.247	41.06	35.637	35.639	7.40E-03	35.639
3112	40.573	6.457	37.99	37.992	1.62E-03	37.992	38.346	41.15	35.521	35.523	0.03167	35.523
3113	40.573	6.457	37.99	37.992	1.62E-03	37.992	36.261	39.6	35.297	35.299	0.041628333	35.299
3114	40.573	6.457	37.99	37.992	1.62E-03	37.992	35.139	37.34	35.08	35.082	0.02995	35.082
3115	40.573	6.457	37.99	37.992	1.62E-03	37.992	34.955	35.48	34.946	34.948	0.01891	34.948
3116	40.573	6.457	37.99	37.992	1.62E-03	37.992	34.858	35.23	34.851	34.853	1.51E-02	34.853
3117	40.573	6.457	37.99	37.993	1.62E-03	37.992	34.78	35.11	34.774	34.776	1.29E-02	34.776
3118	40.573	6.457	37.99	37.993	1.62E-03	37.992	34.713	35.03	34.707	34.709	1.16E-02	34.709
3119	40.573	6.457	37.99	37.993	1.62E-03	37.992	34.653	34.96	34.648	34.649	1.07E-02	34.649
3120	40.573	6.457	37.99	37.993	1.62E-03	37.992	34.597	34.9	34.592	34.594	1.02E-02	34.594
3121	40.573	6.457	37.99	37.993	1.62E-03	37.992	34.544	34.84	34.539	34.541	9.81E-03	34.541
3122	40.573	6.457	37.99	37.993	1.62E-03	37.992	34.493	34.79	34.488	34.49	9.58E-03	34.49
3123	40.573	6.457	37.99	37.993	1.62E-03	37.992	34.443	34.74	34.438	34.44	9.43E-03	34.44
3124	40.573	6.457	37.99	37.993	1.62E-03	37.992	34.41	34.69	34.39	34.392	8.36E-03	34.392
3125	40.573	6.457	37.991	37.993	1.62E-03	37.992	35.14	34.64	34.394	34.396	-1.01E-02	34.396
3126	40.573	6.457	37.991	37.993	1.62E-03	37.992	37.073	34.59	34.541	34.543	-0.033791667	34.543
3127	40.573	6.457	37.991	37.993	1.62E-03	37.992	39.187	36.18	34.794	34.796	-0.043398333	34.796
3128	40.573	6.457	37.991	37.993	1.62E-03	37.992	40.336	38.47	35.038	35.04	-0.031495	35.04
3129	40.573	6.457	37.991	37.993	1.62E-03	37.992	40.536	40.36	35.198	35.2	-0.019675	35.2
3130	40.573	6.457	37.991	37.993	1.62E-03	37.992	40.173	40.64	35.285	35.287	-4.84E-03	35.287
3131	40.573	6.457	37.991	37.993	1.62E-03	37.992	39.668	40.77	35.306	35.308	-3.15E-03	35.308
3132	40.573	6.457	37.991	37.993	1.62E-03	37.992	40.16	39.84	35.378	35.38	-0.017581667	35.38
3133	40.574	6.457	37.991	37.993	1.62E-03	37.992	40.825	39.81	35.505	35.507	-0.017981667	35.507
3134	40.574	6.457	37.991	37.993	1.62E-03	37.992	40.94	40.9	35.605	35.607	-1.22E-02	35.607
3135	40.574	6.457	37.991	37.993	1.62E-03	37.992	40.247	41.06	35.637	35.639	7.38E-03	35.639
3136	40.574	6.457	37.991	37.993	1.62E-03	37.992	38.347	41.15	35.522	35.523	0.031658333	35.523
3137	40.574	6.457	37.991	37.993	1.62E-03	37.992	36.261	39.6	35.298	35.3	0.041631667	35.3
3138	40.574	6.457	37.991	37.993	1.62E-03	37.992	35.139	37.34	35.08	35.082	0.029963333	35.082
3139	40.574	6.457	37.991	37.993	1.62E-03	37.992	34.955	35.48	34.946	34.948	0.018913333	34.948
3140	40.574	6.457	37.991	37.993	1.62E-03	37.992	34.859	35.23	34.851	34.853	1.51E-02	34.853
3141	40.574	6.457	37.991	37.993	1.62E-03	37.992	34.781	35.11	34.774	34.776	1.29E-02	34.776
3142	40.574	6.457	37.991	37.993	1.62E-03	37.992	34.713	35.03	34.708	34.709	1.16E-02	34.709
3143	40.574	6.457	37.991	37.993	1.62E-03	37.992	34.653	34.96	34.648	34.65	1.07E-02	34.65
3144	40.574	6.457	37.991	37.993	1.62E-03	37.992	34.598	34.9	34.592	34.594	1.02E-02	34.594
3145	40.574	6.457	37.991	37.993	1.62E-03	37.992	34.545	34.85	34.539	34.541	9.81E-03	34.541
3146	40.574	6.457	37.991	37.993	1.62E-03	37.992	34.494	34.79	34.488	34.49	9.58E-03	34.49
3147	40.574	6.457	37.991	37.993	1.62E-03	37.992	34.444	34.74	34.439	34.44	9.43E-03	34.44
3148	40.574	6.457	37.991	37.993	1.62E-03	37.992	34.411	34.69	34.39	34.392	8.36E-03	34.392
3149	40.574	6.457	37.991	37.993	1.62E-03	37.993	35.14	34.64	34.394	34.396	-1.01E-02	34.396
3150	40.574	6.457	37.991	37.993	1.62E-03	37.993	37.073	34.59	34.542	34.543	-0.033783333	34.543
3151	40.574	6.457	37.991	37.993	1.62E-03	37.993	39.187	36.18	34.794	34.796	-0.0434	34.796
3152	40.574	6.457	37.991	37.993	1.62E-03	37.993	40.336	38.47	35.039	35.041	-0.031503333	35.041
3153	40.574	6.457	37.991	37.993	1.62E-03	37.993	40.536	40.36	35.198	35.2	-0.01968	35.2
3154	40.574	6.457	37.991	37.993	1.62E-03	37.993	40.173	40.64	35.285	35.287	-4.85E-03	35.287
3155	40.574	6.457	37.991	37.993	1.62E-03	37.993	39.668	40.77	35.306	35.308	-3.14E-03	35.308
3156	40.574	6.457	37.991	37.993	1.62E-03	37.993	40.161	39.84	35.378	35.38	-0.017576667	35.38
3157	40.574	6.457	37.991	37.993	1.62E-03	37.993	40.825	39.81	35.506	35.507	-0.017986667	35.507
3158	40.574	6.457	37.991	37.993	1.62E-03	37.993	40.94	40.9	35.605	35.607	-1.22E-02	35.607
3159	40.574	6.457	37.991	37.993	1.62E-03	37.993	40.248	41.06	35.638	35.639	7.36E-03	35.639
3160	40.574	6.457	37.991	37.993	1.62E-03	37.993	38.347	41.16	35.522	35.524	0.03165	35.524
3161	40.574	6.457	37.991	37.993	1.62E-03	37.993	36.261	39.6	35.298	35.3	0.041636667	35.3
3162	40.574	6.457	37.991	37.993	1.62E-03	37.993	35.14	37.34	35.08	35.082	0.029971667	35.082
3163	40.574	6.457	37.991	37.993	1.62E-03	37.993	34.955	35.48	34.946	34.948	0.018916667	34.948
3164	40.574	6.457	37.991	37.993	1.62E-03	37.993	34.859	35.23	34.851	34.853	1.51E-02	34.853
3165	40.574	6.457	37.991	37.993	1.62E-03	37.993	34.781	35.11	34.774	34.776	1.29E-02	34.776
3166	40.574	6.457	37.991	37.993	1.62E-03	37.993	34.714	35.03	34.708	34.71	1.16E-02	34.71
3167	40.574	6.457	37.991	37.994	1.62E-03	37.993	34.654	34.96	34.648	34.65	1.07E-02	34.65
3168	40.574	6.457	37.991	37.994	1.62E-03	37.993	34.598	34.9	34.593	34.594	1.02E-02	34.594
3169	40.574	6.457	37.991	37.994	1.62E-03	37.993	34.545	34.85	34.54	34.542	9.81E-03	34.542
