Zeit [h]	Variante 8.1 Raumlufttemperatur [C]	Variante 8.1 Wärmeleitung [W/m2]	Variante 8.1 Oberflächentemperatur [C]	Variante 8.2 Raumlufttemperatur [C]	Variante 8.2 Wärmeleitung [W/m2]	Variante 8.2 Oberflächentemperatur [C]	Variante 8.3 Raumlufttemperatur [C]	Variante 8.3 Wärmeleitung [W/m2]	Variante 8.3 Oberflächentemperatur [C]	Variante 8.4.Raumlufttemperatur [C]	Variante 8.4 Wärmeleitung [W/m2]	Variante 8.4 Oberflächentemperatur [C]
1065	34.59	6.45	32.01	32.01	0.00	32.01	35.19	13.07	29.96	29.96	-0.05	29.98
1066	34.61	6.45	32.03	32.03	0.00	32.03	35.49	13.34	30.15	30.15	-0.03	30.16
1067	34.63	6.45	32.05	32.05	0.00	32.06	35.64	13.36	30.30	30.30	-0.02	30.31
1068	34.65	6.45	32.07	32.07	0.00	32.08	34.72	10.96	30.34	30.34	-0.01	30.34
1069	34.67	6.45	32.09	32.09	0.00	32.10	34.72	10.81	30.39	30.39	-0.01	30.40
1070	34.69	6.45	32.11	32.11	0.00	32.12	35.82	13.21	30.54	30.54	-0.02	30.55
1071	34.71	6.45	32.13	32.13	0.00	32.14	36.00	13.36	30.65	30.65	-0.02	30.66
1072	34.73	6.45	32.15	32.16	0.00	32.16	36.11	13.37	30.76	30.76	-0.02	30.76
1073	34.75	6.45	32.17	32.17	0.00	32.18	34.57	9.61	30.73	30.73	0.01	30.72
1074	34.77	6.45	32.19	32.19	0.00	32.20	32.33	4.40	30.57	30.57	0.03	30.56
1075	34.79	6.45	32.21	32.21	0.00	32.22	30.48	0.31	30.36	30.36	0.04	30.34
1076	34.81	6.45	32.23	32.23	0.00	32.24	30.24	0.04	30.23	30.23	0.02	30.22
1077	34.83	6.45	32.25	32.25	0.00	32.26	30.15	0.02	30.14	30.14	0.02	30.14
1078	34.85	6.45	32.27	32.27	0.00	32.28	30.08	0.01	30.08	30.08	0.01	30.07
1079	34.87	6.45	32.29	32.29	0.00	32.29	30.03	0.01	30.02	30.02	0.01	30.02
1080	34.89	6.45	32.31	32.31	0.00	32.31	29.98	0.01	29.98	29.98	0.01	29.98
1081	34.91	6.45	32.33	32.33	0.00	32.33	29.94	0.01	29.94	29.94	0.01	29.94
1082	34.93	6.45	32.35	32.35	0.00	32.35	29.91	0.01	29.90	29.90	0.01	29.90
1083	34.95	6.45	32.37	32.37	0.00	32.37	29.87	0.01	29.87	29.87	0.01	29.87
1084	34.97	6.45	32.39	32.39	0.00	32.39	29.84	0.01	29.83	29.83	0.01	29.83
1085	34.99	6.45	32.41	32.41	0.00	32.41	29.80	0.01	29.80	29.80	0.01	29.80
1086	35.01	6.45	32.43	32.43	0.00	32.43	29.77	0.01	29.77	29.77	0.01	29.77
1087	35.03	6.45	32.45	32.45	0.00	32.45	31.37	3.77	29.86	29.86	-0.02	29.87
1088	35.05	6.45	32.47	32.47	0.00	32.47	33.68	8.98	30.09	30.09	-0.04	30.10
1089	35.07	6.45	32.49	32.49	0.00	32.49	35.59	13.07	30.36	30.36	-0.05	30.37
1090	35.08	6.45	32.51	32.51	0.00	32.51	35.88	13.34	30.54	30.54	-0.03	30.56
1091	35.10	6.45	32.52	32.52	0.00	32.53	36.03	13.36	30.69	30.69	-0.02	30.70
1092	35.12	6.45	32.54	32.54	0.00	32.54	35.11	10.96	30.73	30.73	-0.01	30.73
1093	35.14	6.45	32.56	32.56	0.00	32.56	35.10	10.81	30.78	30.78	-0.01	30.78
1094	35.16	6.45	32.58	32.58	0.00	32.58	36.20	13.21	30.92	30.92	-0.02	30.93
1095	35.18	6.45	32.60	32.60	0.00	32.60	36.38	13.36	31.04	31.04	-0.02	31.05
1096	35.20	6.45	32.62	32.62	0.00	32.62	36.49	13.37	31.14	31.14	-0.02	31.15
1097	35.22	6.45	32.64	32.64	0.00	32.64	34.95	9.61	31.11	31.11	0.01	31.11
1098	35.23	6.45	32.65	32.65	0.00	32.66	32.71	4.40	30.95	30.95	0.03	30.94
1099	35.25	6.45	32.67	32.67	0.00	32.67	30.86	0.31	30.74	30.74	0.04	30.72
1100	35.27	6.45	32.69	32.69	0.00	32.69	30.62	0.04	30.61	30.61	0.02	30.60
1101	35.29	6.45	32.71	32.71	0.00	32.71	30.53	0.02	30.52	30.52	0.02	30.51
1102	35.31	6.45	32.73	32.73	0.00	32.73	30.46	0.01	30.45	30.45	0.01	30.45
1103	35.32	6.45	32.75	32.75	0.00	32.75	30.40	0.01	30.40	30.40	0.01	30.40
1104	35.34	6.45	32.76	32.76	0.00	32.76	30.36	0.01	30.35	30.35	0.01	30.35
1105	35.36	6.45	32.78	32.78	0.00	32.78	30.32	0.01	30.31	30.31	0.01	30.31
1106	35.38	6.45	32.80	32.80	0.00	32.80	30.28	0.01	30.28	30.28	0.01	30.27
1107	35.40	6.45	32.82	32.82	0.00	32.82	30.24	0.01	30.24	30.24	0.01	30.24
1108	35.41	6.45	32.83	32.83	0.00	32.84	30.21	0.01	30.20	30.20	0.01	30.20
1109	35.43	6.45	32.85	32.85	0.00	32.85	30.17	0.01	30.17	30.17	0.01	30.17
1110	35.45	6.45	32.87	32.87	0.00	32.87	30.14	0.01	30.14	30.14	0.01	30.13
1111	35.47	6.45	32.89	32.89	0.00	32.89	31.74	3.77	30.23	30.23	-0.02	30.24
1112	35.49	6.45	32.91	32.91	0.00	32.91	34.04	8.98	30.45	30.45	-0.04	30.47
1113	35.50	6.45	32.92	32.92	0.00	32.92	35.95	13.07	30.72	30.72	-0.05	30.74
1114	35.52	6.45	32.94	32.94	0.00	32.94	36.24	13.34	30.91	30.91	-0.03	30.92
1115	35.54	6.45	32.96	32.96	0.00	32.96	36.39	13.36	31.05	31.05	-0.02	31.06
1116	35.55	6.45	32.98	32.98	0.00	32.98	35.47	10.96	31.09	31.09	-0.01	31.09
1117	35.57	6.45	32.99	32.99	0.00	32.99	35.46	10.81	31.14	31.14	-0.01	31.14
1118	35.59	6.45	33.01	33.01	0.00	33.01	36.56	13.21	31.28	31.28	-0.02	31.29
1119	35.61	6.45	33.03	33.03	0.00	33.03	36.74	13.36	31.39	31.39	-0.02	31.40
1120	35.62	6.45	33.04	33.04	0.00	33.05	36.84	13.37	31.50	31.50	-0.02	31.50
1121	35.64	6.45	33.06	33.06	0.00	33.06	35.31	9.61	31.46	31.46	0.01	31.46
1122	35.66	6.45	33.08	33.08	0.00	33.08	33.06	4.40	31.30	31.30	0.03	31.29
1123	35.67	6.45	33.10	33.10	0.00	33.10	31.21	0.31	31.09	31.09	0.04	31.07
1124	35.69	6.45	33.11	33.11	0.00	33.11	30.97	0.04	30.96	30.96	0.02	30.95
1125	35.71	6.45	33.13	33.13	0.00	33.13	30.87	0.02	30.87	30.87	0.02	30.86
1126	35.73	6.45	33.15	33.15	0.00	33.15	30.81	0.01	30.80	30.80	0.01	30.80
1127	35.74	6.45	33.16	33.16	0.00	33.16	30.75	0.01	30.75	30.75	0.01	30.74
1128	35.76	6.45	33.18	33.18	0.00	33.18	30.70	0.01	30.70	30.70	0.01	30.70
1129	35.78	6.45	33.20	33.20	0.00	33.20	30.66	0.01	30.66	30.66	0.01	30.66
1130	35.79	6.45	33.21	33.21	0.00	33.21	30.62	0.01	30.62	30.62	0.01	30.62
1131	35.81	6.45	33.23	33.23	0.00	33.23	30.58	0.01	30.58	30.58	0.01	30.58
1132	35.83	6.45	33.25	33.25	0.00	33.25	30.55	0.01	30.55	30.55	0.01	30.54
1133	35.84	6.45	33.26	33.26	0.00	33.26	30.51	0.01	30.51	30.51	0.01	30.51
1134	35.86	6.45	33.28	33.28	0.00	33.28	30.48	0.01	30.47	30.47	0.01	30.47
1135	35.87	6.45	33.29	33.29	0.00	33.30	32.08	3.77	30.57	30.57	-0.02	30.57
1136	35.89	6.45	33.31	33.31	0.00	33.31	34.38	8.98	30.79	30.79	-0.04	30.80
1137	35.91	6.45	33.33	33.33	0.00	33.33	36.28	13.07	31.06	31.06	-0.04	31.07
1138	35.92	6.45	33.34	33.34	0.00	33.34	36.58	13.34	31.24	31.24	-0.03	31.25
1139	35.94	6.45	33.36	33.36	0.00	33.36	36.73	13.36	31.38	31.38	-0.02	31.39
1140	35.95	6.45	33.38	33.38	0.00	33.38	35.80	10.96	31.42	31.42	-0.01	31.42
1141	35.97	6.45	33.39	33.39	0.00	33.39	35.79	10.81	31.47	31.47	-0.01	31.47
1142	35.99	6.45	33.41	33.41	0.00	33.41	36.89	13.21	31.61	31.61	-0.02	31.62
1143	36.00	6.45	33.42	33.42	0.00	33.42	37.07	13.36	31.72	31.72	-0.02	31.73
1144	36.02	6.45	33.44	33.44	0.00	33.44	37.17	13.37	31.82	31.82	-0.02	31.83
1145	36.03	6.45	33.45	33.45	0.00	33.46	35.63	9.61	31.79	31.79	0.01	31.79
1146	36.05	6.45	33.47	33.47	0.00	33.47	33.39	4.40	31.63	31.63	0.03	31.62
1147	36.07	6.45	33.49	33.49	0.00	33.49	31.53	0.31	31.41	31.41	0.04	31.40
1148	36.08	6.45	33.50	33.50	0.00	33.50	31.30	0.04	31.28	31.28	0.02	31.27
1149	36.10	6.45	33.52	33.52	0.00	33.52	31.20	0.02	31.19	31.19	0.02	31.18
1150	36.11	6.45	33.53	33.53	0.00	33.53	31.13	0.01	31.12	31.12	0.01	31.12
1151	36.13	6.45	33.55	33.55	0.00	33.55	31.07	0.01	31.07	31.07	0.01	31.06
1152	36.14	6.45	33.56	33.56	0.00	33.56	31.02	0.01	31.02	31.02	0.01	31.02
1153	36.16	6.45	33.58	33.58	0.00	33.58	30.98	0.01	30.98	30.98	0.01	30.97
1154	36.17	6.45	33.59	33.59	0.00	33.60	30.94	0.01	30.94	30.94	0.01	30.93
1155	36.19	6.45	33.61	33.61	0.00	33.61	30.90	0.01	30.90	30.90	0.01	30.90
1156	36.20	6.45	33.62	33.62	0.00	33.63	30.86	0.01	30.86	30.86	0.01	30.86
1157	36.22	6.45	33.64	33.64	0.00	33.64	30.83	0.01	30.82	30.82	0.01	30.82
1158	36.23	6.45	33.66	33.66	0.00	33.66	30.79	0.01	30.79	30.79	0.01	30.79
1159	36.25	6.45	33.67	33.67	0.00	33.67	32.39	3.77	30.88	30.88	-0.02	30.89
1160	36.26	6.45	33.69	33.69	0.00	33.69	34.69	8.98	31.10	31.10	-0.04	31.11
1161	36.28	6.45	33.70	33.70	0.00	33.70	36.60	13.07	31.37	31.37	-0.04	31.38
1162	36.29	6.45	33.71	33.72	0.00	33.72	36.88	13.34	31.55	31.55	-0.03	31.56
1163	36.31	6.45	33.73	33.73	0.00	33.73	37.03	13.36	31.69	31.69	-0.02	31.70
1164	36.32	6.45	33.74	33.74	0.00	33.75	36.11	10.96	31.72	31.72	-0.01	31.73
1165	36.34	6.45	33.76	33.76	0.00	33.76	36.10	10.81	31.78	31.78	-0.01	31.78
1166	36.35	6.45	33.77	33.77	0.00	33.78	37.20	13.21	31.91	31.91	-0.02	31.92
1167	36.37	6.45	33.79	33.79	0.00	33.79	37.37	13.36	32.03	32.03	-0.02	32.04
1168	36.38	6.45	33.80	33.80	0.00	33.80	37.48	13.37	32.13	32.13	-0.02	32.13
1169	36.40	6.45	33.82	33.82	0.00	33.82	35.94	9.61	32.09	32.09	0.01	32.09
1170	36.41	6.45	33.83	33.83	0.00	33.83	33.69	4.40	31.93	31.93	0.03	31.92
1171	36.43	6.45	33.85	33.85	0.00	33.85	31.83	0.31	31.71	31.71	0.04	31.70
1172	36.44	6.45	33.86	33.86	0.00	33.86	31.60	0.04	31.58	31.58	0.02	31.57
1173	36.46	6.45	33.88	33.88	0.00	33.88	31.50	0.02	31.49	31.49	0.02	31.48
1174	36.47	6.45	33.89	33.89	0.00	33.89	31.42	0.01	31.42	31.42	0.01	31.42
1175	36.48	6.45	33.90	33.90	0.00	33.91	31.37	0.01	31.36	31.36	0.01	31.36
1176	36.50	6.45	33.92	33.92	0.00	33.92	31.32	0.01	31.31	31.31	0.01	31.31
1177	36.51	6.45	33.93	33.93	0.00	33.93	31.27	0.01	31.27	31.27	0.01	31.27
1178	36.53	6.45	33.95	33.95	0.00	33.95	31.23	0.01	31.23	31.23	0.01	31.23
1179	36.54	6.45	33.96	33.96	0.00	33.96	31.19	0.01	31.19	31.19	0.01	31.19
1180	36.55	6.45	33.98	33.98	0.00	33.98	31.15	0.01	31.15	31.15	0.01	31.15
1181	36.57	6.45	33.99	33.99	0.00	33.99	31.12	0.01	31.11	31.11	0.01	31.11
1182	36.58	6.45	34.00	34.00	0.00	34.00	31.08	0.01	31.08	31.08	0.01	31.07
1183	36.60	6.45	34.02	34.02	0.00	34.02	32.68	3.77	31.17	31.17	-0.02	31.17
1184	36.61	6.45	34.03	34.03	0.00	34.03	34.98	8.98	31.39	31.39	-0.04	31.40
1185	36.62	6.45	34.04	34.04	0.00	34.05	36.88	13.07	31.65	31.65	-0.04	31.67
1186	36.64	6.45	34.06	34.06	0.00	34.06	37.17	13.34	31.83	31.83	-0.03	31.85
1187	36.65	6.45	34.07	34.07	0.00	34.07	37.32	13.36	31.97	31.97	-0.02	31.98
1188	36.67	6.45	34.09	34.09	0.00	34.09	36.39	10.96	32.01	32.01	-0.01	32.01
1189	36.68	6.45	34.10	34.10	0.00	34.10	36.38	10.81	32.06	32.06	-0.01	32.06
1190	36.69	6.45	34.11	34.11	0.00	34.11	37.48	13.21	32.20	32.20	-0.02	32.21
1191	36.71	6.45	34.13	34.13	0.00	34.13	37.65	13.36	32.31	32.31	-0.02	32.32
1192	36.72	6.45	34.14	34.14	0.00	34.14	37.76	13.37	32.41	32.41	-0.02	32.41
