Test Case	Variable	ToolID	Tool Name	Version	Unit	Editor	Fehlercode	Average [-]	CVRMSE [%]	Daily Amplitude CVRMSE [%]	MBE	MSE [%]	Max Difference [-]	Maximum [-]	Minimum [-]	NMBE [%]	NRMSE [%]	R squared [-]	RMSE [%]	RMSEIQR [%]	RMSLE [%]	std dev [-]	Reference	SimQ-Score [%]	SimQ-Rating
01-Sonnenstand	Barrow Azimuth	Radiance	Radiance	5.2.0	Deg	Stephan Hirth, IBK TU Dresden	0	180.74	0.27	0.1	0.46	0.23	0.71	339.7	22.0	0.26	0.15	100.0	0.48	0.52	0.00378	70.84	True	99.53	Perfect
01-Sonnenstand	Melbourne Altitude	Radiance	Radiance	5.2.0	Deg	Stephan Hirth, IBK TU Dresden	0	34.99	1.09	1.47	0.04	0.14	0.77	76.3	1.0	0.13	0.51	99.96	0.38	1.17	0.03317	19.52	True	98.98	Perfect
01-Sonnenstand	Melbourne Azimuth	Radiance	Radiance	5.2.0	Deg	Stephan Hirth, IBK TU Dresden	0	179.4	8.58	0.54	-0.49	238.37	239.34	359.9	0.1	-0.27	4.31	98.4	15.44	6.66	0.33105	122.34	True	95.66	Perfect
01-Sonnenstand	Potsdam Altitude	TAS	TAS	9.5.0	Deg	Rainer Strobel, PGMM	0	23.36	2.34	3.86	0.39	0.29	2.09	56.93	0.0	1.71	0.98	99.85	0.54	2.82	0.05043	14.08	False	98.16	Perfect
01-Sonnenstand	Potsdam Azimuth	TAS	TAS	9.5.0	Deg	Rainer Strobel, PGMM	0	179.85	3.7	41.64	-0.19	44.26	299.71	299.54	0.0	-0.11	2.78	98.58	6.65	7.54	0.13943	56.2	False	95.23	Perfect
01-Sonnenstand	Shanghai Altitude	TAS	TAS	9.5.0	Deg	Rainer Strobel, PGMM	0	33.8	1.69	2.58	0.41	0.32	2.18	78.21	0.0	1.24	0.74	99.91	0.57	2.06	0.04384	18.47	False	98.73	Perfect
01-Sonnenstand	Shanghai Azimuth	TAS	TAS	9.5.0	Deg	Rainer Strobel, PGMM	0	179.83	4.29	36.96	-0.14	59.71	291.33	291.37	0.0	-0.08	3.47	98.39	7.73	6.93	0.16532	61.59	False	95.57	Perfect
01-Sonnenstand	Kaxgar Altitude	TAS	TAS	9.5.0	Deg	Rainer Strobel, PGMM	0	29.86	1.82	2.0	0.36	0.29	2.28	69.88	0.0	1.21	0.79	99.9	0.54	2.22	0.04136	16.67	False	98.69	Perfect
01-Sonnenstand	Kaxgar Azimuth	TAS	TAS	9.5.0	Deg	Rainer Strobel, PGMM	0	180.01	2.3	33.58	0.21	17.14	236.9	293.51	0.0	0.12	1.82	99.49	4.14	4.08	0.09491	58.45	False	98.71	Perfect
01-Sonnenstand	Singapur Altitude	TAS	TAS	9.5.0	Deg	Rainer Strobel, PGMM	0	42.94	0.85	2.65	0.08	0.13	2.46	89.22	0.0	0.19	0.42	99.97	0.37	0.92	0.04686	23.07	False	99.24	Perfect
01-Sonnenstand	Singapur Azimuth	TAS	TAS	9.5.0	Deg	Rainer Strobel, PGMM	0	179.83	4.98	39.64	0.03	80.04	263.32	359.68	0.0	0.02	2.52	98.87	8.95	5.79	0.20177	85.36	False	93.66	Perfect
01-Sonnenstand	Lima Altitude	TAS	TAS	9.5.0	Deg	Rainer Strobel, PGMM	0	42.86	0.61	1.93	-0.13	0.07	2.4	89.67	0.0	-0.3	0.3	99.99	0.26	0.68	0.06273	23.45	False	99.39	Perfect
01-Sonnenstand	Lima Azimuth	TAS	TAS	9.5.0	Deg	Rainer Strobel, PGMM	0	179.46	8.17	33.71	-0.71	216.74	358.9	359.99	0.0	-0.39	4.1	97.84	14.72	8.13	0.32459	101.9	False	93.91	Perfect
01-Sonnenstand	Denver Altitude	TAS	TAS	9.5.0	Deg	Rainer Strobel, PGMM	0	29.66	1.59	2.17	0.26	0.22	1.96	69.48	0.0	0.89	0.69	99.92	0.47	1.95	0.04607	16.6	False	98.63	Perfect
01-Sonnenstand	Denver Azimuth	TAS	TAS	9.5.0	Deg	Rainer Strobel, PGMM	0	179.87	4.3	38.14	-0.63	60.11	293.74	293.36	0.0	-0.35	3.42	98.21	7.75	7.65	0.16661	58.41	False	95.29	Perfect
01-Sonnenstand	Barrow Altitude	TAS	TAS	9.5.0	Deg	Rainer Strobel, PGMM	0	15.25	3.42	4.96	0.36	0.26	1.89	37.9	0.0	2.39	1.4	99.77	0.51	3.76	0.08998	10.5	False	94.88	Perfect
01-Sonnenstand	Barrow Azimuth	TAS	TAS	9.5.0	Deg	Rainer Strobel, PGMM	0	179.18	8.8	6.03	-1.09	251.68	339.22	338.2	0.0	-0.61	4.99	94.97	15.86	17.12	0.29202	70.96	False	82.62	Good
01-Sonnenstand	Melbourne Altitude	TAS	TAS	9.5.0	Deg	Rainer Strobel, PGMM	0	34.44	1.91	2.11	-0.5	0.45	2.7	75.65	0.0	-1.43	0.9	99.88	0.67	2.06	0.10287	19.32	False	98.2	Perfect
01-Sonnenstand	Melbourne Azimuth	TAS	TAS	9.5.0	Deg	Rainer Strobel, PGMM	0	178.65	12.09	0.6	-1.24	473.16	344.17	359.9	0.0	-0.69	6.07	96.82	21.75	9.38	0.46934	123.69	False	93.57	Perfect
01-Sonnenstand	Potsdam Altitude	TRNSYS	TRNSYS	18	Deg	Julian Agudelo, Hochschule München	0	23.41	2.65	0.48	0.44	0.37	1.1	57.02	1.95	1.93	1.1	99.81	0.61	3.19	0.04803	14.1	False	98.28	Perfect
01-Sonnenstand	Potsdam Azimuth	TRNSYS	TRNSYS	18	Deg	Julian Agudelo, Hochschule München	0	179.89	0.19	0.55	-0.15	0.12	0.84	299.71	59.97	-0.08	0.15	100.0	0.35	0.4	0.00266	56.1	False	99.77	Perfect
01-Sonnenstand	Shanghai Altitude	TRNSYS	TRNSYS	18	Deg	Julian Agudelo, Hochschule München	0	33.81	1.7	0.82	0.43	0.32	1.2	78.23	1.94	1.28	0.75	99.9	0.57	2.07	0.02883	18.47	False	98.83	Perfect
01-Sonnenstand	Shanghai Azimuth	TRNSYS	TRNSYS	18	Deg	Julian Agudelo, Hochschule München	0	179.94	0.33	0.75	-0.03	0.35	1.23	291.49	68.41	-0.02	0.27	99.99	0.59	0.53	0.00412	61.41	False	99.69	Perfect
01-Sonnenstand	Kaxgar Altitude	TRNSYS	TRNSYS	18	Deg	Julian Agudelo, Hochschule München	0	29.88	1.86	0.43	0.38	0.3	1.04	69.93	1.98	1.29	0.8	99.89	0.55	2.26	0.0351	16.68	False	98.8	Perfect
01-Sonnenstand	Kaxgar Azimuth	TRNSYS	TRNSYS	18	Deg	Julian Agudelo, Hochschule München	0	179.96	0.26	0.68	0.16	0.22	1.02	293.5	66.29	0.09	0.2	99.99	0.47	0.46	0.0028	58.39	False	99.74	Perfect
01-Sonnenstand	Singapur Altitude	TRNSYS	TRNSYS	18	Deg	Julian Agudelo, Hochschule München	0	42.94	0.63	0.82	0.08	0.07	1.13	89.26	1.83	0.2	0.31	99.99	0.27	0.69	0.01196	23.06	False	99.61	Perfect
01-Sonnenstand	Singapur Azimuth	TRNSYS	TRNSYS	18	Deg	Julian Agudelo, Hochschule München	0	179.93	3.28	1.14	0.14	34.78	240.32	359.37	0.13	0.08	1.66	99.51	5.9	3.81	0.1058	85.18	False	97.73	Perfect
01-Sonnenstand	Lima Altitude	TRNSYS	TRNSYS	18	Deg	Julian Agudelo, Hochschule München	0	42.84	0.72	0.62	-0.15	0.1	1.16	89.48	1.64	-0.34	0.35	99.98	0.31	0.8	0.01628	23.44	False	99.39	Perfect
01-Sonnenstand	Lima Azimuth	TRNSYS	TRNSYS	18	Deg	Julian Agudelo, Hochschule München	0	179.89	6.66	26.29	-0.28	143.88	358.49	359.81	0.26	-0.16	3.34	98.57	12.0	6.63	0.20006	101.69	False	94.78	Perfect
01-Sonnenstand	Denver Altitude	TRNSYS	TRNSYS	18	Deg	Julian Agudelo, Hochschule München	0	29.74	2.06	0.79	0.34	0.37	1.24	69.64	1.93	1.15	0.89	99.87	0.61	2.51	0.04452	16.62	False	98.49	Perfect
01-Sonnenstand	Denver Azimuth	TRNSYS	TRNSYS	18	Deg	Julian Agudelo, Hochschule München	0	179.97	0.4	0.68	-0.53	0.51	1.56	293.59	66.24	-0.29	0.31	99.98	0.71	0.71	0.00515	58.29	False	99.49	Perfect
01-Sonnenstand	Barrow Altitude	TRNSYS	TRNSYS	18	Deg	Julian Agudelo, Hochschule München	0	15.4	4.4	0.62	0.51	0.43	1.29	38.1	2.01	3.39	1.81	99.63	0.66	4.84	0.0862	10.53	False	96.98	Perfect
01-Sonnenstand	Barrow Azimuth	TRNSYS	TRNSYS	18	Deg	Julian Agudelo, Hochschule München	0	179.74	0.27	0.25	-0.47	0.24	0.85	338.78	21.12	-0.26	0.16	100.0	0.49	0.53	0.00462	70.78	False	99.6	Perfect
01-Sonnenstand	Melbourne Altitude	TRNSYS	TRNSYS	18	Deg	Julian Agudelo, Hochschule München	0	34.45	1.76	0.93	-0.49	0.38	1.29	75.65	1.22	-1.41	0.83	99.9	0.61	1.9	0.03243	19.3	False	98.44	Perfect
01-Sonnenstand	Melbourne Azimuth	TRNSYS	TRNSYS	18	Deg	Julian Agudelo, Hochschule München	0	180.01	5.18	0.56	0.12	86.84	229.12	359.96	0.14	0.07	2.6	99.42	9.32	4.02	0.1663	122.98	False	97.46	Perfect
02-SolareLasten Isotrop	Sun azimuth angle	Aixlib	AixLib	0.7.3	Deg	Amin Nouri, RWTH Aachen	0	179.93	1.67	0.06	-0.05	9.0	179.96	359.96	0.01	-0.03	0.83	99.91	3.0	1.73	0.08534	100.15	True	98.98	Perfect
02-SolareLasten Isotrop	Sun elevation angle	Aixlib	AixLib	0.7.3	Deg	Amin Nouri, RWTH Aachen	0	-4.15	-2.3	0.02	0.05	0.01	0.23	56.8	-61.0	-1.25	0.08	100.0	0.1	0.21	-99	28.83	True	99.93	Perfect
02-SolareLasten Isotrop	Direktstrahlung - 0	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	137.99	2.15	0.84	0.53	8.73	11.12	520.34	0.0	0.38	0.57	99.96	2.95	1.22	0.21411	152.55	True	98.68	Perfect
02-SolareLasten Isotrop	Direktstrahlung N 90	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	120.01	7.46	0.81	1.91	77.67	123.61	467.39	0.0	1.61	1.9	99.57	8.81	7.3	0.0724	137.98	True	97.43	Perfect
02-SolareLasten Isotrop	Direktstrahlung N 30	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	67.76	4.31	1.31	0.54	8.39	61.23	297.77	0.0	0.8	0.98	99.84	2.9	3.03	0.20549	73.48	True	93.16	Perfect
02-SolareLasten Isotrop	Direktstrahlung N-E 90	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	84.95	6.28	2.38	0.12	28.4	26.83	399.41	0.0	0.14	1.36	99.72	5.33	3.54	0.07772	102.7	True	94.48	Perfect
02-SolareLasten Isotrop	Direktstrahlung N-E 30	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	80.7	3.82	0.79	0.31	9.43	20.92	330.04	0.0	0.39	0.93	99.9	3.07	2.64	0.19413	97.3	True	98.39	Perfect
02-SolareLasten Isotrop	Direktstrahlung E 90	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	144.33	3.71	1.16	-0.16	28.78	31.64	516.51	0.0	-0.11	1.05	99.89	5.37	2.4	0.10792	163.85	True	98.42	Perfect
02-SolareLasten Isotrop	Direktstrahlung E 30	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	146.14	2.68	0.58	0.39	15.28	23.32	538.22	0.0	0.27	0.73	99.95	3.91	1.5	0.20483	168.5	True	98.53	Perfect
02-SolareLasten Isotrop	Direktstrahlung S-E 90	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	188.61	2.19	0.33	-0.14	17.1	17.92	654.15	0.0	-0.07	0.63	99.96	4.14	1.14	0.10855	214.4	True	98.54	Perfect
02-SolareLasten Isotrop	Direktstrahlung S-E 30	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	191.74	2.14	0.4	0.36	16.75	16.49	676.53	0.0	0.19	0.61	99.97	4.09	1.2	0.2216	224.84	True	98.6	Perfect
02-SolareLasten Isotrop	Direktstrahlung S 90	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	201.96	2.03	0.11	-0.12	16.75	25.1	718.84	0.0	-0.06	0.57	99.97	4.09	1.03	0.21	242.12	True	98.64	Perfect
02-SolareLasten Isotrop	Direktstrahlung S 30	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	215.31	1.98	0.23	0.43	18.19	21.0	791.07	0.0	0.2	0.54	99.97	4.26	1.17	0.23645	247.19	True	98.68	Perfect
02-SolareLasten Isotrop	Direktstrahlung S-W 90	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	251.19	2.74	1.91	0.69	47.15	157.21	688.92	0.0	0.28	1.0	99.91	6.87	1.6	0.24962	231.56	True	98.32	Perfect
02-SolareLasten Isotrop	Direktstrahlung S-W 30	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	226.97	2.22	1.63	0.76	25.23	78.38	744.72	0.0	0.34	0.68	99.95	5.02	1.29	0.25071	233.93	True	98.62	Perfect
02-SolareLasten Isotrop	Direktstrahlung W 90	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	266.76	4.38	0.47	1.83	134.45	220.66	937.14	0.0	0.69	1.24	99.78	11.6	2.51	0.26278	253.94	True	98.58	Perfect
02-SolareLasten Isotrop	Direktstrahlung W 30	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	206.65	2.93	2.16	1.17	36.31	110.11	573.4	0.0	0.57	1.06	99.91	6.03	1.64	0.25615	200.33	True	98.22	Perfect
02-SolareLasten Isotrop	Direktstrahlung N-W 90	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	245.78	5.66	0.15	3.08	188.61	223.72	987.05	0.0	1.27	1.39	99.69	13.73	3.47	0.10841	252.38	True	98.02	Perfect
02-SolareLasten Isotrop	Direktstrahlung N-W 30	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	132.57	3.95	1.08	1.03	26.99	111.28	563.12	0.0	0.78	0.93	99.88	5.2	2.03	0.23901	149.11	True	96.02	Perfect
02-SolareLasten Isotrop	Diffusstrahlung - 0	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	113.23	1.69	1.47	0.17	3.67	8.68	411.44	1.91	0.15	0.47	99.95	1.92	2.24	0.04121	89.55	True	99.4	Perfect
02-SolareLasten Isotrop	Diffusstrahlung N 90	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	78.51	1.98	2.1	0.02	2.4	4.54	249.1	1.15	0.03	0.63	99.92	1.55	2.06	0.05451	55.96	True	99.25	Perfect
02-SolareLasten Isotrop	Diffusstrahlung N 30	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	108.58	1.67	1.49	0.15	3.28	8.12	389.66	1.81	0.14	0.47	99.95	1.81	2.19	0.04142	84.8	True	99.4	Perfect
02-SolareLasten Isotrop	Diffusstrahlung N-E 90	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	78.51	1.98	2.1	0.02	2.4	4.54	249.1	1.15	0.03	0.63	99.92	1.55	2.06	0.05451	55.96	True	99.25	Perfect
02-SolareLasten Isotrop	Diffusstrahlung N-E 30	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	108.58	1.67	1.49	0.15	3.28	8.12	389.66	1.81	0.14	0.47	99.95	1.81	2.19	0.04142	84.8	True	99.4	Perfect
02-SolareLasten Isotrop	Diffusstrahlung E 90	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	78.51	1.98	2.1	0.02	2.4	4.54	249.1	1.15	0.03	0.63	99.92	1.55	2.06	0.05451	55.96	True	99.25	Perfect
02-SolareLasten Isotrop	Diffusstrahlung E 30	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	108.58	1.67	1.49	0.15	3.28	8.12	389.66	1.81	0.14	0.47	99.95	1.81	2.19	0.04142	84.8	True	99.4	Perfect
02-SolareLasten Isotrop	Diffusstrahlung S-E 90	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	78.51	1.98	2.1	0.02	2.4	4.54	249.1	1.15	0.03	0.63	99.92	1.55	2.06	0.05451	55.96	True	99.25	Perfect
02-SolareLasten Isotrop	Diffusstrahlung S-E 30	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	108.58	1.67	1.49	0.15	3.28	8.12	389.66	1.81	0.14	0.47	99.95	1.81	2.19	0.04142	84.8	True	99.4	Perfect
02-SolareLasten Isotrop	Diffusstrahlung S 90	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	78.51	1.98	2.1	0.02	2.4	4.54	249.1	1.15	0.03	0.63	99.92	1.55	2.06	0.05451	55.96	True	99.25	Perfect
02-SolareLasten Isotrop	Diffusstrahlung S 30	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	108.58	1.67	1.49	0.15	3.28	8.12	389.66	1.81	0.14	0.47	99.95	1.81	2.19	0.04142	84.8	True	99.4	Perfect
02-SolareLasten Isotrop	Diffusstrahlung S-W 90	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	78.51	1.98	2.1	0.02	2.4	4.54	249.1	1.15	0.03	0.63	99.92	1.55	2.06	0.05451	55.96	True	99.25	Perfect
02-SolareLasten Isotrop	Diffusstrahlung S-W 30	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	108.58	1.67	1.49	0.15	3.28	8.12	389.66	1.81	0.14	0.47	99.95	1.81	2.19	0.04142	84.8	True	99.4	Perfect
02-SolareLasten Isotrop	Diffusstrahlung W 90	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	78.51	1.98	2.1	0.02	2.4	4.54	249.1	1.15	0.03	0.63	99.92	1.55	2.06	0.05451	55.96	True	99.25	Perfect
02-SolareLasten Isotrop	Diffusstrahlung W 30	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	108.58	1.67	1.49	0.15	3.28	8.12	389.66	1.81	0.14	0.47	99.95	1.81	2.19	0.04142	84.8	True	99.4	Perfect
02-SolareLasten Isotrop	Diffusstrahlung N-W 90	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	78.51	1.98	2.1	0.02	2.4	4.54	249.1	1.15	0.03	0.63	99.92	1.55	2.06	0.05451	55.96	True	99.25	Perfect
02-SolareLasten Isotrop	Diffusstrahlung N-W 30	Aixlib	AixLib	0.7.3	W/m2	Amin Nouri, RWTH Aachen	0	108.58	1.67	1.49	0.15	3.28	8.12	389.66	1.81	0.14	0.47	99.95	1.81	2.19	0.04142	84.8	True	99.4	Perfect
02-SolareLasten Isotrop	Sun azimuth angle	NANDRAD	NANDRAD	1.8	Deg	Dirk Weiß, IBK TU Dresden	0	180.03	1.67	0.05	0.05	9.0	179.96	359.99	0.02	0.03	0.83	99.91	3.0	1.73	0.01203	100.1	True	98.98	Perfect
02-SolareLasten Isotrop	Sun elevation angle	NANDRAD	NANDRAD	1.8	Deg	Dirk Weiß, IBK TU Dresden	0	-4.26	-2.3	0.02	-0.05	0.01	0.23	56.88	-61.0	1.25	0.08	100.0	0.1	0.21	-99	28.85	True	99.93	Perfect
02-SolareLasten Isotrop	Direktstrahlung - 0	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	136.93	2.15	0.46	-0.53	8.73	11.12	517.87	0.0	-0.38	0.57	99.96	2.95	1.22	0.09149	149.81	True	98.68	Perfect
02-SolareLasten Isotrop	Direktstrahlung N 90	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	116.2	7.46	0.08	-1.91	77.67	123.61	464.04	0.0	-1.61	1.9	99.57	8.81	7.3	0.26603	130.9	True	97.43	Perfect
02-SolareLasten Isotrop	Direktstrahlung N 30	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	66.69	4.31	1.22	-0.54	8.39	61.23	297.6	0.0	-0.8	0.98	99.84	2.9	3.03	0.1347	71.46	True	93.16	Perfect
02-SolareLasten Isotrop	Direktstrahlung N-E 90	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	84.7	6.28	0.14	-0.12	28.4	26.83	392.63	0.0	-0.14	1.36	99.72	5.33	3.54	0.06579	97.4	True	94.48	Perfect
02-SolareLasten Isotrop	Direktstrahlung N-E 30	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	80.08	3.82	0.54	-0.31	9.43	20.92	329.63	0.0	-0.39	0.93	99.9	3.07	2.64	0.10514	94.69	True	98.39	Perfect
02-SolareLasten Isotrop	Direktstrahlung E 90	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	144.66	3.71	0.21	0.16	28.78	31.64	511.52	0.0	0.11	1.05	99.89	5.37	2.4	0.08489	159.7	True	98.42	Perfect
02-SolareLasten Isotrop	Direktstrahlung E 30	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	145.36	2.68	0.56	-0.39	15.28	23.32	536.65	0.0	-0.27	0.73	99.95	3.91	1.5	0.09839	165.34	True	98.53	Perfect
02-SolareLasten Isotrop	Direktstrahlung S-E 90	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	188.88	2.19	0.33	0.14	17.1	17.92	654.55	0.0	0.07	0.63	99.96	4.14	1.14	0.08301	211.98	True	98.54	Perfect
02-SolareLasten Isotrop	Direktstrahlung S-E 30	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	191.01	2.14	0.29	-0.36	16.75	16.49	672.53	0.0	-0.19	0.61	99.97	4.09	1.2	0.09942	221.35	True	98.6	Perfect
02-SolareLasten Isotrop	Direktstrahlung S 90	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	202.2	2.03	0.26	0.12	16.75	25.1	720.92	0.0	0.06	0.57	99.97	4.09	1.03	0.10744	239.51	True	98.64	Perfect
02-SolareLasten Isotrop	Direktstrahlung S 30	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	214.45	1.98	0.17	-0.43	18.19	21.0	789.61	0.0	-0.2	0.54	99.97	4.26	1.17	0.10177	243.5	True	98.68	Perfect
02-SolareLasten Isotrop	Direktstrahlung S-W 90	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	249.8	2.74	1.66	-0.69	47.15	157.21	685.11	0.0	-0.28	1.0	99.91	6.87	1.6	0.18201	227.95	True	98.32	Perfect
02-SolareLasten Isotrop	Direktstrahlung S-W 30	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	225.45	2.22	0.98	-0.76	25.23	78.38	737.13	0.0	-0.34	0.68	99.95	5.02	1.29	0.15264	230.15	True	98.62	Perfect
02-SolareLasten Isotrop	Direktstrahlung W 90	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	263.09	4.38	0.14	-1.83	134.45	220.66	932.13	0.0	-0.69	1.24	99.78	11.6	2.51	0.23686	246.59	True	98.58	Perfect
02-SolareLasten Isotrop	Direktstrahlung W 30	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	204.31	2.93	1.54	-1.17	36.31	110.11	566.37	0.0	-0.57	1.06	99.91	6.03	1.64	0.17906	196.4	True	98.22	Perfect
02-SolareLasten Isotrop	Direktstrahlung N-W 90	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	239.61	5.66	0.34	-3.08	188.61	223.72	987.24	0.0	-1.27	1.39	99.69	13.73	3.47	0.28147	242.81	True	98.02	Perfect
02-SolareLasten Isotrop	Direktstrahlung N-W 30	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	130.51	3.95	0.5	-1.03	26.99	111.28	559.21	0.0	-0.78	0.93	99.88	5.2	2.03	0.18205	145.69	True	96.02	Perfect
02-SolareLasten Isotrop	Diffusstrahlung - 0	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	112.89	1.69	1.09	-0.17	3.67	8.68	411.0	4.2	-0.15	0.47	99.95	1.92	2.24	0.03293	88.17	True	99.4	Perfect
02-SolareLasten Isotrop	Diffusstrahlung N 90	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	78.46	1.98	1.39	-0.02	2.4	4.54	249.18	2.52	-0.03	0.63	99.92	1.55	2.06	0.04477	55.06	True	99.25	Perfect
02-SolareLasten Isotrop	Diffusstrahlung N 30	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	108.27	1.67	1.11	-0.15	3.28	8.12	389.32	3.97	-0.14	0.47	99.95	1.81	2.19	0.03329	83.5	True	99.4	Perfect
02-SolareLasten Isotrop	Diffusstrahlung N-E 90	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	78.46	1.98	1.39	-0.02	2.4	4.54	249.18	2.52	-0.03	0.63	99.92	1.55	2.06	0.04477	55.06	True	99.25	Perfect
02-SolareLasten Isotrop	Diffusstrahlung N-E 30	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	108.27	1.67	1.11	-0.15	3.28	8.12	389.32	3.97	-0.14	0.47	99.95	1.81	2.19	0.03329	83.5	True	99.4	Perfect
02-SolareLasten Isotrop	Diffusstrahlung E 90	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	78.46	1.98	1.39	-0.02	2.4	4.54	249.18	2.52	-0.03	0.63	99.92	1.55	2.06	0.04477	55.06	True	99.25	Perfect
02-SolareLasten Isotrop	Diffusstrahlung E 30	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	108.27	1.67	1.11	-0.15	3.28	8.12	389.32	3.97	-0.14	0.47	99.95	1.81	2.19	0.03329	83.5	True	99.4	Perfect
02-SolareLasten Isotrop	Diffusstrahlung S-E 90	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	78.46	1.98	1.39	-0.02	2.4	4.54	249.18	2.52	-0.03	0.63	99.92	1.55	2.06	0.04477	55.06	True	99.25	Perfect
02-SolareLasten Isotrop	Diffusstrahlung S-E 30	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	108.27	1.67	1.11	-0.15	3.28	8.12	389.32	3.97	-0.14	0.47	99.95	1.81	2.19	0.03329	83.5	True	99.4	Perfect
02-SolareLasten Isotrop	Diffusstrahlung S 90	NANDRAD	NANDRAD	1.8	W/m2	Dirk Weiß, IBK TU Dresden	0	78.46	1.98	1.39	-0.02	2.4	4.54	249.18	2.52	-0.03	0.63	99.92	1.55	2.06	0.04477	55.06	True	99.25	Perfect
